position,representation,probe_seed,checkpoint_seed,folds_combined,oof_condition_blocks,oof_rows,block_accuracy,block_macro_f1,row_accuracy,row_macro_f1,block_confusion_matrix,block_prediction_sha256,row_prediction_sha256,estimand,block_accuracy_seed_variance,block_macro_f1_seed_variance,variance_role
P4,FIRST_DIFFERENCE_280,45,,3,63,3150,0.23809523809523808,0.2289050617997986,0.23904761904761904,0.22904297699409235,"[[2,0,2,1,1,1,2],[1,2,4,1,0,1,0],[0,1,2,1,0,3,2],[1,1,2,1,1,2,1],[2,1,0,1,1,4,0],[0,0,0,1,1,4,3],[1,1,0,1,0,3,3]]",071e9cd07b273361556bf7ad6e718fb312d497f89706ef2388f1dfe2f7e09292,4a782536daa2af6c3affa003b50acc607aa3372b35cb8a48edc6c6f2d90c42a2,one pooled 63-block out-of-fold set,,,
P4,FIRST_DIFFERENCE_280,46,,3,63,3150,0.2698412698412698,0.24457629205528367,0.2653968253968254,0.24265399843143026,"[[3,1,1,0,2,2,0],[2,4,2,1,0,0,0],[0,4,5,0,0,0,0],[3,0,3,0,2,1,0],[2,1,1,1,2,1,1],[1,2,1,1,2,1,1],[1,3,2,0,0,1,2]]",16cc9ecbaf9c7b0620135497121e9736dd313214b0948172483dd3a870a74ff4,d86faa2e0a58d91a8d4e05297cae6e2f2be4723c7c50f954645792bc89563d05,one pooled 63-block out-of-fold set,,,
P4,C1_ENCODER_EMBEDDING,42,42,3,63,3150,0.1746031746031746,0.15812875874987675,0.17936507936507937,0.16304996458950935,"[[0,1,1,2,3,1,1],[1,0,1,3,1,1,2],[1,0,1,1,1,1,4],[1,1,1,2,1,0,3],[2,0,0,1,3,2,1],[2,1,1,2,1,2,0],[0,1,1,1,1,2,3]]",6b0da67bc17cfa59caa5a45b50667363014980d013bb16fe2facff46c36c7e28,3da3307436416e764c75bb2b5f38489ce2c4a1e97441dddb05a627f3f088333f,one pooled 63-block out-of-fold set,,,
P4,C1_ENCODER_EMBEDDING,43,43,3,63,3150,0.09523809523809523,0.09478107032286598,0.09682539682539683,0.09602252433773442,"[[0,3,1,1,2,1,1],[0,1,1,1,3,2,1],[1,2,1,3,0,1,1],[1,2,1,1,2,1,1],[2,0,2,1,0,3,1],[2,0,1,2,2,1,1],[1,2,1,1,0,2,2]]",fd379c950214a0884380cad83433f621a50657bcd8eaa233d32852b214e61705,c76c9095db21194392b708886eb1442acaed9d7ebc69656058225f0674506292,one pooled 63-block out-of-fold set,,,
P4,C1_ENCODER_EMBEDDING,44,44,3,63,3150,0.19047619047619047,0.18016145436053901,0.18857142857142858,0.1783187611597236,"[[1,1,2,0,3,1,1],[0,2,1,2,1,1,2],[2,1,1,2,0,0,3],[0,3,0,2,1,1,2],[2,1,1,2,1,1,1],[0,2,0,2,3,1,1],[2,0,1,2,0,0,4]]",27b4469606f62040ae3a14d08d416156f51a427f26cf048bd3a6825778cac176,942c50e55d2c8a598a74f69de109a96d33d4b5984f34f8d98e85cc90fee5be8a,one pooled 63-block out-of-fold set,,,
P4,C1_ENCODER_EMBEDDING,45,45,3,63,3150,0.1746031746031746,0.17993906181847263,0.16412698412698412,0.1694133186744206,"[[1,3,1,0,2,0,2],[0,2,2,1,1,0,3],[2,1,1,2,1,0,2],[1,0,1,3,2,0,2],[1,0,2,3,1,1,1],[2,2,0,2,0,2,1],[3,1,1,3,0,0,1]]",a21f351163af7637ae4778bdb3dead3f1764259ce5e3fbf2b29c91d6c5dcde5b,1f3fb4c30636ad51de567e08907e3d6bc09818707ccee972e10c1192a3fb9534,one pooled 63-block out-of-fold set,,,
P4,C1_ENCODER_EMBEDDING,46,46,3,63,3150,0.12698412698412698,0.12287248232626384,0.12698412698412698,0.12170719403821396,"[[1,2,2,0,2,0,2],[0,1,2,3,0,1,2],[1,1,0,4,1,0,2],[0,0,1,2,3,3,0],[2,3,1,1,1,0,1],[1,3,0,3,1,1,0],[1,2,0,2,0,2,2]]",377f1c67d2eb7c34192b58ed906d7273cc9ff7d47d01bf976aa3ecb3af153cf4,b98bd7e7fbb791c7ac7c44c1cde63224ef4a745a1167265010c86e2c8e335315,one pooled 63-block out-of-fold set,,,
P4,RAW_SIGNAL_281,MEAN,,3,63,3150,0.2571428571428571,0.24271259685964605,,,,,,descriptive equal-weight mean of five pooled 63-block seed estimands,0.000947341899722852,0.0006239396813182009,probe-seed variance
P4,FIRST_DIFFERENCE_280,MEAN,,3,63,3150,0.25396825396825395,0.23588040822185005,,,,,,descriptive equal-weight mean of five pooled 63-block seed estimands,0.0029226505416981604,0.0023140925311727232,probe-seed variance
P4,C1_ENCODER_EMBEDDING,MEAN,ALIGNED_42_TO_46,3,63,3150,0.15238095238095237,0.14717656551560362,,,,,,descriptive equal-weight mean of five pooled 63-block seed estimands,0.0012698412698412696,0.00112346219378313,aligned checkpoint-plus-probe seed variance
