position,representation,probe_seed,class_index,tag_id,precision,recall,f1,support_blocks,unit
P2,C1_ENCODER_EMBEDDING,46,2,3,0.625,0.5555555555555556,0.5882352941176471,9,condition_block
P2,C1_ENCODER_EMBEDDING,46,3,4,0.6923076923076923,1.0,0.8181818181818181,9,condition_block
P2,C1_ENCODER_EMBEDDING,46,4,5,0.6666666666666666,0.2222222222222222,0.3333333333333333,9,condition_block
P2,C1_ENCODER_EMBEDDING,46,5,6,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,condition_block
P2,C1_ENCODER_EMBEDDING,46,6,7,0.5454545454545454,0.6666666666666666,0.6,9,condition_block
P3,RAW_SIGNAL_281,42,0,1,0.46153846153846156,0.6666666666666666,0.5454545454545455,9,condition_block
P3,RAW_SIGNAL_281,42,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,condition_block
P3,RAW_SIGNAL_281,42,2,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,condition_block
P3,RAW_SIGNAL_281,42,3,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,9,condition_block
P3,RAW_SIGNAL_281,42,4,5,0.375,0.3333333333333333,0.35294117647058826,9,condition_block
P3,RAW_SIGNAL_281,42,5,6,0.4,0.2222222222222222,0.2857142857142857,9,condition_block
P3,RAW_SIGNAL_281,42,6,7,0.6,0.6666666666666666,0.631578947368421,9,condition_block
P3,RAW_SIGNAL_281,43,0,1,0.4166666666666667,0.5555555555555556,0.4761904761904762,9,condition_block
P3,RAW_SIGNAL_281,43,1,2,0.75,0.6666666666666666,0.7058823529411765,9,condition_block
P3,RAW_SIGNAL_281,43,2,3,0.7272727272727273,0.8888888888888888,0.7999999999999999,9,condition_block
P3,RAW_SIGNAL_281,43,3,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,9,condition_block
P3,RAW_SIGNAL_281,43,4,5,0.16666666666666666,0.1111111111111111,0.13333333333333333,9,condition_block
P3,RAW_SIGNAL_281,43,5,6,0.5,0.3333333333333333,0.4,9,condition_block
P3,RAW_SIGNAL_281,43,6,7,0.5454545454545454,0.6666666666666666,0.6,9,condition_block
P3,RAW_SIGNAL_281,44,0,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,9,condition_block
P3,RAW_SIGNAL_281,44,1,2,0.7142857142857143,0.5555555555555556,0.6250000000000001,9,condition_block
P3,RAW_SIGNAL_281,44,2,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,condition_block
P3,RAW_SIGNAL_281,44,3,4,0.5,0.4444444444444444,0.47058823529411764,9,condition_block
P3,RAW_SIGNAL_281,44,4,5,0.5,0.2222222222222222,0.30769230769230765,9,condition_block
P3,RAW_SIGNAL_281,44,5,6,0.5,0.6666666666666666,0.5714285714285715,9,condition_block
P3,RAW_SIGNAL_281,44,6,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,condition_block
P3,RAW_SIGNAL_281,45,0,1,0.4375,0.7777777777777778,0.56,9,condition_block
P3,RAW_SIGNAL_281,45,1,2,0.7,0.7777777777777778,0.7368421052631577,9,condition_block
P3,RAW_SIGNAL_281,45,2,3,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,condition_block
P3,RAW_SIGNAL_281,45,3,4,0.6,0.3333333333333333,0.42857142857142855,9,condition_block
P3,RAW_SIGNAL_281,45,4,5,0.5,0.2222222222222222,0.30769230769230765,9,condition_block
P3,RAW_SIGNAL_281,45,5,6,0.4444444444444444,0.4444444444444444,0.4444444444444444,9,condition_block
P3,RAW_SIGNAL_281,45,6,7,0.6,0.6666666666666666,0.631578947368421,9,condition_block
P3,RAW_SIGNAL_281,46,0,1,0.4666666666666667,0.7777777777777778,0.5833333333333334,9,condition_block
P3,RAW_SIGNAL_281,46,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,condition_block
P3,RAW_SIGNAL_281,46,2,3,0.5555555555555556,0.5555555555555556,0.5555555555555556,9,condition_block
