arm,held_position,fold_id,episode_id,episode_family,episode_local,source_seed,learning_rate,encoder_weight_decay,epochs,finetuning_seed,support_rows,query_rows,support_macro_f1,query_macro_f1,query_accuracy,query_balanced_accuracy,query_worst_class_f1,query_recall_by_class,encoder_displacement_frobenius,all_objectives_finite
FULL_FT,P1,S1,0,A,0,43,3e-05,0.0001,10,1507614677,35,1400,0.30389610389610383,0.20702526324366569,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.09197763851924474,True
FULL_FT,P1,S1,0,A,0,43,3e-05,0.0001,20,1507614677,35,1400,0.37756132756132754,0.20702526324366569,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.1828330874206764,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0,5,4087725468,35,1400,0.27307692307692305,0.20702526324366569,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.10364792215583638,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0,10,4087725468,35,1400,0.40406418977847547,0.17893954507226817,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.18946234494354916,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0,20,4087725468,35,1400,0.5131313131313131,0.1733194341889994,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.3597247719568369,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0001,5,3705847550,35,1400,0.27307692307692305,0.20702526324366569,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.10364792215583638,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0001,10,3705847550,35,1400,0.40406418977847547,0.17893954507226817,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.18946234494354916,True
FULL_FT,P1,S1,0,A,0,43,0.0001,0.0001,20,3705847550,35,1400,0.5131313131313131,0.1733194341889994,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.3597247719568369,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0,5,890408467,35,1400,0.297821226392655,0.18259587203686584,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.19355582249028408,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0,10,890408467,35,1400,0.439033189033189,0.20796878483835005,0.24785714285714286,0.24785714285714283,0.0,0.0|0.0|0.235|0.75|0.0|0.25|0.5,0.28204092739865266,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0,20,890408467,35,1400,0.5434955800502019,0.1664705616684851,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.463816723898064,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0001,5,151640307,35,1400,0.297821226392655,0.18259587203686584,0.25,0.25,0.0,0.0|0.0|0.0|0.75|0.25|0.25|0.5,0.19355605202316523,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0001,10,151640307,35,1400,0.439033189033189,0.20796878483835005,0.24785714285714286,0.24785714285714283,0.0,0.0|0.0|0.235|0.75|0.0|0.25|0.5,0.2820405156279469,True
FULL_FT,P1,S1,0,A,0,43,0.0003,0.0001,20,151640307,35,1400,0.5434955800502019,0.1664705616684851,0.21428571428571427,0.21428571428571427,0.0,0.0|0.0|0.0|0.75|0.0|0.25|0.5,0.4638194583231199,True
