arm,budget,fit_units,support_macro_f1_mean,support_accuracy_mean,held_query_macro_f1,support_minus_query_macro_f1,encoder_displacement_frobenius_mean,embedding_mean_cosine_to_source_mean,embedding_rms_displacement_mean
PARTIAL_FT,7,300,1.0,1.0,0.12509678188958145,0.8749032181104186,0.6137860058314312,0.9508726738176785,0.14886382541795182
PARTIAL_FT,35,300,0.3847608634751492,0.3933333333333333,0.14031232234238328,0.24444854113276593,0.5579698083422653,0.9476408334444066,0.1533647017180959
PARTIAL_FT,100,300,0.338612867223756,0.3461666666666666,0.13598158263086954,0.20263128459288646,0.5445261243654761,0.9475913090507853,0.15361788946783966
PARTIAL_FT,500,300,0.3191043752264488,0.32420000000000004,0.1318607643911964,0.1872436108352524,0.541445471911528,0.947074202402074,0.15444809954428443
FULL_FT,7,300,1.0,1.0,0.12475075432431701,0.875249245675683,0.451755106045217,0.9620469350915335,0.12923906154716883
FULL_FT,35,300,0.5131560820132249,0.5236190476190477,0.1360756298378453,0.37708045217537967,0.43946283523674745,0.9580161649183631,0.13609631497319014
FULL_FT,100,300,0.4567515139974855,0.46653333333333336,0.1330032993827527,0.3237482146147328,0.43134362551467137,0.9568797337669359,0.1381869601651744
FULL_FT,500,300,0.4191158910243184,0.4275333333333333,0.129613040402599,0.28950285062171943,0.4291368655191014,0.9564957999845882,0.13888287841641836
