method,budget,true_class_index,predicted_class_index,count_across_100_units,row_normalized
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,3,5677,0.12615555555555555
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,4,2130,0.04733333333333333
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,5,5806,0.12902222222222223
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,6,7460,0.16577777777777777
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,9581,0.2129111111111111
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,4008,0.08906666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,8377,0.18615555555555555
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,3,1303,0.028955555555555554
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,4,2653,0.05895555555555555
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,5,11708,0.2601777777777778
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,6,7370,0.16377777777777777
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,9228,0.20506666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,8135,0.1807777777777778
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,8048,0.17884444444444444
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,3,1563,0.03473333333333333
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,4,4626,0.1028
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,5,3747,0.08326666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,6,9653,0.21451111111111112
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,5637,0.12526666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,3987,0.0886
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,5945,0.13211111111111112
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,3,9030,0.20066666666666666
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,4,5280,0.11733333333333333
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,5,9124,0.20275555555555555
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,6,5997,0.13326666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,11006,0.24457777777777778
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,7100,0.15777777777777777
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,1000,0.022222222222222223
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,3,11992,0.2664888888888889
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,4,7338,0.16306666666666667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,5,4429,0.09842222222222222
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,6,2135,0.04744444444444444
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,12035,0.26744444444444443
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,3974,0.08831111111111112
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,4503,0.10006666666666666
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,3,3545,0.07877777777777778
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,4,1000,0.022222222222222223
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,5,7096,0.15768888888888888
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,6,12847,0.2854888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,0,2618,0.05817777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,1,7139,0.15864444444444445
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,2,9736,0.21635555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,3,2665,0.059222222222222225
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,4,4797,0.1066
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,5,5500,0.12222222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,6,12545,0.2787777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,0,5459,0.1213111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,1,7152,0.15893333333333334
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,2,12291,0.27313333333333334
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,3,5304,0.11786666666666666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,4,1883,0.04184444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,5,6417,0.1426
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,6,6494,0.1443111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,0,7684,0.17075555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,1,4769,0.10597777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,2,9844,0.21875555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,3,1648,0.03662222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,4,2061,0.0458
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,5,10373,0.2305111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,6,8621,0.1915777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,0,7979,0.1773111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,1,8886,0.19746666666666668
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,2,8045,0.17877777777777779
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,3,2500,0.05555555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,4,3829,0.0850888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,5,2437,0.054155555555555554
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,6,11324,0.25164444444444445
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,0,4427,0.09837777777777777
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,1,5748,0.12773333333333334
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,2,6258,0.13906666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,3,8658,0.1924
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,4,5317,0.11815555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,5,8005,0.1778888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,6,6587,0.14637777777777777
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,0,7879,0.17508888888888888
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,1,7151,0.15891111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,2,1201,0.02668888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,3,12167,0.2703777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,4,8645,0.19211111111111112
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,5,4751,0.10557777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,6,3206,0.07124444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,11247,0.24993333333333334
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,4019,0.0893111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,4813,0.10695555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,3,5283,0.1174
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,4,1000,0.022222222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,5,6323,0.14051111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,6,12315,0.27366666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,2548,0.05662222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,7388,0.16417777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,9172,0.2038222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,3,2798,0.062177777777777776
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,4,4693,0.10428888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,5,5985,0.133
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,6,12416,0.2759111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,5417,0.12037777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,7309,0.16242222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,12326,0.2739111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,3,5406,0.12013333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,4,1427,0.031711111111111114
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,5,6161,0.13691111111111112
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,6,6954,0.15453333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,7818,0.17373333333333332
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,5073,0.11273333333333334
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,8841,0.19646666666666668
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,3,931,0.02068888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,4,2409,0.053533333333333336
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,5,9867,0.21926666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,6,10061,0.22357777777777776
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,8128,0.1806222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,8575,0.19055555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,7739,0.17197777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,3,1899,0.0422
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,4,4017,0.08926666666666666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,5,3038,0.0675111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,6,11604,0.2578666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,3871,0.08602222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,4759,0.10575555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,6430,0.1428888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,3,9474,0.21053333333333332
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,4,5399,0.11997777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,5,8509,0.1890888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,6,6558,0.14573333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,8666,0.19257777777777776
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,7203,0.16006666666666666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,850,0.01888888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,3,12034,0.26742222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,4,8279,0.18397777777777777
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,5,4734,0.1052
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,6,3234,0.07186666666666666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,11587,0.2574888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,3949,0.08775555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,4333,0.09628888888888888
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,3,5002,0.11115555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,4,1000,0.022222222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,5,6821,0.15157777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,6,12308,0.2735111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,1860,0.04133333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,8210,0.18244444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,9535,0.21188888888888888
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,3,2874,0.06386666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,4,4343,0.09651111111111112
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,5,5715,0.127
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,6,12463,0.27695555555555557
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,5422,0.1204888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,8086,0.1796888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,12454,0.27675555555555553
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,3,5082,0.11293333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,4,1173,0.026066666666666665
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,5,5827,0.12948888888888888
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,6,6956,0.1545777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,8569,0.19042222222222221
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,4969,0.11042222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,8518,0.1892888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,3,1060,0.023555555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,4,2742,0.06093333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,5,9475,0.21055555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,6,9667,0.21482222222222222
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,7906,0.1756888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,7763,0.17251111111111112
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,8531,0.1895777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,3,1415,0.03144444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,4,4453,0.09895555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,5,3558,0.07906666666666666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,6,11374,0.25275555555555557
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,4148,0.09217777777777778
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,3998,0.08884444444444445
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,6273,0.1394
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,3,9716,0.2159111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,4,5232,0.11626666666666667
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,5,8793,0.1954
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,6,6840,0.152
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,8105,0.1801111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,7553,0.16784444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,1000,0.022222222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,3,12272,0.2727111111111111
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,4,8460,0.188
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,5,4489,0.09975555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,6,3121,0.06935555555555556
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,11913,0.2647333333333333
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,3789,0.0842
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,4052,0.09004444444444444
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,3,4954,0.11008888888888889
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,4,1000,0.022222222222222223
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,5,7027,0.15615555555555555
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,6,12265,0.27255555555555555
