arm,budget,source_seed,support_seed,fold,prediction_sha256,prediction_frozen_before_open,label_access_phase,seal_state_after_open
FULL_FT,7,42,305093,2,8cbd718b9f12747f6939588ebc6a7183bb73aee30384277e2ee6b99157886fb0,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,305093,2,04f7a15b8c49a7f95d9521937a7b30cd0c1a5a8e6ba5c1b429863f836e0e07c5,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,305093,2,cf742b2ea5e6856fa22052f5321de94b63cbe8dd6414b6be8ba30428f8ad134a,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,305093,2,a69a5a17c0030c95b259d8fc010e529b14aa1704ec4144217c879cccd67470d0,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,305093,2,5a77048e7315ea0c08cc4359389fa23c3752c5755d8abe641d80dc6edb93f1c9,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,305093,2,3553e8b2db7da191d642dc45b3a8483050ed42c8c8137bb33b9ac24984b8e5ad,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,305093,2,0620dc9d1baa656fa7a228af9b8ee50dfc01e6d8df45e2be68a0f14ef103a89f,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,330017,2,71dd8c62b7ecb30276b4f188cf227ae313d0cf90c0fff0e5741e6fa33e8e5d88,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,330017,2,6ef0253a45d890f9297819fa3852bbffd5447b61cf29a4e2c43328eb6e42207f,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,330017,2,952304c85709ba4665043585e382d12c6336a98d1f14ba345e20ca8b9fa1274b,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,330017,2,4ec1aad479af5a1f0516e6d3c14eca7f6b8654e697cbb9693e4169be3dbc3b91,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,330017,2,6555ab7197aa727986f27d327f35943d5bdebfa2d3815cc30ab76b1a35117385,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,330017,2,6555ab7197aa727986f27d327f35943d5bdebfa2d3815cc30ab76b1a35117385,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,330017,2,0a0cad1a6e43f81dde8f84e495f8d8f5eb625d19d262123d84792dd6fefac5f3,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,330017,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,355031,2,bcca634f0bc410a82534292b31a0ee2c0692ac2eecf53d3adb92ef486adb7c8e,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,355031,2,93eb955e7789a6c1c932800328f23679032165823ecdcc5b91b8d7df3138b79e,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,355031,2,8cb40cec11a31a68b041d4d595403b3489c6b24930f0d7587dd095ebada1454b,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,355031,2,cc1eaa4aae263f5cf44305e158f4813a93b9e0d15023e4a595522690665a9a79,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,355031,2,df9588f20fffe70bb90bc04fb4feecdcd4a8cdd598d18659c8b02d70777eed72,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,355031,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,355031,2,3894eeb66c99cafb79913e7ffc6682fdd2dbbe77eb18cc0a8ea7209e7e3cf434,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,355031,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,380041,2,71dd8c62b7ecb30276b4f188cf227ae313d0cf90c0fff0e5741e6fa33e8e5d88,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,380041,2,abd04e045d3200df0c276a239aacdab9f3343df1ca93f84da4046754e226e57b,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,380041,2,e5e181361c71533930c0f69780effd699e1ea4adbad15f98b7966ab71860079d,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,380041,2,c8afb80b4258c3fb298d6c0e543a419aa88b0128132b9d0b90c8d984e2481947,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,380041,2,0410128c0cc88bf2edf677fc39b32e2e47ddd1a54b2bb845b96fef9972dda32a,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,380041,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,380041,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,380041,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,405019,2,cb1bdac859601f525cc2e7bb3ba093019afbced8db38df5a4c96d05c6ef99794,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,405019,2,0a6196dd4ad318888235102e858cfb7c60eb97258ace81ff25c515d8ccacc4fb,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,405019,2,3451d2a4eacde88830b4552e0e19a388acaa9074e2fa6dd45341b41c8d5ecb4d,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,405019,2,5f804e5f0e24158063bb00f74580e0af8653dab96c8b5c3595597c5b3a93518a,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,405019,2,ada24394e851fc7316dd0845128ebc680aa0dd3cebf3b090a03331b6148ebe42,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,405019,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,405019,2,b18fe15b8dac41226035ceec55eb4136ecae0e48211b2604c6374fc3113ad292,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,405019,2,9d1d5085c08056ea1a31d5d6fcd5f0415561ea7189827d76d483b44d7d2cb667,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,430007,2,9dea601fd729aaa635eef5586966784ebe7207bacf289b0a796b7344ca791402,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,430007,2,d0081ec97930ba236c7071e3ef1e88ac29ed6252c34c12f9c610f4724fdf3bbc,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,430007,2,e07e3f93220827b7c02196402c624df34b608291393b4cbd78dff3a4d0144029,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,430007,2,0bb025696461d7a49e0602f65a8f187552f8b36be1fe81913d9d242fcde65473,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,430007,2,a5b75b0370a5fcf8aef1c2210430b936ce3ff7645f01540760731ee7dddbcc19,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,430007,2,edb27ef3bf128c1503879cb6535b10c084ed9040f649751b771de88bdf7b2e4e,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,430007,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,430007,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,455003,2,7a3a0e14550e54285e2ffa76e7003e8c9e2045f4b82ee6756ee7c2a0ad497462,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,455003,2,8c5e24d6efafb40459eff171844dee96026ee1ea81a82639b592b7a9e3f7322f,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,455003,2,7a8edbccbd9f9f3adaa64667a36734c93a20bc17ecde077de8f7d8d23c7760ac,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,455003,2,c2da9ad2d9fab69e940621cc1156ca0e316950211fd329ffae2bfa1326da73b9,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,455003,2,76078b6b5659dbefc8c4415f70c7a064e25a1649afd9bab88095964918265a9f,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,455003,2,b66fb42b5aab20199be54d7d257d1698a79959b3698bd168abe868c6b738b44f,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,455003,2,3553e8b2db7da191d642dc45b3a8483050ed42c8c8137bb33b9ac24984b8e5ad,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,455003,2,78c4bd6cf2f7d5960a63cb52c6f5e30ebe49d23503ccbb8478acf9ef63c7523c,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,480017,2,7a3a0e14550e54285e2ffa76e7003e8c9e2045f4b82ee6756ee7c2a0ad497462,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,480017,2,aeadf8795af8b65feb339059d716e8f67c01929dc1885806cbfbf02f45a69046,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,480017,2,ab6590ad070a0c0460aa7a877b5685d29223aec729a7d149f3122c0feb17a882,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,480017,2,b9f2b748bc79fdff1e56e9d59b41190dbe6f2e01e216498d7b23da0cab75e830,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,480017,2,c44121c5b7e4f814ce66dea49603f9301b7cc0f2b3e0dcc741575ee66ac7367b,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,480017,2,edb27ef3bf128c1503879cb6535b10c084ed9040f649751b771de88bdf7b2e4e,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,480017,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,480017,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,505027,2,7a3a0e14550e54285e2ffa76e7003e8c9e2045f4b82ee6756ee7c2a0ad497462,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,505027,2,234f19706562f106f36e1e0a17beaa481c774aa9e21569f8134aa5ca0d5590ae,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,505027,2,8003a39f53539f8ddeb1ff0543f079f448b92d327925c9d6d1b3a689adc17652,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,505027,2,25988aee2e85b9ada418c064b07830a6522b33f70b5ac938f4558dd113c012a2,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,505027,2,6555ab7197aa727986f27d327f35943d5bdebfa2d3815cc30ab76b1a35117385,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,505027,2,d10e86fa3691de0a25584cb98903cdfb399750d29b1aaab7445e2cfd54b82084,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,505027,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,505027,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,530017,2,7f7e5d09374aadfd78b79c7c0220a6859691eb9e11eac8724e5c83db716829c6,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,530017,2,d0081ec97930ba236c7071e3ef1e88ac29ed6252c34c12f9c610f4724fdf3bbc,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,530017,2,b497a0aa2debc6380ea0602f81be3dd68dca18f1e22eeec5d6b0c56936ba201b,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,530017,2,fe2638612fef9febff3622b41492eeae034337870dc0c37e076cd0edc1de9361,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,530017,2,f48c3a618ca4e28f0d30c96a06830bfa3fa78534cd672eb86539cc519c18b7da,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,530017,2,1385f7cc0fa1b5891867d9e9128977538bf28affdd8850a4896e4e3a9644046d,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,530017,2,f335b99fc3fdb901590dc04993829d9ae6ae42f682323bfede7f799e3f120361,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,530017,2,f335b99fc3fdb901590dc04993829d9ae6ae42f682323bfede7f799e3f120361,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,555029,2,f78af678fab634b6b05deff5e718d4803f236dc757dafcc5f258530e62beccb9,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,555029,2,8982cff2a5a4987239cbc1fbdf6b8580214c5f7e65bd453c14237e04be0799bb,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,555029,2,333f76eaa73ea872746f202c8c61511b721bf7f48bb9ccd8de0d7b520ea97d65,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,555029,2,5b2f6a30b7784033d98059838ea60342a61f103977c19363696712be4143a76c,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,555029,2,574393a29282a79188010cf76c9e552d6e8f5a0b3bdc986a6cfd75631baec9d4,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,555029,2,574393a29282a79188010cf76c9e552d6e8f5a0b3bdc986a6cfd75631baec9d4,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,555029,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,555029,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,42,580031,2,7b662e791882e9ea0ad3f7105d747ec8ff36ca8e1b5c62081ea95bd91f1e50e6,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,42,580031,2,8cbd718b9f12747f6939588ebc6a7183bb73aee30384277e2ee6b99157886fb0,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,42,580031,2,56bf441ebe74e74c5a44af22045ef5ea359f17b3cab93c221be05a548a147a76,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,42,580031,2,a9bde71eea5fe1e2897403fb071ea5d2e9862fdc99cfd5520326b5db8776bb6e,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,42,580031,2,574393a29282a79188010cf76c9e552d6e8f5a0b3bdc986a6cfd75631baec9d4,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,42,580031,2,574393a29282a79188010cf76c9e552d6e8f5a0b3bdc986a6cfd75631baec9d4,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,42,580031,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,42,580031,2,e8ca57ccb917335055a0919d926b48583ea58ee417a5c5b73c59b030dfdc17d8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,104729,0,681003acf379be332aadfcd5b2db1c7a6df4a177f5154a9d4096a86069550b03,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,104729,0,a6e6a44fe29281b454c636081ada8a0cf8cc3e67365771984ea10ba1932c7c81,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,104729,0,f8885c39e464696ba8603fdd09293a0d152867f4c1a21cd029977106169ac58c,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,104729,0,0520a177191ebf77a76b004edd8ff62fd1cc77057dc42e915f1d00addcf8d177,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,104729,0,d8ca09ddea7f14d142e77e12de947ce207c9fd0f726c32e80cece676bc51a2c1,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,104729,0,5bbd28fa2b5289e2869f121ecfda0816072b901f27eb99c34a990dd3bf11585f,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,104729,0,0e59f019ed6d8e7dfd2826a04e9719430196533aa44f61702deae48ade10dda2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,104729,0,683a2a1ea0cc0506d06ab1ed139a72ef29c956faf05fca11d7bf7f9e6da45407,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,130363,0,943431eb6d5b6d5044ad77e479e2b95b88e3472e3ba78d327061e871b368cf30,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,130363,0,ec37b2186ce2e86991eb0de7a9a6a3114d50cf187a5a411b68cd46830c08fbff,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,130363,0,02aa9744027a85b6694d7dfa77009c83339dd91471e44a43d5d7739b2539d8ad,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,130363,0,dc06a76e80cae7e5825c41dd406bda7dd836fd0094ee0324b13a64b585c45e86,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,130363,0,78f690792fa2add529c0cafe7a7cbb9b8454424f8d3deecb8d7a4324ef38b8e7,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,130363,0,a675095839258ed65cb3aa3301ad5549de752ee78304a298a43bd2d8dac40b7e,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,130363,0,0e59f019ed6d8e7dfd2826a04e9719430196533aa44f61702deae48ade10dda2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,130363,0,49854f56b9bc321a823874448cfa2a9aa1a41ac858964f6144fa8690a7a7cf44,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,155921,0,78884a34677f7e2102576b2e0b5e8029c963a53dd4e2523c31c21948858217e4,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,155921,0,ebe10ab100bbfbdf5ec2e31278a24a95d670dba7b47135fb14bcf48be5562588,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,155921,0,b9f26adf4d98eb8e9fdaf46b17da4bad622039e1cee0d26dde4a1b797ca2a3d7,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,155921,0,6f46a835a346aa9bb2b549e350eca3cda4c36c9eb978f777b6623d826eb1572d,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,155921,0,714d088771a759acb132d3cd3c47e09e1f94c10ebe3a745b863fe4ef4ec4c521,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,155921,0,d43a7202acc9eb32e630805f8fa1ec78ba2b8585eee9d1e9a991e27c007e7bd0,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,155921,0,0e59f019ed6d8e7dfd2826a04e9719430196533aa44f61702deae48ade10dda2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,155921,0,9ee663f09f3581985b482a05814ea6573ef9c6738a3d5d495a75e9884a150d25,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,181081,0,245cdc95edf9e45b190d9820506717cc8a853fe9e155a3eec70e1f3de36a7fa4,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,181081,0,823b8b31ebe7dd31381c276800141a6605eaa117a0bbe3daafaa79c006a5139b,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,181081,0,b3c8c5de2fc64e9b380d60c65440a282593c830f073260af2b20c941f9e96a71,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,181081,0,d94a04f305ed1a9028282a22ef4411e16bc571e3fc63c798f251485e0529ad82,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,181081,0,0e59f019ed6d8e7dfd2826a04e9719430196533aa44f61702deae48ade10dda2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,181081,0,ec1daa97c63ea7931405ca8777c82dafa98b13a10b18c89c33f5de42099f8f9b,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,181081,0,0e59f019ed6d8e7dfd2826a04e9719430196533aa44f61702deae48ade10dda2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,181081,0,ad5aa8450c018f59978f45223e88232f71c9b280af9a9aec95f358ff5e413708,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,205439,0,e4b9b824fe8472f979cd145f55aa697a42b382aaba283d4189d17fd1b2e0a143,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,205439,0,99c11bc01b401fbc28408fcd434ad4eb5ea91711f098abafe310349dcb598b70,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,205439,0,90ffd09b421d1deb00bb42b0d2211b4a80ffab26cd27528a14a726c216a9c92c,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,205439,0,8eeb729022eb5789278e3941cb1b61297ffae204bbc7ac39783692f0b8cd50fe,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,205439,0,a2d97d682d6d87539f19f69caac367b515fd8ae8e98594e94e436bcbff2f8891,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,205439,0,82e1325f9859c7364673c848763ba969fe6a3744c11bb64da88b2968ed737553,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,205439,0,45f24e6a8df3cd359ce21265ac336c2411acf292e46ca65bd0969faf0a74bba7,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,205439,0,346c13d9cb2804c8885a24d23e54efd97eb3d7e9fd04fc226200860c747d28a0,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,230003,0,f64d8b5832d53cbc3b530202720ce3eb8f49ab9d2ec15264d7e980485692db59,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,230003,0,a5a66a7db05d83f3904b0c62a5cfdefbaf72bed0ec26a79dabbaa4ce4acfedd7,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,230003,0,ce3d6b48e932d80b2e8d6821bf57537cbb573d218fd926d73b8758e58caa1613,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,230003,0,685c62e6d0c62e4ff89a0f23d389fc840302001ebc3221e1c216bc04df9071ee,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,230003,0,b0aacfe30a50cb20f630660bc94432fc92d0734b79904c91221b2628472b84c0,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,230003,0,919d373fc171774be874dfc3e905e07ea8e29fe868203814796ce8e79ac52d17,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,230003,0,3a5f69ab8ae525807d5536ee7b0def464a70a749b79d39c1a188a210f38f1bce,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,230003,0,4e0939ab7a7610fad8d66c863beaea842570384964d580f8316bdb302a5dd804,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,254959,0,2c9a8465afbdb95c6c942ceb0188fabd62d3bd1fa2772fb78a0f047e6664e2c2,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,254959,0,24a6d509fe37be8cda07ee222a4f94ad5e8e38366199cdfc93682fdceec2eef8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,254959,0,edbe5079c9c608892c0477c878177604065790fe6f15e0f2f02d2f6a3fd3bc9b,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,254959,0,d94a04f305ed1a9028282a22ef4411e16bc571e3fc63c798f251485e0529ad82,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,254959,0,b624f050dbdcaec0114e551761f8ac5d1fe429bd0a61a1a14e13d8feddaa9c11,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,254959,0,c26108f0cf44aecb3b1610c48f5cc6be96f6e028db6a668696232f80bbb746aa,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,254959,0,2a8ec014e62bd0b6565bab087b9005c3a346c47ab830ea23b9fdbcbbd6421e37,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,254959,0,29863310c6a3379ea2c179a37e3361ac9485424b57287aac3b4b3131cbd4ba10,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,7,43,280001,0,94a6d4aea766460fe272c79d0e1f2f15ff60809c8974b6e4b164648654f721c3,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,7,43,280001,0,c72ef3a9553746f26dd11357900f3cc64a3ad6e8e5406f36f8f41ab83bcaa8f3,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,35,43,280001,0,02aa9744027a85b6694d7dfa77009c83339dd91471e44a43d5d7739b2539d8ad,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,35,43,280001,0,588cbd8c2eaafd8b558d4b1c515b15717bbaeebb59f2cb1651ba187d1fcb9ad8,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,100,43,280001,0,dc5c83ef4640dd467a1792f2fbf41b98964663fa221d70aa27dff00858f42bfd,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,100,43,280001,0,48416735212a8a0d7d3357bcb659bfc8d05cf37838c0afb37827ab56ed04cc27,True,FINAL_SCORING_ONLY,LABELS_OPENED
PARTIAL_FT,500,43,280001,0,81513e01bcdefc2f82d2251508837f65ed980ea9ccb9449ddb8a3e023e3e2272,True,FINAL_SCORING_ONLY,LABELS_OPENED
FULL_FT,500,43,280001,0,16b671eb1e84554b2638b4d8a3b30e1305231a2a0cccec514ec13595827f0b72,True,FINAL_SCORING_ONLY,LABELS_OPENED
