method,budget,source_seed,support_seed,accuracy,macro_f1,balanced_accuracy,worst_class_f1,prediction_sha256
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,405019,0.14603174603174604,0.14485593401258678,0.14603174603174604,0.02699662542182227,f33094fa4feb084051620c1728838e2324412b0a040745b0f7d354bfa0e2f2ee
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,430007,0.14507936507936509,0.14406305397334468,0.14507936507936509,0.026936026936026935,6823397ab4da4bc4d727af890350e4e18ccd84070790b3e051dd2df7e34d064d
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,455003,0.14603174603174604,0.1442895824588453,0.14603174603174604,0.027649769585253458,6fbdeb8d05bfe57049539f873e46c67b572459d40e2d5418c1c20ad4ec9aa4d8
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,480017,0.14603174603174604,0.1453798113888986,0.14603174603174604,0.026460859977949284,c9ee32e5addf1b788f8fd3289b318844b2f67aee21289a3321479ef7fa39434f
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,505027,0.14603174603174604,0.14527518214700588,0.14603174603174604,0.026578073089700997,88721c3e2a41645a8a7b3673882f1e4a619d4f59bf2d20491ad66bee946ca232
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,530017,0.14507936507936509,0.14337189363853844,0.14507936507936509,0.027649769585253458,5adb0c9870ec0d0721a9ceca76b9e2353d44462499c76fa9c74d699ee0d82f24
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,555029,0.14603174603174604,0.14433239194920194,0.14603174603174604,0.02761795166858458,872d2fd875f3aaf01cd4d775e3bdcf4f38a6e2c286cd0778967215201036e898
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,42,580031,0.14603174603174604,0.14552942714853417,0.14603174603174604,0.026373626373626374,ee7e226861a937cf16f7447874a138ec523907f22a08493f91d2ede6d0bd5d66
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,104729,0.16,0.15519521799564892,0.15999999999999998,0.0,15fcd46a2139b3d473dfa866bb7cdab3955755e05138a1c6240f2c28ff7442ff
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,130363,0.16,0.15551147865201287,0.15999999999999998,0.0,2c359b4c076a6c2cff2a981ff4dab683f7906f25f184a5a20c4d487c69c75a0b
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,155921,0.16317460317460317,0.1572228173240178,0.16317460317460317,0.0,f37bcf565ef2132a576f0e334abf19270c6057585aed2f8b7d54b0bd6ac8a69f
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,181081,0.16,0.15249858086818424,0.15999999999999998,0.0,e0a9eb56c49ee21b6b8ac3bc6cbe1ebf037c199e382e6e9710c7eec7f8ad0739
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,205439,0.16,0.15504097259183514,0.15999999999999998,0.0,a66f8012e102589564a83f18f073cb491c3b23fbee3c159f0cdf74941502d10a
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,230003,0.16,0.15537590029962248,0.15999999999999998,0.0,811f2652f958518d148e79bf95367cff01db1e60185a70400b04d15c131eff65
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,254959,0.16,0.15503770518395693,0.15999999999999998,0.0,ff7d5c3bf3a8ce4412d812c1cbf90d7396e98a8f34199883975050decc1d8486
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,280001,0.16,0.1548180633073974,0.15999999999999998,0.0,b52c0b051155f61ee3c26a98bdc4857036c856301fc68f54fbad37256e032a71
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,305093,0.16,0.15557749760537357,0.15999999999999998,0.0,7af9d1bad802ead87561b68fece6b644deeb1809e8cea6fc8460383d9959b0e5
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,330017,0.1746031746031746,0.17017160291560554,0.1746031746031746,0.0,9657e9736a9090b770dbb81723f4469c58b6d8886ba04ccb8a822e10cf568f84
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,355031,0.16,0.15537363779519492,0.15999999999999998,0.0,ddc72f95c763af5fb596c76e2fbd7cd1fae7b4738a1774299c78b36014fd9415
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,380041,0.17174603174603176,0.16600301157372904,0.17174603174603176,0.0,dd09950f5edb4cf2c5da27575fe5bdeefd4f09ec2a14ee29696d39b6ca0dac72
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,405019,0.16,0.1554164775763875,0.15999999999999998,0.0,f922be85f966fa792db4260a5ee0f110ad9888050299f8af36e3e5f60ac6e53a
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,430007,0.16,0.15544703145394495,0.15999999999999998,0.0,b21a61d452b16f273414bba39fe7db8834c0faf1cb8103d6fc2bc3c2ae3582ef
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,455003,0.16,0.15526976205879903,0.15999999999999998,0.0,11d4910dc05c63e50d81d47f9924d6701c6664b0f266779a5a6e7084f0845105
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,480017,0.16,0.15438999604629208,0.15999999999999998,0.0,28863b6a57b1ac3f33962449c11cbd750d87d0ab85706b554cc3b454a2d0f602
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,505027,0.16,0.1555551460161793,0.15999999999999998,0.0,6d05586752cdaae2afca1085d170b7ca5aeea1cf09c2bdbf07449636fab6857b
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,530017,0.16,0.15473119303150465,0.15999999999999998,0.0,fd19399f7860ff16ef9f724cb78156c338130e1704bc6105906f23140cb7eedc
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,555029,0.16,0.1545834930728263,0.15999999999999998,0.0,65e3cac602119cdeea9b1ac963f4d2be44f0d53e801e0932e07d9866870b7fc7
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,43,580031,0.16,0.1557802299743318,0.15999999999999998,0.0,0eb2bc41180d14204a708ba4a7631ba806926c4b5c29e5da50ef1740d299cc97
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,104729,0.11523809523809524,0.11276038591730345,0.11523809523809524,0.008695652173913044,ef5a5b321edda68851ecdced3fa085a5eb04da1d2aab8e283e669a11104f17e2
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,130363,0.11333333333333333,0.1106262687607478,0.11333333333333333,0.0023446658851113715,c663ee34d066216670f5f40a1e10fa2498e0348302e45a363960eda45a551f05
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,155921,0.11333333333333333,0.11046054052523205,0.11333333333333333,0.0023446658851113715,25ea557df643269aca8562aec0a187edcb73dc3b74b8e8f206e760d419156d6a
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,181081,0.11333333333333333,0.11048574895937484,0.11333333333333333,0.00234192037470726,66f7993b4bfec38aa2070394eea719082266c0c923cdbea8b3c234f29457c7af
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,205439,0.11523809523809524,0.11177725904519191,0.11523809523809524,0.009153318077803204,61c56ddbaf5f8f92e12c5f21ff40176708f485bc9d78f0318581c58c3a79d692
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,230003,0.11333333333333333,0.1107129367646227,0.11333333333333333,0.0023446658851113715,89b61655b9ef7b3f4408fc0d9b7a271482399a90c039f4d6f434933f693e48da
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,254959,0.11428571428571428,0.11102977960800185,0.11428571428571428,0.009060022650056626,1c7beba96328e4a466bc67c32306b5e143044926791af6901c16f821c4a6054e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,280001,0.11333333333333333,0.11072658627659808,0.11333333333333333,0.0023446658851113715,a36b42be0b04b455290bf066b709748fee644ab00e65cfadc48d95e104076ea5
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,305093,0.11333333333333333,0.11019087435410699,0.11333333333333333,0.002421307506053269,0dba932c9d1925a17d1b32dd8817c71a8991abf013ae06377eb16ed2b19ddb3d
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,330017,0.11333333333333333,0.11049587403267948,0.11333333333333333,0.0023446658851113715,4aa9ca7a2902beee700ed9e99b9649d96e910159614483c480cff288ec18429f
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,355031,0.11428571428571428,0.11139233577305437,0.11428571428571428,0.008695652173913044,18adee1f2fde338f3d3adfd56dc5af54f2c8c3654bf67f79b5b0b2c4df906331
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,380041,0.11428571428571428,0.11172138230379758,0.11428571428571428,0.0023446658851113715,1b171d387285ba8f0983684e3664fe106279cc9087f2e40886069d3da764d69f
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,405019,0.11333333333333333,0.11086977253851568,0.11333333333333333,0.0023446658851113715,a68041fdf4dc3947e39e93d66ef717073cacbc3cebecd7cc57e5c4bf0cacb6a1
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,430007,0.11523809523809524,0.11194078608020977,0.11523809523809524,0.00909090909090909,3301aa79c62907917e32d3ba4ca9b5002d4bce59469687c6c0e20cf3dc44d51f
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,455003,0.11333333333333333,0.1107129367646227,0.11333333333333333,0.0023446658851113715,89b61655b9ef7b3f4408fc0d9b7a271482399a90c039f4d6f434933f693e48da
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,480017,0.11428571428571428,0.11008861664188788,0.11428571428571428,0.009142857142857144,aa8a53fe1d27a82437e9a1af4dbd7766fcf7e658e1e89aa65a7aaa29beaa1618
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,505027,0.11428571428571428,0.11148009874194423,0.11428571428571428,0.008686210640608035,22b362c488896146d2b75f46ee22ddf2f0cb0cc527c44d297aea1e002aaeff30
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,530017,0.11333333333333333,0.1107129367646227,0.11333333333333333,0.0023446658851113715,89b61655b9ef7b3f4408fc0d9b7a271482399a90c039f4d6f434933f693e48da
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,555029,0.11333333333333333,0.11073902543956514,0.11333333333333333,0.0023446658851113715,5b19b1b11acede7677ab69dd1f6f4738c69fc47304762a5d96c842559f37cfa9
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,44,580031,0.11428571428571428,0.11111293180837158,0.11428571428571428,0.00881057268722467,5b790fb9d3f192d4259ba3bc70ccd768652bf782b77cb1eba3049216a20b89ad
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,104729,0.1165079365079365,0.11873670454657088,0.11650793650793649,0.0,336af2036470ae5a8eccc4dc9b0f7ffa81c260b89bb2605d82d415c0f99cbad7
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,130363,0.1219047619047619,0.12176455555850195,0.12190476190476189,0.0,e1917a52ea19ed067282deb054f9c6c85f834c7add0a6da2faaab07f19707665
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,155921,0.11746031746031746,0.12012771900225735,0.11746031746031746,0.0,c90e3bcf8fbf44459de06b5f9566a8bafd2e00d8c6ad0aef00c5bb7eb839fefa
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,181081,0.12285714285714286,0.12265865988356861,0.12285714285714286,0.0,05fa1858c39dff2375a721e6bca9362ce86677b0c3fe66fabb115a07dd0081b9
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,205439,0.1219047619047619,0.12225121416528942,0.12190476190476189,0.0,e630b7fae9902b5ffd78fe10b1c03d10d027881207b56a09ad6534538a7322e6
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,230003,0.1219047619047619,0.12357494565452706,0.12190476190476189,0.0,bf5b5ff70ee8a06c365c4f9b8f34ee7353f2bc7f3b3d8305e51abc1a8a78b84e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,254959,0.12507936507936507,0.1273096603806261,0.12507936507936507,0.00546448087431694,13900d7d31b3aabbc61385d17434456d493853aca27423f767880d3683348062
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,280001,0.1165079365079365,0.11898889517249898,0.11650793650793649,0.0,74cabb92b9730210e658ac68e82b31ab40771198c13541d5689a269d63fc0f9b
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,305093,0.12380952380952381,0.12535605475556452,0.1238095238095238,0.0,5078098d20b7fa25f6ed4896cf4583b96dbc9ab94a86e83c4d988daaab9426d5
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,330017,0.12285714285714286,0.12327041764687585,0.12285714285714286,0.0,9f631a8dad4c83500b28b170890b49fdebcd97c90054fe50cf139f031ed1c6c4
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,355031,0.11555555555555555,0.11604194043161128,0.11555555555555554,0.0,114b8c5edec32141bc81167bc1a63a35bde9820e947ba678e192fbf562fd5e91
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,380041,0.11682539682539683,0.11856501118503966,0.11682539682539682,0.0,96afc9878c2e843a69f654269a8d874c4c414e52ae2f71606adac7219d416c04
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,405019,0.11396825396825397,0.11603918907316897,0.11396825396825395,0.0,3fa1ce5c3bc53d950e79a49fa3565a32861096bef5fdd378cc5c45ee5a5be3a9
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,430007,0.12476190476190477,0.12454572287724874,0.12476190476190475,0.0,30539ec66aafcadc31348c2797c4122c38f8ca6ba5551c4e0070e09f71897bcc
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,455003,0.11555555555555555,0.11779663623874008,0.11555555555555554,0.0,edfee94a1e195b4ad03051320b36e2fdceb24dc52b7d4dd0f3707022dde618d4
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,480017,0.12476190476190477,0.12441256551266298,0.12476190476190475,0.0,c34b14cca5a7078a32ce89fb66f89b974a5e9c0c7e2bf41ee25c7d5f49169322
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,505027,0.12476190476190477,0.12485780515466013,0.12476190476190475,0.0,1e273b66793e86dc4b78c938aa18d773c547007faa5b77bab2e2b1a17cdc9596
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,530017,0.12476190476190477,0.12669826372371748,0.12476190476190475,0.0,386de2a443b205a5b849276e18570a611df19a52e864350086eea0989cca95f9
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,555029,0.12476190476190477,0.12683468134482526,0.12476190476190475,0.0,a6d86e408d90fafe79cb4c0aecba40bb44a8de194ef84191ad2d5363409ff698
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,45,580031,0.1165079365079365,0.11898261091035225,0.11650793650793649,0.0,55bb4bf0bccda599c2c7ebf64b182b42a3827650586775e43b92061f9f7b4f48
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,104729,0.17809523809523808,0.18172499679481022,0.17809523809523808,0.07311827956989247,e25045cb1faf222a692ffce9ff39ec1d6552167316e1bc6cb1909816f5fd1741
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,130363,0.1761904761904762,0.18132806129893586,0.1761904761904762,0.07311827956989247,a7bf4ff98910f476e3ddb86d3b8c21323958251bd5edbe797ecad575113921ae
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,155921,0.17809523809523808,0.18373014720192787,0.17809523809523808,0.07226354941551541,dcf5a1866994d158e51414280ef589a74ec5f3bed044a56cec86ab2fdab5f801
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,181081,0.1761904761904762,0.18191942700615907,0.1761904761904762,0.07288317256162916,afd94f48a55419719271763479f33b85ad9140739fa99dd13f26c437fb242f1e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,205439,0.17714285714285713,0.18115227180538954,0.17714285714285713,0.07319698600645856,0086169e29669bfa945f2c705dda6361ff62a4b7d91457da07ae39c47e4e8385
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,230003,0.1761904761904762,0.17994959010307934,0.1761904761904762,0.07311827956989247,13cec41d176d14d68fd31e7a3ad78d4ad4fe555009b1d64347601669c47cb72e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,254959,0.17809523809523808,0.1834682713339211,0.17809523809523808,0.07311827956989247,695512da4dce48d8c57e8a08afee2bc0033c73bba39e3a0ce371797c02edd23c
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,280001,0.1688888888888889,0.172936759851474,0.1688888888888889,0.011111111111111112,fc3aeee25a2fe3e1061db64b3a78dea46f2cbc2b50858573decdfc42d0d79180
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,305093,0.1761904761904762,0.18190492587558443,0.1761904761904762,0.07311827956989247,7dbf5c084eb46690f40a2a3c71325de4c1970bab9cc9db758a3708293bab28a9
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,330017,0.1761904761904762,0.18186707569069324,0.1761904761904762,0.07296137339055794,579c6f79a7a7d82a5085619c8bebc112ea89e9447c2e03024e50ce316d0a672e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,355031,0.1761904761904762,0.180394481314551,0.1761904761904762,0.07319698600645856,81af29e15fa8af81fb2dc17b1027b51fc5bf773bf20f61d458a01299411f495e
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,380041,0.17809523809523808,0.1836111872589335,0.17809523809523808,0.07311827956989247,8c0073ff99039a19b98dc526959fc61501ee5bd6d30b2d86274eed9f57547120
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,405019,0.17809523809523808,0.18172499679481022,0.17809523809523808,0.07311827956989247,e25045cb1faf222a692ffce9ff39ec1d6552167316e1bc6cb1909816f5fd1741
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,430007,0.16253968253968254,0.16581292279987858,0.16253968253968254,0.006944444444444444,e891760aca9161de771a82b4e208118791dad5f88e5af0d58e09df892c4129ed
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,455003,0.17523809523809525,0.17877931104377512,0.17523809523809522,0.0670995670995671,54f8a1a86e3478d4e6f2bb64c0fe9f9b9e871cd9d1866ead20eef7f4966f1293
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,480017,0.17809523809523808,0.18362633205859719,0.17809523809523808,0.07288317256162916,7ce0dfba5fcffc9ddca2f455514d8d4bffb1ac70bc8d902b1e89e37340e123f0
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,505027,0.17809523809523808,0.18362633205859719,0.17809523809523808,0.07288317256162916,7ce0dfba5fcffc9ddca2f455514d8d4bffb1ac70bc8d902b1e89e37340e123f0
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,530017,0.17714285714285713,0.1806697019077399,0.17714285714285713,0.0668824163969795,72fcae03cbdcbcffb2a48968937a572547320bd4fcb61f36e457923f5fc283dc
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,555029,0.17714285714285713,0.18115227180538954,0.17714285714285713,0.07319698600645856,0086169e29669bfa945f2c705dda6361ff62a4b7d91457da07ae39c47e4e8385
FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,500,46,580031,0.16158730158730158,0.16434229709091677,0.16158730158730158,0.0,196ba76bf15628ca09d25dc17e94818f4e456f7cefdbeaddc4be1e85f5d8969f
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,104729,0.16126984126984126,0.15273040323367776,0.16126984126984126,0.0,275d642abb86eac7f15db7b56f40ca26002a9ef1c1a0104b39861cd8b08a94b7
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,130363,0.15968253968253968,0.15001877661256793,0.15968253968253965,0.0,14c2d9d0a409a77898fec286b44176050e4b310fb7b18b9f8b9d92fa76addaee
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,155921,0.19301587301587303,0.18144686531506762,0.19301587301587303,0.010771992818671455,7851a6ccfbc205f4c35ba7e80ef2b92d6f232a37777f1b4ecb8f36bf4bf19d61
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,181081,0.06222222222222222,0.06183761813587555,0.06222222222222222,0.0,ac398f5a19296e0966d316112dfcd0c35d20c47c8d7a7353692d5b7000271684
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,205439,0.16095238095238096,0.16286202989325332,0.16095238095238096,0.0,3214b02b9db50e5388bec476144b634fa2acfb58768b23e5de2dfa1d4c3da6da
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,230003,0.1126984126984127,0.10169604981252615,0.1126984126984127,0.00927357032457496,bd5c0cab22bbcd5ca61e8adad6c40e0f54da924adabd112997f2fd59bec0071f
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,254959,0.16793650793650794,0.15876392751881402,0.1679365079365079,0.02486678507992895,bf6fbda2e3ddef28c28d98bd85f7520db5dc3718965ab99a37723874daaa42c1
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,280001,0.0838095238095238,0.07967240047342392,0.0838095238095238,0.0,7a5e4e47f31f20dfcfe50ca816130d12026afbdfcc802983e04814c536210636
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,305093,0.16825396825396827,0.1657286372216687,0.16825396825396824,0.116751269035533,1eba48b5635789d13569ffca19c84dd2f4318cabcec1dd63c93bc6a5098736b2
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,330017,0.18412698412698414,0.18784062337469437,0.1841269841269841,0.11062590975254731,0f9895ac73555252d26d0ed7b63b5ac1598790003e8b3b85f8590586f20946f9
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,355031,0.17365079365079364,0.17208353532386697,0.17365079365079364,0.0928030303030303,1eb85469576f509a80ac3142ac1b681c32ecb1543f839223e03056cf79225f97
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,380041,0.1457142857142857,0.13737669471410327,0.1457142857142857,0.006872852233676976,7cd24dd99d924df4d4e34dfdfd9cfb0f0f4fe1cdf0a274d261770fc882819c6a
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,405019,0.11047619047619048,0.10158688609323631,0.11047619047619046,0.0,f53684eb5580d0d4267686f4c13b6c447b30973552a63541a99b9dbdeeaed549
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,430007,0.1746031746031746,0.15321404527333657,0.17460317460317462,0.0,132ee7efbe4079935f76271fed4ec7b9d3e6df3ea0a9902b14a166db85398fe9
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,455003,0.15079365079365079,0.13702211660281213,0.15079365079365079,0.0,9d15097f940e7328f9f0b11f398099258c7dd60c7546c7233fbd73eea624c76d
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,480017,0.11873015873015873,0.09251454378289777,0.11873015873015873,0.0,fb532c1f81191564eabffa956be20ff0c576fb6af17ceaa0210f01d6fea99694
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,505027,0.1180952380952381,0.11476360651212947,0.1180952380952381,0.0,2c33ed2eb738d06f72a130d89ce86f0dd898612abd20a26601c90602c242611c
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,530017,0.16158730158730158,0.14805355563617692,0.16158730158730158,0.0,5e5ef3e1f53f495c79b94c7a6246c5f9204938a97d6343becd8560c853d28239
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,555029,0.0980952380952381,0.07509116791488389,0.0980952380952381,0.0,409a20853046e5e9041fb624ea932e06dc7a625245944fea942832b0b93a0dd9
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,42,580031,0.16317460317460317,0.1571675402155121,0.16317460317460317,0.0,407edc74bc82d92883c3a4c8a414ba1b7e93c5f1c58d353b4010c49b318bc080
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,104729,0.13777777777777778,0.1363739469559136,0.1377777777777778,0.009316770186335404,4e54a2d4768d03ba213223799008225b61fa4c486d9602ef3777a56604865bdb
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,130363,0.15841269841269842,0.14839161175852003,0.15841269841269842,0.0,f696619ff98f872024075a7a28ff4020bab3b44732a595c74bbc73a45ed14ed2
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,155921,0.16507936507936508,0.15304096873316966,0.16507936507936508,0.0,aec972f2f920ff220fce6caf049e5ea76a5af7352b5e07f23e62dd13624c741e
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,181081,0.1,0.08547767910135118,0.09999999999999999,0.0,e38fad494dd4cf27f597d53cc8271987d3d69063aba1e72df3a652d1bfa080f5
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,205439,0.13746031746031745,0.14088888480365072,0.13746031746031745,0.0667361835245047,a81f84f02a553dbf90aaa516381b4b8e5405c24cc6a17dc00c369eb33fe5ff1a
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,230003,0.14603174603174604,0.13101844044133776,0.146031746031746,0.0,6d2271e105d0a544608a83b5eb403edc307bac69622f322b87e331e7fc16202a
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,254959,0.13904761904761906,0.12636080595957247,0.13904761904761906,0.0,800fb5190ebcbd46245823c7a0fe355ee6453d2458dbb7ef50442bec4177a8ef
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,280001,0.11174603174603175,0.09431192034758794,0.11174603174603173,0.0,cad8c25c8587ccdae6527be97d94d9cdd038f2ea7c99455f1765346a73b82497
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,305093,0.13206349206349208,0.11538414906239496,0.13206349206349208,0.0,bb58a7a5d8e190a29183572fc11108dff5a4e8031e7181f08a774506b2c6f6f4
