budget,independent_condition_blocks_mean,frozen_linear_macro_f1,frozen_linear_macro_f1_ci_95_lower,frozen_linear_macro_f1_ci_95_upper,frozen_linear_accuracy,frozen_linear_accuracy_ci_95_lower,frozen_linear_accuracy_ci_95_upper,partial_ft_macro_f1,partial_ft_macro_f1_ci_95_lower,partial_ft_macro_f1_ci_95_upper,partial_ft_accuracy,partial_ft_accuracy_ci_95_lower,partial_ft_accuracy_ci_95_upper,full_ft_macro_f1,full_ft_macro_f1_ci_95_lower,full_ft_macro_f1_ci_95_upper,full_ft_accuracy,full_ft_accuracy_ci_95_lower,full_ft_accuracy_ci_95_upper,partial_minus_frozen_macro_f1,partial_minus_frozen_macro_f1_ci_95_lower,partial_minus_frozen_macro_f1_ci_95_upper,partial_minus_frozen_accuracy,partial_minus_frozen_accuracy_ci_95_lower,partial_minus_frozen_accuracy_ci_95_upper,full_minus_frozen_macro_f1,full_minus_frozen_macro_f1_ci_95_lower,full_minus_frozen_macro_f1_ci_95_upper,full_minus_frozen_accuracy,full_minus_frozen_accuracy_ci_95_lower,full_minus_frozen_accuracy_ci_95_upper,full_minus_partial_macro_f1,full_minus_partial_macro_f1_ci_95_lower,full_minus_partial_macro_f1_ci_95_upper,full_minus_partial_accuracy,full_minus_partial_accuracy_ci_95_lower,full_minus_partial_accuracy_ci_95_upper,partial_recovery_status,full_recovery_status
7,7.0,0.12668711884666103,0.08524066189475793,0.16634068305236882,0.13407301587301587,0.09219626984126986,0.1798615079365079,0.12509678188958145,0.08622105636096244,0.16085946642942484,0.13377460317460318,0.09437833333333334,0.17662595238095236,0.12475075432431701,0.08504342947821242,0.16078712556435487,0.13346349206349206,0.09313325396825396,0.17622555555555555,-0.00159033695707958,-0.01619546051415635,0.011939122451414012,-0.0002984126984126867,-0.014936507936507942,0.013996984126984165,-0.0019363645223440251,-0.01789477003080313,0.012844715798144946,-0.0006095238095238098,-0.017477063492063495,0.015724126984126983,-0.0003460275652644451,-0.011289587696151163,0.010637175925093747,-0.0003111111111111231,-0.01177785714285714,0.011033015873015826,NOT_PRACTICAL_AND_RELIABLE,NOT_PRACTICAL_AND_RELIABLE
35,35.0,0.1446726219180289,0.08226320922594897,0.20599898540483869,0.14634285714285716,0.08475849206349206,0.2136411111111111,0.14031232234238328,0.08063390399208423,0.19747520279354328,0.14392698412698415,0.0847154761904762,0.20793365079365078,0.1360756298378453,0.07770264663911099,0.19448953184448914,0.14126031746031745,0.08242849206349205,0.20568984126984127,-0.004360299575645626,-0.01810920526346847,0.009116215792471023,-0.00241587301587301,-0.01592706349206349,0.01050500000000001,-0.008596992080183607,-0.02870261552311116,0.009905687564254816,-0.005082539682539716,-0.024808571428571412,0.012537380952380904,-0.004236692504537981,-0.019363946841569883,0.011032782035958057,-0.002666666666666706,-0.01815658730158728,0.01274365079365078,NOT_PRACTICAL_AND_RELIABLE,NOT_PRACTICAL_AND_RELIABLE
100,42.0,0.14426234944834132,0.0789423775924908,0.20807010782471463,0.14553333333333335,0.08142658730158729,0.21610531746031747,0.13598158263086954,0.07557776133240518,0.19434982496023553,0.13886984126984125,0.07893960317460318,0.20464777777777773,0.1330032993827527,0.0732557192940099,0.19311825061649504,0.13662857142857143,0.07787912698412698,0.20250166666666666,-0.00828076681747178,-0.027676514097852593,0.007881316866941724,-0.0066634920634920936,-0.024755555555555503,0.00808301587301582,-0.01125905006558861,-0.035970912531695425,0.009859784918994816,-0.008904761904761915,-0.0318479365079365,0.010124047619047626,-0.002978283248116831,-0.020202467036427245,0.014521630901404637,-0.0022412698412698218,-0.01838936507936508,0.014212698412698399,NOT_PRACTICAL_AND_RELIABLE,NOT_PRACTICAL_AND_RELIABLE
500,42.0,0.14274046260669399,0.07750850698651218,0.20774333213111879,0.14340000000000003,0.0792786507936508,0.21448309523809525,0.1318607643911964,0.07205263477886688,0.18975338116662172,0.13436825396825397,0.07459968253968254,0.19899452380952384,0.129613040402599,0.07026181972938235,0.18840378072025216,0.1329047619047619,0.07390428571428571,0.1981274603174603,-0.010879698215497585,-0.03821062855735064,0.007582565884292239,-0.009031746031746057,-0.03398412698412698,0.007676269841269839,-0.01312742220409499,-0.044749225821782916,0.014495154177544664,-0.01049523809523814,-0.039930793650793654,0.014657142857142855,-0.0022477239885974054,-0.02677113145062567,0.021382385861393103,-0.0014634920634920834,-0.023762380952380938,0.01956507936507937,NOT_PRACTICAL_AND_RELIABLE,NOT_PRACTICAL_AND_RELIABLE
