arm,method,budget,source_seed,support_seed,fold,finetuning_seed,learning_rate,encoder_weight_decay,epochs,support_rows,class_count_min,class_count_max,support_accuracy,support_macro_f1,support_worst_class_f1,final_cross_entropy,final_proximal_penalty,final_objective,all_objectives_finite,source_encoder_sha256,adapted_encoder_sha256,adapted_model_sha256,encoder_displacement_frobenius,changed_parameter_names,trainable_parameter_names,trainable_parameter_count,optimizer_state_is_unit_local,parent_head_optimizer_completed_finite,parent_head_adapted_sha256,embedding_mean_cosine_to_source,embedding_rms_displacement
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,254959,1,285394103,0.0001,0.0001,20,7,1,1,1.0,1.0,1.0,0.46429362893104553,0.5786862969398499,1.0429799556732178,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,16881f97c1328aa64ee8c2d0f05e72fe58782a9510150ca3997a67c072fb96ca,e67c9de4d98a56ffe8a061147cc6bd38f69704b6509dedc19121a1c218be8575,0.4242825969804872,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,bf07efa92b55f360ce8e13c0f724f30e55970b20316abb33bc67c98f2628f7dd,0.9622292441459588,0.13307174808962935
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,254959,1,2208097556,0.0003,0.0,10,35,5,5,0.37142857142857144,0.3665532879818594,0.25,1.5597580671310425,0.19545555114746094,1.7552136182785034,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,629072d74fa4ed846c9676f87cdf3c216484a6285782fcae85539b908d9b2e60,05e92d8b80fb42bee873b533166552ae76664ef3d9530a114a40188d1a924138,0.488801556026576,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,3d09820dc2095f983c2fa28db77bdf351e68971bb9ff9baea84e8e34e3ba5b2a,0.9570662818494317,0.1407857501447793
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,254959,1,1699264754,0.0001,0.0001,20,35,5,5,0.4857142857142857,0.4751082251082251,0.25,1.3985843658447266,0.19550034403800964,1.5940847396850586,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,7a1c3923e9dd9d4e744a4f9901d422a919f14b355325c56aff19179988871d9f,09cdfdd3c528f99da63a690ef2ba321b5a922bdc64b2977d1ad83f9f0a200b94,0.378360279991782,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,3d09820dc2095f983c2fa28db77bdf351e68971bb9ff9baea84e8e34e3ba5b2a,0.9676557562888134,0.12172471554755065
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,254959,1,3561289597,0.0003,0.0,10,100,14,15,0.36,0.35145969498910673,0.16,1.5827317237854004,0.17686446011066437,1.7595962285995483,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,55233e76b26f5578b323c049a1467e28cf3be09ec6d39e58cd44bf98efd0441f,dee28c05078226a88b2345d6da266817975e1d4b91796884a60216ab69dc666a,0.46766797167944013,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,84c78b042e1c8030d82dea47643656e3b5ff0432efee0e7219f1686707c69b2e,0.9563797345069224,0.14226666963331755
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,254959,1,1407895872,0.0001,0.0001,20,100,14,15,0.5,0.4924516705435594,0.18181818181818182,1.437057375907898,0.17675119638442993,1.6138086318969727,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,e90f614fd083b33c9ec422af0bd926fba1ec30101f40963a2e9c20a709f696a6,4fcff49be2ccf15a3d0e39c8c16f179114e08cb6829e5adf8b1700e23882cc78,0.3609846479731406,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,84c78b042e1c8030d82dea47643656e3b5ff0432efee0e7219f1686707c69b2e,0.9698222671491047,0.11764100547153773
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,254959,1,3177558228,0.0003,0.0,10,500,71,72,0.38,0.37465810617855816,0.20512820512820512,1.5685937404632568,0.17329886555671692,1.7418925762176514,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,fc1eb9c56940ade79bd806e80ad4a16c18b243391bd1c88b02b6ca2d098d4efb,56ed376fb02f10e0f27e9f2592855136a5973b82381fbdea0e7bf2a081964980,0.4743992539095893,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,787064b4e035ff77262237d355e404067eefa61f645708d2b51a145505e2f724,0.9563721573418258,0.14231109504984302
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,254959,1,2355993858,0.0001,0.0001,20,500,71,72,0.544,0.5364736743166392,0.40336134453781514,1.4187170267105103,0.17344997823238373,1.5921670198440552,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,10c9b0da9a5a5696c9b45c180ea9be6384fa3321f1f48133d458beed7e8387ba,1c0e6a5c178a0de21e0158f57234c3ae1b645c6365cc7fa7cdb62cf64363d817,0.37060319076970083,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,787064b4e035ff77262237d355e404067eefa61f645708d2b51a145505e2f724,0.9673269786678687,0.122636687399669
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,280001,1,4207243697,0.0003,0.0,10,7,1,1,1.0,1.0,1.0,0.6419301629066467,0.4836106300354004,1.1255407333374023,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,b2daf40f15d64d752931ced4ff52673ccce6058ab54c7c0e68a85b54001b494d,45a5c3e1755124df0a33212789a3b7218c65506906cc26164709dec7a900af19,0.5804281674980173,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,e88e2f67acaac4bae3e7a88f04541ea6416d32d881c20d7a1e02d3bcfc1fd106,0.9528557878946717,0.14875651593270858
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,280001,1,17923430,0.0001,0.0001,20,7,1,1,1.0,1.0,1.0,0.47679200768470764,0.4834635853767395,0.9602556228637695,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,1e8487a24b7354db3dbe28a9313c1515771654e0f3070145d340445aab6dfcb8,7b02b916089ec0d468d59f9382170810bf88272f134a1aa6c37f7c25e0505bdd,0.39107994982019323,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,e88e2f67acaac4bae3e7a88f04541ea6416d32d881c20d7a1e02d3bcfc1fd106,0.969190798376203,0.11939019798475425
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,280001,1,1890514140,0.0003,0.0,10,35,5,5,0.42857142857142855,0.41873840445269017,0.2,1.515291452407837,0.22822406888008118,1.7435154914855957,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,c3f2baa42d8d39677ad0208662d4dbb8c6b8d7578a1bcf9cdefa92b33a068d6a,3aa9dd574a1d00a2de4d303d7ca4b6efb176cd120f9b1090923b557e45cbcb1a,0.4759219899165495,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,81b5efd832f41a6e1aabd9fbbdb711fa71044e922287edcf8fbba96a33af3238,0.9561096428609419,0.1427342829079827
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,280001,1,509740926,0.0001,0.0001,20,35,5,5,0.5428571428571428,0.523469387755102,0.25,1.365829348564148,0.22805854678153992,1.5938879251480103,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,59b711eeca346695139d5892058f67c281aba07e11f57854da100658e5ba33f8,b6c641d6fc68003d19121d7b6659a4144660c4c5abfb85b18c98fac75f7153a5,0.3619702257526063,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,81b5efd832f41a6e1aabd9fbbdb711fa71044e922287edcf8fbba96a33af3238,0.9697763310714725,0.11759906268619465
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,280001,1,2897527800,0.0003,0.0,10,100,14,15,0.48,0.4769394326996773,0.38461538461538464,1.5107992887496948,0.18695272505283356,1.6977519989013672,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,fedb56cba0ba19fcaf2d55966403265da8a168eeb1f6ce5f11035e5528daa75f,731b9dc2bc9f7ef8d128effb8934539cf3d6f259e0dd8c5f155b9a43effd5ae8,0.5103761870676431,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,b3767c39ed572d0d0f4e6a1a29bc23cbadb301bdd1285ea42b79474f37c56ce6,0.9527034229241024,0.1488928349201981
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,280001,1,4029821267,0.0001,0.0001,20,100,14,15,0.63,0.6239406107270494,0.4166666666666667,1.3564140796661377,0.1873003989458084,1.5437145233154297,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,c034466c5ac364e4a02d8ba8d9c136ebf2275fec06a3fb4c3664aa95cabde833,bf8ea58c32089628f859217da40c166ea6d619efd5ef615f9f7b1da07b1d31d9,0.3848745719154125,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,b3767c39ed572d0d0f4e6a1a29bc23cbadb301bdd1285ea42b79474f37c56ce6,0.9649508442083846,0.1274795024958275
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,280001,1,2227653317,0.0003,0.0,10,500,71,72,0.39,0.38206603821102947,0.21153846153846154,1.5567539930343628,0.18045663833618164,1.7372106313705444,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,89321eb0418fbeaa65a6ec83b76937b0fdd07744d81fc3547f3d4e50f294bff4,552b9086f9e8ff4d4b2e67818bb270d4822233364655e2582e72a6c835a14a7d,0.4848548489501978,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,996655b82cc34adaaf505292de447b41db21cbca8de012cb5487a7fc5d04ab70,0.9551678690383263,0.1445275702414949
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,280001,1,491381066,0.0001,0.0001,20,500,71,72,0.556,0.5509306125862888,0.39316239316239315,1.4055442810058594,0.18079745769500732,1.5863417387008667,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,a8a21bd368c222f506d9c2c1f1985ff6c135206431bd8ddd97881e88aebe83a3,b9376493bdb779b6289fbf2bf8114e3e6b932af80bb8040b904bf2fc0567694a,0.3701079946668419,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,996655b82cc34adaaf505292de447b41db21cbca8de012cb5487a7fc5d04ab70,0.9673650035460328,0.12263489329751093
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,305093,1,3266663102,0.0003,0.0,10,7,1,1,1.0,1.0,1.0,0.5723787546157837,0.5079429745674133,1.0803217887878418,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,3b104f5fbd67094c573d70e093d41d15dae179ec7730b46fdfd5fd02bb2c5d52,378c6561a7f694dfa1febbe6fc88e1011313d9b079278c2e70734143b7b4f9e7,0.6274457985171347,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,718fc6c8452ddf542ed1e229c91215f57887cae88a6473f01c396b2fd8586daf,0.9388687672331785,0.1719888974870428
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,305093,1,1226788228,0.0001,0.0001,20,7,1,1,1.0,1.0,1.0,0.36094042658805847,0.506497859954834,0.8674383163452148,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,038d479e0bbbc07280e128ed630005cbf281490f01a0a6d5ae72aeac1a7b719b,171560a612cf8e00f7230ba337457ea130235c60831d6434704a85ddb9835a4f,0.46388604528123234,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,718fc6c8452ddf542ed1e229c91215f57887cae88a6473f01c396b2fd8586daf,0.9561135713818144,0.14408292249219337
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,305093,1,2172255843,0.0003,0.0,10,35,5,5,0.5142857142857142,0.5012471655328798,0.25,1.417426586151123,0.2349509596824646,1.6523776054382324,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,ffe16b939e6987a75965198d1e9ade015d071836f2add3ea477a2da7f070cdb5,6e5674f2ce8bf84b4cb0513237ba9f08cfc59bcd0b53c51ea38b0702954b79d0,0.507734378206673,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,0b44f3046084d5a94a240a8038d714183bf1c1183644aaf86ef10c2afd9b63c5,0.9502761368891535,0.15328388240871724
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,305093,1,2666741434,0.0001,0.0001,20,35,5,5,0.7142857142857143,0.7119047619047619,0.6,1.2686227560043335,0.23507340252399445,1.5036962032318115,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,0eaa18f81cfb02b1d050ee78eb79455cee894a14647c0f9bae71dbe07e1b04de,a986f86f566bfb7e7f42dc123df741a6fd7de3e66e4c69c42e9600493d93ec94,0.3634952690615005,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,0b44f3046084d5a94a240a8038d714183bf1c1183644aaf86ef10c2afd9b63c5,0.9635151829165515,0.13051242397168258
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,305093,1,3407120671,0.0003,0.0,10,100,14,15,0.41,0.4128793256433007,0.2608695652173913,1.528599739074707,0.17511947453022003,1.7037192583084106,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,265605b767b8f4b40909adf69fb3f028a5205a44f6c7ef3968e62b2f31368ddb,1e23c5e9a39086c55feb142f57e3f066dae116f709c6f55c93f0dbe43b2c841d,0.4720453980171682,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,2d46871ede80f086926bc307fb2530ae25db0516fbdfa3eb932ed7f79ab1e10a,0.9570000184913431,0.1414315738140031
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,305093,1,2649642236,0.0001,0.0001,20,100,14,15,0.59,0.5840598308288832,0.2857142857142857,1.3763701915740967,0.1751285046339035,1.5514986515045166,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,1bedae87d38be19a483f884ea882645597abc0cc42f9d520373e84b81267d245,c8c8474613d28d5faeb733de737a21e03a482c28e3d1134d4541e860a5b23a14,0.3663658460371183,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,2d46871ede80f086926bc307fb2530ae25db0516fbdfa3eb932ed7f79ab1e10a,0.9664910435622407,0.124324161898032
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,305093,1,518707619,0.0003,0.0,10,500,71,72,0.4,0.3905708263344531,0.21666666666666667,1.5547329187393188,0.17576324939727783,1.7304961681365967,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,de568482abd928e690d6077da4733b8de2b590d80d2c3679d08cc1f61766ded5,033b11ef6d1bd7f13a5e1b759df99fd94f060512ebdb62693b2d36466d17e918,0.48675462393867763,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,77fe723d07ee892c29eb3060428e05d95b10c16e26bf8a6deac16bdacff144ad,0.9548456037109677,0.14494750892025754
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,43,305093,1,822918558,0.0001,0.0001,20,500,71,72,0.56,0.5541809782379903,0.3898305084745763,1.4052876234054565,0.17557072639465332,1.5808583498001099,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,bb4dac11ac07c8ecf3222cf64e00dd35423480b313234fe4c1f53f09cb7f4ff8,4860575874a9c22fdc4490f80e6193ce1c15929d87f5c289e5ae6514d07473ff,0.37500831103540877,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,77fe723d07ee892c29eb3060428e05d95b10c16e26bf8a6deac16bdacff144ad,0.9663049845406482,0.12472268686298844
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,330017,1,451632549,0.0003,0.0,10,7,1,1,1.0,1.0,1.0,0.3911324143409729,0.3348288834095001,0.7259613275527954,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,cd28abe6532ffa282f169467116612a26d2a97a5edb33a5f27e42197736e077c,4161e162c9c0f65663e73ba7ae74900b80bb58f9fd1d16ff18fdecf68bfc3495,0.6114630938405333,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,8d3291ffb6e8ab1e55334f2d16a69ca75692ca7f44f8b802898f9b3a85b27612,0.9513893096342632,0.15374519629008143
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,7,43,330017,1,4132289208,0.0001,0.0001,20,7,1,1,1.0,1.0,1.0,0.23257912695407867,0.33337563276290894,0.5659547448158264,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,a94e62c7ceb4a224492d251667dcbdae9bc3c32eafd98f7d9382a05460c8c4c7,6619df9a68d4a3021a9ecbc8b0f056d1a8111847981f86062f4596a54cbaf2ea,0.44412380614767744,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,8d3291ffb6e8ab1e55334f2d16a69ca75692ca7f44f8b802898f9b3a85b27612,0.9668321598074401,0.12546260012706978
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,330017,1,132338657,0.0003,0.0,10,35,5,5,0.6,0.6033189033189034,0.4444444444444444,1.2930564880371094,0.16420547664165497,1.4572619199752808,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,15538a1b9f1fc07dae420257a75a085af571860c5a6aac0c9e86904cc948a467,79b11ccc1700f2d13ea1f9ab5ddd94afe0436d83c53aa70d774c4af4a4176ce4,0.5222340726291002,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,0b15960a66dd19ecec65562e3e46401b28feb813e704ab64c79ecc3073865d06,0.9579393172520084,0.1396310660197379
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,43,330017,1,808131457,0.0001,0.0001,20,35,5,5,0.6857142857142857,0.6848484848484848,0.6,1.1428676843643188,0.1641319990158081,1.306999683380127,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,9df7d252c23b532c727411aeb87112f5ff69b3b0ec7a98dfe1583b403f62b336,c176a6ca1258b5acdec63e1c442150b1c4003b249e9d4f45872ebf54a81bd37f,0.36935151512711173,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,0b15960a66dd19ecec65562e3e46401b28feb813e704ab64c79ecc3073865d06,0.9699009385232282,0.11756856599298945
PARTIAL_FT,PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,330017,1,132128216,0.0003,0.0,10,100,14,15,0.44,0.43736686593829444,0.35714285714285715,1.533106803894043,0.1470181792974472,1.6801249980926514,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,e93680662bddec9f2677ab1ce59a97f743a55dc224e7926143350c052b5a385b,148a29c46dae0e04827b6385d7252a611dd732ef21f95ba8efa87fb197d7c93f,0.46716727942550007,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.13.bias|network.13.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,100871,True,True,ac702d2879d1c0fbdc86cbbdd8d233d3e421ff32219d6c10bf92214898083da1,0.9609925645949633,0.13416595521370522
FULL_FT,FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,43,330017,1,2590659434,0.0001,0.0001,20,100,14,15,0.6,0.5979930669585841,0.5185185185185185,1.3724110126495361,0.1468926966190338,1.5193036794662476,True,457076e0d02669f12266b870a70d333577a6536c1d4a63bdb5b01e82f4d5a8a8,f651873c5554812ff07d5fd900795c5efb9361a98f1f2b9936c05f686c9ca4ba,43a396e2db7d72bfc7aabb19a471c0fe1afc30137272aa57a9769b6262bce100,0.3795603801684305,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,network.0.bias|network.0.weight|network.1.bias|network.1.weight|network.13.bias|network.13.weight|network.4.bias|network.4.weight|network.5.bias|network.5.weight|network.8.bias|network.8.weight|network.9.bias|network.9.weight,142855,True,True,ac702d2879d1c0fbdc86cbbdd8d233d3e421ff32219d6c10bf92214898083da1,0.968171140398968,0.12084368414104849
