method,budget,class_index,ER,surface,rows_per_unit,mean_row_accuracy,unit_sd
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,0,50,0.0798,0.27062143300189656
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,2,50,0.0082,0.009836666101886351
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,0,50,0.5146,0.49142124496199796
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,0,50,0.77,0.4208325082500164
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,1,50,0.1844,0.38114123366542224
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,2,50,0.98,4.440892098500626e-16
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,1,50,0.0434,0.1981727529202741
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,1,50,0.329,0.44835142466596445
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,2,50,0.3942,0.4506288494981209
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,0,50,0.7764,0.40582143856627384
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,2,50,0.2826,0.36254274230771744
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,0,50,0.1282,0.3208874569066233
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,2,50,0.0968,0.22536583592017667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,2,50,0.0786,0.177521942305733
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,0,50,0.4124,0.4904102772169442
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,1,50,0.4062,0.48803028594545245
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,2,50,0.0132,0.037546770833188824
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,1,50,0.8,0.4
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,2,50,0.01,0.033999999999999996
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,0,50,0.0174,0.11277074088610041
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,1,50,0.255,0.2968282331585053
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,0,50,0.0578,0.04435267748400315
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,2,50,0.0076,0.009707728879609277
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,1,50,0.0558,0.22255417318037418
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,0,50,0.1542,0.3577518134125948
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,1,50,0.006,0.018
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,2,50,0.1884,0.34824336318155447
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,1,50,0.7284,0.3993713059297075
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,1,50,0.0126,0.024438494225299565
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,2,50,0.2322,0.41424528965336466
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,0,50,0.0612,0.021876014262200507
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,1,50,0.57,0.491377655169626
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,2,50,0.0686,0.25004407611459223
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,0,50,0.0006,0.00596992462263972
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,0,50,0.06,0.23748684174075835
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,2,50,0.0084,0.009871170143402453
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,0,50,0.5176,0.49534860452008944
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,0,50,0.8,0.39999999999999997
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,1,50,0.196,0.392
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,2,50,0.98,4.440892098500626e-16
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,1,50,0.376,0.4605040716432376
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,2,50,0.3218,0.4308976212512667
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,0,50,0.76,0.41426561527599653
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,2,50,0.2794,0.3593600422974152
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,0,50,0.1328,0.3229058066991054
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,2,50,0.096,0.192
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,2,50,0.0598,0.13155972027942292
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,0,50,0.4,0.4898979485566356
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,1,50,0.4,0.4898979485566357
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,2,50,0.0132,0.03557752099289662
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,1,50,0.8,0.4
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,2,50,0.0024,0.016800000000000002
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,1,50,0.2446,0.2630111024272549
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,0,50,0.0534,0.0362276137773384
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,2,50,0.008,0.009797958971132713
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,1,50,0.0066,0.04792118529418903
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,0,50,0.2,0.4
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,1,50,0.0048,0.016277591959500643
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,2,50,0.1064,0.21527433660332113
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,1,50,0.7448,0.3879599979379318
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,1,50,0.012,0.024
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,2,50,0.1984,0.3915270616445305
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,0,50,0.068,0.009797958971132713
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,1,50,0.5976,0.48721477810099306
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,2,50,0.0098,0.09750876883644874
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,0,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,0,50,0.03,0.16088505213350307
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,2,50,0.0104,0.009991996797437439
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,0,50,0.553,0.4830931587178606
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,1,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,2,50,0.0,0.0
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,0,50,0.8,0.39999999999999997
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,1,50,0.196,0.392
PARTIAL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,2,50,0.98,4.440892098500626e-16
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,0,2,50,0.03,0.1705872210923198
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,1,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,1,1,50,0.02,0.13999999999999999
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,1,2,50,0.0006,0.00596992462263972
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,2,1,50,0.1504,0.34460969226067917
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,0,2,2,50,0.3226,0.4384121804877232
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,0,0,50,0.914,0.266270539113887
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,0,2,50,0.299,0.38157961161466686
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,1,0,50,0.103,0.296706926107228
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,1,1,50,0.0256,0.14993545277885417
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,1,2,50,0.0006,0.003411744421846396
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,1,2,2,50,0.0882,0.2427030284112664
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,0,0,50,0.11,0.3064180151361862
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,0,2,50,0.177,0.29390304523771094
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,1,0,50,0.38,0.4853864439804639
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,1,1,50,0.3162,0.4624516839627682
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,1,2,50,0.0168,0.041638443774953925
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,2,1,50,0.94,0.23748684174075835
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,2,2,2,50,0.0288,0.05054265525276646
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,0,0,50,0.1584,0.33351077943598767
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,0,1,50,0.2314,0.28662526057554655
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,1,0,50,0.055,0.03882009788756335
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,1,2,50,0.006,0.00916515138991168
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,2,1,50,0.0392,0.19203999583420117
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,3,2,2,50,0.01,0.09949874371066199
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,0,0,50,0.0606,0.2374102777893157
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,1,0,50,0.0036,0.016584329953302297
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,1,1,50,0.0286,0.12940649133640866
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,1,2,50,0.3016,0.4019918407132165
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,2,1,50,0.669,0.4304451184529801
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,4,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,0,0,50,0.0104,0.09949793967716117
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,0,1,50,0.0162,0.026637567456507735
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,0,2,50,0.3106,0.4438148713146057
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,1,0,50,0.0572,0.02416940214403327
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,1,1,50,0.4694,0.4984973821395655
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,1,2,50,0.0846,0.26757959563464473
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,2,0,50,0.0018,0.010235233265539184
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,5,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,0,50,0.0598,0.23670226023424445
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,0,2,50,0.0098,0.00999799979995999
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,0,50,0.4688,0.49796642457097456
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,1,50,0.0006,0.00596992462263972
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,0,50,0.8112,0.3851682229883457
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,1,50,0.1328,0.33186165792390054
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,35,6,2,2,50,0.98,4.440892098500626e-16
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,1,50,0.03,0.17058722109231983
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,1,50,0.1822,0.36875894565420375
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,0,2,2,50,0.2974,0.42813694070939506
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,0,50,0.9222,0.25351757335537906
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,0,2,50,0.2998,0.38479599790018604
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,0,50,0.1258,0.3142902480192473
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,1,50,0.01,0.09949874371066199
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,1,2,2,50,0.104,0.2689981412575187
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,0,50,0.0376,0.18098132500343792
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,0,2,50,0.043,0.14029611541307904
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,0,50,0.4024,0.48851841316372085
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,1,50,0.3418,0.46270591091966823
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,1,2,50,0.0186,0.04301209132325467
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,1,50,0.88,0.32496153618543844
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,2,2,2,50,0.0448,0.14383657393027685
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,0,50,0.0238,0.13695824181114474
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,1,50,0.2472,0.31021953516824174
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,0,50,0.0514,0.03972455160225224
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,1,2,50,0.0072,0.009600000000000001
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,1,50,0.0502,0.21138580841674304
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,3,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,0,50,0.0628,0.23841174467714465
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,0,50,0.0012,0.008400000000000001
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,1,50,0.009,0.021424285285628543
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,1,2,50,0.3668,0.4427750670487217
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,1,50,0.64,0.43536651226294387
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,4,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,1,50,0.0132,0.02485477821264957
