method,budget,strategy,source_seed,support_seed,class_index,block_precision,block_recall,block_f1,row_precision,row_recall,row_f1
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,1,0.0,0.0,0.0,0.0057251908396946565,0.006666666666666667,0.006160164271047228
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,2,0.14285714285714285,0.1111111111111111,0.125,0.1466275659824047,0.1111111111111111,0.1264222503160556
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,3,0.09090909090909091,0.1111111111111111,0.1,0.05555555555555555,0.06444444444444444,0.059670781893004114
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,4,0.2857142857142857,0.2222222222222222,0.25,0.276536312849162,0.22,0.24504950495049505
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,5,0.125,0.1111111111111111,0.11764705882352941,0.1346153846153846,0.12444444444444444,0.12933025404157045
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,44,205439,6,0.18181818181818182,0.2222222222222222,0.2,0.18796992481203006,0.2222222222222222,0.20366598778004075
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,1,0.1,0.1111111111111111,0.10526315789473684,0.09760956175298804,0.10888888888888888,0.10294117647058823
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,2,0.16666666666666666,0.2222222222222222,0.19047619047619047,0.18416523235800344,0.23777777777777778,0.2075654704170708
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,3,0.0,0.0,0.0,0.009569377990430622,0.008888888888888889,0.009216589861751152
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,4,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6351351351351351,0.2088888888888889,0.31438127090301005
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,5,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.14534883720930233,0.1111111111111111,0.12594458438287154
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,104729,6,0.08333333333333333,0.1111111111111111,0.09523809523809523,0.09242144177449169,0.1111111111111111,0.10090817356205853
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,1,0.25,0.2222222222222222,0.23529411764705882,0.23095238095238096,0.21555555555555556,0.22298850574712645
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,2,0.125,0.1111111111111111,0.11764705882352941,0.12077294685990338,0.1111111111111111,0.11574074074074074
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,3,0.0,0.0,0.0,0.015527950310559006,0.022222222222222223,0.018281535648994516
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,4,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.1607717041800643,0.1111111111111111,0.1314060446780552
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,5,0.14285714285714285,0.1111111111111111,0.125,0.1447721179624665,0.12,0.13122721749696234
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,130363,6,0.16666666666666666,0.2222222222222222,0.19047619047619047,0.1771019677996422,0.22,0.1962338949454906
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,1,0.18181818181818182,0.2222222222222222,0.2,0.1705150976909414,0.21333333333333335,0.1895360315893386
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,2,0.09090909090909091,0.1111111111111111,0.1,0.10674157303370786,0.12666666666666668,0.11585365853658537
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,3,0.0,0.0,0.0,0.011804384485666104,0.015555555555555555,0.013422818791946308
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,4,0.4,0.2222222222222222,0.2857142857142857,0.375,0.20666666666666667,0.2664756446991404
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.11180124223602485,0.12,0.1157556270096463
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,155921,6,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.11337868480725624,0.1111111111111111,0.1122334455667789
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,0,0.09090909090909091,0.1111111111111111,0.1,0.08745247148288973,0.10222222222222223,0.0942622950819672
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,1,0.25,0.2222222222222222,0.23529411764705882,0.22966507177033493,0.21333333333333335,0.22119815668202766
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21645021645021645,0.2222222222222222,0.21929824561403508
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,3,0.0,0.0,0.0,0.015723270440251572,0.022222222222222223,0.01841620626151013
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,4,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.30303030303030304,0.1111111111111111,0.16260162601626016
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,5,0.14285714285714285,0.1111111111111111,0.125,0.14754098360655737,0.12,0.1323529411764706
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,181081,6,0.16666666666666666,0.2222222222222222,0.19047619047619047,0.2027729636048527,0.26,0.22784810126582278
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,205439,0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,45,205439,1,0.1,0.1111111111111111,0.10526315789473684,0.0962671905697446,0.10888888888888888,0.10218978102189781
