run_id,method,budget,strategy,source_seed,support_seed,outer_fold,support_accuracy,support_macro_f1,initial_support_cross_entropy,final_support_cross_entropy,proximal_penalty,optimization_iterations,optimizer_function_evaluations,loss_trajectory,support_fit_threshold,support_fit_threshold_reached,optimizer_completed_finite,interpretation_valid,query_block_macro_f1_descriptive,adapted_head_sha256,anchor_head_sha256
run_782e01f7bc272837ca5a,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,42,181081,2,1.0,1.0,2.7692100949041025,0.02311737980084822,0.05853166914703014,100,106,"[2.769210094904,2.721789608348,2.469611402928,2.415463524128,2.393499274181,2.326492084858,2.152430187473,1.873054681622,2.728675262127,1.823954639864,1.60400712497,1.443800152098,1.356037286066,1.339830443886,1.324448564451,1.29840268062,1.24986809655,1.136180845318,0.944619853584,0.7953953832,0.671504455368,0.623767968273,0.607418802014,0.590773802276,0.561195043551,0.500494033931,0.399938244612,0.303168573405,0.207710394344,0.185429889623,0.166347265842,0.158176244542,0.148340192834,0.145060013785,0.141914488823,0.138071223707,0.133299366942,0.1292632194,0.126019084265,0.12305892366,0.119951110744,0.117803709641,0.115252372434,0.10991485775,0.105853170783,0.102209597666,0.0998687908,0.098522330639,0.097615136278,0.096958126522,0.096458720044,0.09583858106,0.095135742128,0.093750895206,0.094256845823,0.093157442907,0.092282208101,0.09177743303,0.091129573148,0.090384237967,0.089843746379,0.088683391323,0.08820412154,0.087896237058,0.087684748766,0.087298758947,0.086676294951,0.086114112195,0.08562825491,0.085435141295,0.085325838297,0.085242402599,0.084991880828,0.084685019237,0.084372641065,0.084082580575,0.083868814952,0.084431988133,0.083761742973,0.08357261684,0.083467948474,0.083401122297,0.083292264386,0.083108923139,0.08337468546,0.083021522494,0.082812303652,0.082652076671,0.082534998809,0.082465132939,0.082409909531,0.082370719255,0.082327304102,0.082299966055,0.082213868502,0.082119080404,0.082048073373,0.081984023985,0.081957944376,0.081918449774,0.08185991333,0.081830697649,0.081806693597,0.081715852939,0.08167963361,0.081649048948]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.047619047619047616,6a9e508621c1d0df3e9584aa3126207ecb1154eb4f0a9e2fc5b50347fed76bfb,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_b94eed1faf00cc549c75,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,42,181081,2,1.0,1.0,3.0544478514720232,0.022393480845384978,0.0587448004034497,100,105,"[3.054447851472,3.00411211575,2.713807274605,2.642856253483,2.612803588901,2.537916314544,2.296279818547,1.982269277984,2.372916154556,1.894829270463,1.753948790939,1.497422373628,1.561634266736,1.455230664504,1.438814435019,1.412880412392,1.373452419883,1.263750225832,1.10475200836,0.874625779385,0.702223359468,0.644282570882,0.601298080692,0.572516225683,0.515601100679,0.409998212271,0.317641949866,0.206303742652,0.170016272003,0.14672697299,0.133394248404,0.130077819756,0.127903374258,0.126059878562,0.123131653041,0.121836488177,0.119632828495,0.118334855259,0.117104331355,0.114331619226,0.112763756788,0.111162218215,0.109570192466,0.107455136875,0.102693098049,0.100315620658,0.098982109898,0.098020363967,0.097382896969,0.096352149186,0.095288884477,0.094055006327,0.092989530341,0.092555868377,0.09228507235,0.091938488719,0.091469357507,0.090696579418,0.089461312598,0.088265975259,0.087514998859,0.087159720247,0.086945268627,0.086636692559,0.086188638917,0.085397247885,0.084871466261,0.084133884629,0.083901799638,0.083800284485,0.083744857138,0.083636794457,0.083489031556,0.08336471821,0.083220865185,0.083027066423,0.083016538701,0.082918161081,0.082783370227,0.082695943239,0.082620348754,0.082439806527,0.082398461594,0.082217439386,0.082163305459,0.082103484709,0.082029283873,0.0819350294,0.081836176052,0.081737708952,0.081677252717,0.081602102617,0.081510511305,0.081478083941,0.081455097736,0.081437457204,0.081395690477,0.081358735005,0.081326031788,0.081289774158,0.081264336359,0.081228152838,0.081181856905,0.081154371619,0.081138281249]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.12925170068027209,78ba589398e4ff60d420655609dd6e38d7b3c8ffdfcf36ba622329886b3c8daa,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_c223621ee9a91db446c6,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,42,205439,2,0.8571428571428571,0.8095238095238095,3.595097092958992,1.0746084293855849,0.641744467835777,47,54,"[3.595097092959,3.505752974692,3.064125129051,2.900515113084,2.758664527226,2.489968753643,1.971516162259,2.289613915182,1.860879449065,1.800084800247,1.783433571207,1.779693999036,1.766455429547,1.749530245187,1.728196820853,1.796137481749,1.726134147171,1.718454440466,1.717370549331,1.717226466999,1.71705619502,1.716693793195,1.71642836166,1.716395629909,1.716377200188,1.716375344588,1.71636882494,1.71636129206,1.716357908786,1.716353772673,1.716353384409,1.716353309352,1.716353195679,1.716353033341,1.716352990659,1.716352914228,1.716352907682,1.716352906719,1.716352904445,1.716352901663,1.716352899362,1.716352898276,1.716352897537,1.716352897475,1.716352897449,1.716352897427,1.716352897293,1.716352897233,1.716352897345,1.716352897226,1.716352897224,1.716352897259,1.716352897222,1.716352897221]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.023809523809523808,195eb735544e90ed86de2038a2058318d1d7461d2537832fae061b30ec29fa38,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_7dc22ddba6510325f171,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,42,205439,2,0.42857142857142855,0.4231292517006802,2.6621220282413964,1.5468613132596074,0.3121261370442437,50,54,"[2.662122028241,2.595368849907,2.278450847422,2.250839592749,2.202197737239,2.114684005273,1.973998099301,2.15458844676,1.946681453916,1.885695130218,1.873289619041,1.87201811013,1.870634836494,1.865092197248,1.861145906201,1.862747179871,1.860202362304,1.859517875018,1.859441882872,1.859398663005,1.859245489213,1.859083457279,1.859745381501,1.85905986844,1.859006660386,1.858999803188,1.858998324652,1.858995736706,1.858991403902,1.858989848156,1.858987909702,1.858987698758,1.858987659911,1.85898761018,1.85898754443,1.85898748711,1.858987461245,1.858987457209,1.858987456378,1.858987455604,1.858987454145,1.858987452527,1.858987451829,1.858987450663,1.858987450494,1.858987450393,1.858987450354,1.858987450324,1.858987450318,1.858987450316,1.858987450314,1.858987450308,1.858987450305,1.858987450304]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.09795918367346938,e0aa71fb1c2ad109ed9aad39cc7cc0b97b761aa54f6478479500d6a5920e6d73,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_ab5bfcda9ab217879900,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,42,205439,2,0.2857142857142857,0.2860544217687075,3.1319230309320547,1.8154008198608325,0.4003968618084234,54,71,"[3.131923030932,3.074453009268,2.797666944267,2.738603379299,2.699177313689,2.508875394111,2.362116441022,2.275259322722,2.237477865288,2.235545597885,2.234017688463,2.229110117078,2.22261898053,2.218440059984,2.216609506249,2.216201680725,2.216153413092,2.216081072295,2.215977568699,2.215903064517,2.215830265177,2.215816963632,2.215813994538,2.215812207997,2.215806933046,2.215801342142,2.215798079758,2.215797887855,2.21579773841,2.215797733032,2.215797710345,2.215797706736,2.21579769422,2.215797692404,2.215797689275,2.21579768596,2.21579768788,2.215797684141,2.215797682406,2.215797682101,2.215797682042,2.21579768201,2.215797681976,2.215797681948,2.215797681765,2.215797681883,2.215797681722,2.21579768217,2.215797681704,2.215797682127,2.215797681696,2.215797681842,2.21579768169,2.215797681942,2.215797681685,2.215797681773,2.215797681682,2.215797681837,2.215797681679,2.215797681734,2.215797681676,2.215797681777,2.215797681674,2.215797681711,2.215797681673,2.215797681741,2.215797681671,2.215797681696,2.21579768167,2.215797681718,2.215797681669]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.1984126984126984,428723308e9bb9f7b4056839dfd8b46323b0fcd1a0126c0d30db111aa8875931,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_c3b000ce7fd333065280,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,42,205439,2,0.3333333333333333,0.33673469387755095,2.5572443393575397,1.5632475484028994,0.294996471642043,62,66,"[2.557244339358,2.508894177112,2.269693626009,2.22172933306,2.197231418694,2.012764555085,1.915580906417,1.902590849681,1.874084171655,1.872945727151,1.870424550053,1.865379235207,1.860817142531,1.865110288642,1.859652179836,1.858774214464,1.85865966332,1.85863000485,1.858489920523,1.85834226086,1.85892468944,1.858317703422,1.858264438254,1.858256651396,1.858254944425,1.858252317137,1.858248241201,1.858246042743,1.858244517562,1.858244317386,1.858244283449,1.85824418869,1.858244109677,1.8582440471,1.858244030399,1.858244029162,1.858244026733,1.858244023859,1.858244021564,1.858244020738,1.858244020405,1.858244020281,1.858244020226,1.858244020191,1.858244020166,1.858244020147,1.858244020131,1.858244020118,1.858244020107,1.858244020097,1.858244020089,1.858244020082,1.858244020077,1.858244020071,1.858244020067,1.858244020063,1.85824402006,1.858244020057,1.858244020055,1.858244020053,1.858244020051,1.858244020049,1.858244020048,1.858244020047,1.858244020046,1.858244020045]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.1173469387755102,ca040a782115e356698603c5c418ec0f99542944fc761600a14eca220a04053d,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_21801c2ed3ec09cb61fd,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,42,205439,2,0.42857142857142855,0.39999999999999997,2.3434625737465815,1.3326396981514461,0.28413602364652135,45,49,"[2.343462573747,2.287511988366,2.041036441672,1.97798376105,1.949064066156,1.872096067175,1.76872880847,1.690466440852,1.652389331941,1.628761284276,1.627914462559,1.623758719991,1.619903054174,1.617787583532,1.617091061574,1.617055656103,1.61701909512,1.616878227552,1.616809300822,1.616797196278,1.616784914347,1.616783655187,1.616778206027,1.616776038707,1.616776264082,1.616775942138,1.616775870625,1.616775836199,1.616775752675,1.616775730559,1.616775732107,1.616775723933,1.616775723242,1.616775722948,1.616775722385,1.616775723845,1.616775722242,1.616775721869,1.616775721839,1.616775721829,1.616775721821,1.616775721816,1.616775721811,1.616775721808,1.616775721805,1.616775721802,1.616775721801,1.616775721799,1.616775721798]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.1953617810760668,efc1b807dce8764f83f19428ee48995c50c01e7848f504d1e199f7ebaeaa1362,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_527fef179d318857e517,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,42,205439,2,1.0,1.0,2.781189768101232,0.02272320005365978,0.058728593973949375,100,110,"[2.781189768101,2.729224725165,2.439506559959,2.371946546864,2.345974274098,2.229930342707,2.026784962737,1.772264432764,1.662739369913,1.43845130972,1.387640910727,1.37053903683,1.355107711439,1.307173906679,1.235815962963,1.091457880492,0.907440081012,0.947571781266,0.858384584311,0.824373776908,0.802601431158,0.765258622142,0.722376004228,0.620483279074,0.488237082965,0.401644782925,0.294404493163,0.246603027644,0.227931236367,0.214295845839,0.197230266147,0.172997506143,0.154582074875,0.139077016036,0.129137680634,0.125545598097,0.124345495934,0.121299654912,0.119469478387,0.116307966034,0.117298613834,0.114361692871,0.111623001303,0.110037289218,0.1092734477,0.108274836172,0.106743488044,0.104149604712,0.102363415086,0.098678423555,0.096589032156,0.095584422741,0.094623639284,0.152012139554,0.094050427596,0.091868755981,0.090463214348,0.089991397423,0.08983770243,0.08952247986,0.089319743477,0.089071337506,0.088731271006,0.088109276635,0.087374855233,0.087610204639,0.086896615426,0.0861736639,0.085835659664,0.085659674179,0.085490911332,0.085262102633,0.084956355262,0.084573838491,0.084135461897,0.08370336434,0.083640073028,0.08358742101,0.08352547374,0.083418280695,0.083238952072,0.082985695018,0.083291231539,0.082892276875,0.082694592516,0.082587413243,0.082529310398,0.082464863963,0.082343826669,0.082187612192,0.082208539,0.08209624574,0.08201612348,0.081977816318,0.081953430697,0.081888213842,0.08180218069,0.082354651697,0.081777688375,0.08171156776,0.081676745604,0.081654723285,0.081623826095,0.081573519643,0.081675661985,0.081553113052,0.081507765824,0.081483437542,0.081468409068,0.081451794028]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.031746031746031744,dbd5a81f0ba266842a27d23ff7fe904ac49f98b01e03ebb312afd8d4c75ab362,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_de306c50aa8939917881,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,42,205439,2,1.0,1.0,3.0630703697156267,0.022819007926823995,0.06020726933582017,100,107,"[3.063070369716,3.012505645066,2.717878135545,2.644950149045,2.615318573435,2.545382701125,2.302363931527,1.991691314871,2.592784786476,1.916538010361,1.770798899573,1.52488483095,1.663412982986,1.456662902084,1.439083004931,1.419041339056,1.381198873282,1.290154262581,1.10815332873,0.847971650133,0.74021854961,0.689132033767,0.650584290735,0.618822624624,0.540730907601,0.402193665379,0.276944765369,0.183536729725,0.146348611973,0.140297334904,0.13646619026,0.133478147571,0.132170929073,0.129088118399,0.127591282327,0.12176969056,0.118367531416,0.116088508824,0.114651968005,0.113959458092,0.112787707555,0.110495551579,0.107270676187,0.104194116291,0.102079335472,0.100685340006,0.100094583335,0.099018469027,0.097814879097,0.096495248322,0.095556196895,0.094901378383,0.094379072383,0.093478128176,0.093431242967,0.092902729961,0.092145931917,0.091729647302,0.091296137022,0.090386484993,0.090567282576,0.089968611515,0.089661750351,0.089421418529,0.089229411896,0.08885362156,0.088363832697,0.087897747825,0.087441458117,0.087230178913,0.087091081746,0.086875604079,0.08650297182,0.085998542778,0.085541667739,0.085319444436,0.08504951307,0.084874466934,0.084709129971,0.084530538844,0.084496525408,0.084440341217,0.084385645439,0.084294694062,0.084221767572,0.084181143141,0.08410418186,0.084064565007,0.083941561002,0.083891737868,0.083850360674,0.083786057131,0.083697922256,0.083608643549,0.083552719752,0.083482000267,0.083432644253,0.083297787291,0.083542363122,0.083274945831,0.083212780815,0.083187669635,0.08317143203,0.08314416626,0.083094567377,0.083048652558,0.083026277263]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.15238095238095237,053bd0eb1bb7d1e4ab183a4a915bcde0ceef6e2f4dc3e5c5d7a4f86ffe94e6d5,7e695dbc8ed4a4a83418a8149c20995c9140bb0a35f19a6fd2f1402b1d017a9a
run_4f2408375807984b0eb7,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,104729,0,1.0,1.0,3.1234936854537785,1.0065373576747572,0.6015340705876807,42,47,"[3.123493685454,3.053585765936,2.702696968476,2.57786749204,2.499613891794,2.163840651602,1.84637613963,1.763276779067,1.649228256901,1.637322473143,1.634964355484,1.628891950024,1.619843509781,1.611559284588,1.608764897073,1.608568374947,1.60848326805,1.608190817813,1.608138994483,1.608082828205,1.608079574996,1.608078508878,1.608076375122,1.608073339524,1.608078289421,1.608072844212,1.608071763388,1.6080716124,1.608071585951,1.608071560034,1.608071502689,1.608071450017,1.608071433851,1.608071430858,1.60807143039,1.608071428835,1.608071430321,1.608071428664,1.608071428364,1.608071428334,1.608071428324,1.608071428316,1.608071428273,1.608071428267,1.608071428265,1.608071428263,1.608071428262]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.15816326530612246,2ba93e1ade02b840b704f586ea2bb64f82f641db2811f498f283df1553c5faa5,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_43cc35177ee629832e05,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,104729,0,0.42857142857142855,0.401360544217687,2.8269393465323374,1.6546014832186733,0.3662261043899884,52,57,"[2.826939346532,2.776321623025,2.5401055299,2.510426535358,2.297210389363,2.121661118726,2.185769324809,2.092915075819,2.057185284506,2.049147721463,2.047522841462,2.03609420655,2.026795379435,2.044905048336,2.025178602817,2.022405130938,2.022000281983,2.021841945605,2.0215877133,2.021174513072,2.02113969523,2.020867257422,2.020857017156,2.020853468452,2.020849454857,2.020840613447,2.020832188434,2.020842456395,2.020830727186,2.020829019715,2.020828775665,2.020828603667,2.020828194408,2.020827842717,2.020827716441,2.020827605847,2.020827601159,2.020827599656,2.020827597125,2.020827593221,2.020827589846,2.020827588409,2.020827588041,2.020827587968,2.020827587917,2.020827587876,2.020827587844,2.020827587697,2.020827587679,2.02082758765,2.02082758764,2.020827587634,2.02082758763,2.020827587626,2.020827587612,2.02082758761,2.020827587609]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.1201814058956916,54d8314880a7b9c5a292c8111f8b59adcc4c7f40cc92e9b24e79367b39409c04,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_3d5d4a11247807177234,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,104729,0,0.42857142857142855,0.4183673469387755,3.3260549042012957,1.650413799608719,0.513372632416667,52,72,"[3.326054904201,3.268287536617,3.00260129074,2.9343179996,2.858630747226,2.566279681699,2.307178085466,2.382074428757,2.233506486536,2.195758679669,2.189977137126,2.188043809573,2.181249544528,2.171379657781,2.194243188902,2.16973082659,2.165064052243,2.164504448634,2.164418679042,2.164316431733,2.164035246036,2.163889663072,2.163822303575,2.163811070536,2.163806357053,2.163795694682,2.163789233178,2.163797653221,2.163787388992,2.163786910453,2.163786789055,2.163786659963,2.163786506336,2.163786770521,2.163786469368,2.163786445055,2.163786440569,2.163786439787,2.163786438129,2.163786435783,2.163786433504,2.163786432543,2.163786433113,2.163786432434,2.163786432348,2.163786432319,2.163786432293,2.163786432125,2.163786432156,2.163786432078,2.16378643252,2.163786432056,2.163786432142,2.163786432048,2.163786432224,2.163786432042,2.163786432088,2.163786432038,2.163786432134,2.163786432034,2.16378643206,2.163786432032,2.163786432089,2.16378643203,2.163786432046,2.163786432028,2.163786432064,2.163786432027,2.163786432037,2.163786432026,2.16378643205,2.163786432025]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.13877551020408163,99813260caadabdaad04c746305ec3eadb9af73dd3d1ea4004e94338b3e96b26,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_5c018cec56d6a90e5fe2,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,104729,0,0.5714285714285714,0.5564625850340136,2.5494275600699066,1.507798150845287,0.32991916157831225,47,54,"[2.54942756007,2.501004865211,2.293218463863,2.265749485936,2.115602503298,1.955916014887,1.979986984331,1.915323804166,1.867328955073,1.857034200401,1.855858959202,1.850798659273,1.845260382545,1.839968132218,1.845054969772,1.839385093032,1.838555853375,1.838444672752,1.838338056941,1.838118335909,1.837851315949,1.837769134438,1.837734858197,1.837731682706,1.837728331186,1.837722628955,1.837737822182,1.837721242731,1.837718571674,1.837717849015,1.837717757829,1.83771768895,1.837717462818,1.837717865511,1.837717404884,1.837717335673,1.837717323868,1.83771732216,1.837717317212,1.837717313412,1.837717360942,1.83771731326,1.837717312609,1.837717312523,1.83771731249,1.837717312468,1.837717312453,1.837717312445,1.837717312442,1.83771731245,1.837717312432,1.837717312427,1.837717312425,1.837717312424]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.1388888888888889,51f864175bb5405f7005ae8a62b89f2439194d30cb2db424629de85b411fcf18,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_1ef0b3cca87f93b98113,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,104729,0,0.42857142857142855,0.4183673469387755,3.3260549042012957,1.650413799608719,0.513372632416667,52,72,"[3.326054904201,3.268287536617,3.00260129074,2.9343179996,2.858630747226,2.566279681699,2.307178085466,2.382074428757,2.233506486536,2.195758679669,2.189977137126,2.188043809573,2.181249544528,2.171379657781,2.194243188902,2.16973082659,2.165064052243,2.164504448634,2.164418679042,2.164316431733,2.164035246036,2.163889663072,2.163822303575,2.163811070536,2.163806357053,2.163795694682,2.163789233178,2.163797653221,2.163787388992,2.163786910453,2.163786789055,2.163786659963,2.163786506336,2.163786770521,2.163786469368,2.163786445055,2.163786440569,2.163786439787,2.163786438129,2.163786435783,2.163786433504,2.163786432543,2.163786433113,2.163786432434,2.163786432348,2.163786432319,2.163786432293,2.163786432125,2.163786432156,2.163786432078,2.16378643252,2.163786432056,2.163786432142,2.163786432048,2.163786432224,2.163786432042,2.163786432088,2.163786432038,2.163786432134,2.163786432034,2.16378643206,2.163786432032,2.163786432089,2.16378643203,2.163786432046,2.163786432028,2.163786432064,2.163786432027,2.163786432037,2.163786432026,2.16378643205,2.163786432025]",Accuracy>=0.95 and Macro-F1>=0.95,False,True,False,0.13877551020408163,99813260caadabdaad04c746305ec3eadb9af73dd3d1ea4004e94338b3e96b26,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_71d5981f588796c3f85f,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,104729,0,1.0,1.0,2.841114678235572,0.023431094205733808,0.059565872944334006,100,107,"[2.841114678236,2.788018283199,2.542004603812,2.514899428392,2.448932542805,2.190960569186,1.958069600193,2.199681551235,1.911376955604,1.77497561876,1.470756610429,1.463370514569,1.441592960952,1.432213072245,1.414977795369,1.309200029613,1.181653190081,1.024902394674,0.872297145227,0.748095959935,0.705109926532,0.666617315743,0.648148741338,0.626169063865,0.567440570038,0.470583148874,0.340336688871,0.224410596834,0.192620091069,0.174806941994,0.164258897342,0.158516837886,0.152908391198,0.148258357039,0.140714555463,0.131471892936,0.123526121331,0.1168821862,0.114467387163,0.112154705438,0.111505459075,0.109526726292,0.108653174193,0.107064543691,0.105825067293,0.103456021157,0.101286751348,0.099179585139,0.097081310742,0.095862776617,0.09511222823,0.094844877266,0.094642094154,0.093986223083,0.092884651165,0.091419889603,0.100833774963,0.090945816036,0.090188466536,0.089809360883,0.089617623757,0.089263260421,0.088703693873,0.088033500796,0.087593137626,0.087382489174,0.087214457357,0.087125311277,0.086871159307,0.086601552246,0.086189080619,0.085792965205,0.085372232796,0.085056637754,0.084905866011,0.084826034881,0.084674328093,0.084727857222,0.084615029235,0.084526792489,0.084437092961,0.084285944925,0.084083211636,0.08414306135,0.083961576575,0.083705070879,0.083580752936,0.0835385283,0.083521600515,0.083497154276,0.083445846159,0.083665926774,0.083429195292,0.083382722224,0.083332238533,0.083273640274,0.083223920678,0.083187975191,0.083162788347,0.08314358134,0.083118323013,0.083075479328,0.083075104648,0.083052094869,0.08302010549,0.083003798942,0.08299696715]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.18095238095238095,e0a8958e9716c46a2e4bbc213c80ab500e51d8eab3da7c996ea983b2edf50073,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_46d48d718da25aeb4054,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,104729,0,1.0,1.0,2.8782396036477866,0.02154864916700101,0.057899494401042494,100,105,"[2.878239603648,2.821603984228,2.554915489371,2.532769393973,2.37241465941,2.085689860289,1.964018078547,1.747665062791,1.603236535973,1.564231690603,1.541883752344,1.528297350262,1.496319570599,1.442651105648,1.338389752731,1.191587259298,0.918271913212,0.624962859447,0.553129772584,0.509929595043,0.487691463193,0.475124651275,0.460244539203,0.441997021803,0.387783169067,0.29625158858,0.184798255469,0.179396753582,0.151641630242,0.146837923338,0.139942412434,0.135529981277,0.131973190236,0.129243041785,0.125900918371,0.12122739746,0.116837078502,0.112799308413,0.109637441409,0.108190563635,0.106830776148,0.10505450234,0.1030897424,0.10219473899,0.099849715427,0.098191269466,0.09632670045,0.095233577038,0.094363816568,0.093265035418,0.091672165011,0.090122993798,0.089135650723,0.088444063718,0.087808937024,0.087425713415,0.086867515793,0.086026530339,0.085145136958,0.085150114706,0.084769436656,0.084379020001,0.084130633274,0.084013242298,0.083687301605,0.083536119969,0.083338357649,0.082932914727,0.082320933507,0.084060577562,0.082053226363,0.081720636192,0.081581633293,0.081529824028,0.081397012695,0.081176321706,0.081133835551,0.080800799786,0.080695032095,0.080737987562,0.080634089161,0.080578849371,0.080531637895,0.080332535561,0.080219538974,0.080130713513,0.080088302942,0.080053441425,0.080010189399,0.079949147541,0.079899869699,0.079856899193,0.079816019083,0.079783863475,0.079746863923,0.079699045946,0.07968038756,0.079653815514,0.079630750487,0.079583742987,0.079780616599,0.079568505123,0.079523156265,0.079478836051,0.079448143568]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.14756671899529042,011bcb5f50bb62e0dfed7d4c00169c84a4e260139ab95a3ef5af717623b48e78,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
run_a6f9dd3e5ee7ee12b1f9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,130363,0,1.0,1.0,3.057342431966793,1.0428383954334026,0.5881630082985272,47,54,"[3.057342431967,3.003566981451,2.693916011042,2.598079460749,2.509963541792,2.236061421263,1.881002297749,1.95256512248,1.827722711883,1.747241922982,1.686498078581,1.661948652354,1.659472309107,1.656327529162,1.646475939437,1.636325439171,1.671522549088,1.634607478816,1.631732683754,1.631380606596,1.631334289783,1.63126807124,1.631134455031,1.631078421759,1.631018928242,1.631014464214,1.631012552022,1.631009438518,1.631004917781,1.631022130547,1.63100399114,1.631001965951,1.631001565348,1.631001533511,1.631001513998,1.631001478308,1.631001487759,1.631001447952,1.631001412558,1.631001409321,1.631001408224,1.631001407304,1.631001405764,1.631001404616,1.63100140411,1.631001403826,1.631001403816,1.631001403809,1.631001403758,1.631001403753,1.63100140375,1.631001403738,1.631001403733,1.631001403732]",Accuracy>=0.95 and Macro-F1>=0.95,True,True,True,0.15589569160997732,c1e77df666ac4eed24bb729a9d1c1eee15bb5279885dff251101ba4d20878d30,55d4d08fbe771d576f9e0409a2158b3bf6de59d1c060dd6b8d70bae692305803
