episode,shot,class_index,support_rows,query_rows,row_overlap_count,row_disjoint,condition_block_overlap_count,condition_block_relation,support_unique_er_levels,support_unique_surfaces,support_unique_factor_cells,support_er_count_imbalance,support_surface_count_imbalance,support_pairwise_dispersion,er_balanced_where_feasible,surface_balanced_where_feasible,jointly_balanced_where_feasible,support_factor_cells,query_factor_cells,near_duplicate_repetitions_from_same_condition_on_both_sides,repeated_measurement_dependence
6,3,2,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,3,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,4,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,5,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,6,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,0,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,1,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,2,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,3,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,4,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,5,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,5,6,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E0xS2;E1xS0;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
7,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS2;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,0,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,1,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,2,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,3,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,4,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,5,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
7,5,6,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,22,True,False,False,E0xS0;E1xS0;E1xS2;E2xS0;E2xS2,E0xS1;E0xS2;E1xS1;E2xS1,False,no same-condition repetitions cross split
8,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,8,True,False,False,E0xS0;E1xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
8,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS1;E1xS0;E2xS0;E2xS2,E0xS2;E1xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS0;E1xS1;E2xS0,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
9,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,24,True,True,True,E0xS0;E0xS2;E1xS1;E2xS0;E2xS2,E0xS1;E1xS0;E1xS2;E2xS1,False,no same-condition repetitions cross split
10,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
10,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,20,True,True,True,E0xS0;E0xS1;E1xS0;E1xS2;E2xS1,E0xS2;E1xS1;E2xS0;E2xS2,False,no same-condition repetitions cross split
11,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,0,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,1,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,2,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,3,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,4,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,5,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,3,6,3,200,0,True,0,condition-block-disjoint,3,3,3,0,0,8,True,True,True,E0xS2;E1xS1;E2xS0,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
11,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS2;E1xS0;E1xS1;E2xS0;E2xS2,E0xS0;E0xS1;E1xS2;E2xS1,False,no same-condition repetitions cross split
12,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS2;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS0;E0xS1;E1xS2;E2xS0;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS0;E0xS1;E1xS2;E2xS0;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS0;E0xS1;E1xS2;E2xS0;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
12,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,1,22,True,True,True,E0xS0;E0xS1;E1xS2;E2xS0;E2xS1,E0xS2;E1xS0;E1xS1;E2xS2,False,no same-condition repetitions cross split
