episode,shot,class_index,support_rows,query_rows,row_overlap_count,row_disjoint,condition_block_overlap_count,condition_block_relation,support_unique_er_levels,support_unique_surfaces,support_unique_factor_cells,support_er_count_imbalance,support_surface_count_imbalance,support_pairwise_dispersion,er_balanced_where_feasible,surface_balanced_where_feasible,jointly_balanced_where_feasible,support_factor_cells,query_factor_cells,near_duplicate_repetitions_from_same_condition_on_both_sides,repeated_measurement_dependence
1,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS0;E2xS0,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,0,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,1,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,2,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,3,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,4,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,5,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
1,5,6,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E1xS0;E1xS1;E2xS0;E2xS1,E0xS0;E0xS2;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS1;E1xS1;E2xS0,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
2,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,20,True,False,False,E0xS1;E0xS2;E1xS1;E2xS0;E2xS1,E0xS0;E1xS0;E1xS2;E2xS2,False,no same-condition repetitions cross split
3,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,0,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,1,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,2,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,3,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,4,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,5,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,3,6,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS1;E1xS1;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,0,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,1,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,2,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,3,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,4,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,5,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
3,5,6,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS1;E0xS2;E1xS1;E1xS2;E2xS1,E0xS0;E1xS0;E2xS0;E2xS2,False,no same-condition repetitions cross split
4,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E1xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS1;E2xS1,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,0,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,1,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,2,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,3,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,4,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,5,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
4,5,6,5,200,0,True,0,condition-block-disjoint,3,2,5,1,3,16,True,False,False,E0xS2;E1xS1;E1xS2;E2xS1;E2xS2,E0xS0;E0xS1;E1xS0;E2xS0,False,no same-condition repetitions cross split
5,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,0,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,1,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,2,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,3,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,4,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,5,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,3,6,3,200,0,True,0,condition-block-disjoint,3,2,3,0,2,6,True,False,False,E0xS2;E1xS2;E2xS1,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,0,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,1,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,2,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,3,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,4,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,5,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
5,5,6,5,200,0,True,0,condition-block-disjoint,3,3,5,1,2,22,True,False,False,E0xS0;E0xS2;E1xS2;E2xS1;E2xS2,E0xS1;E1xS0;E1xS1;E2xS0,False,no same-condition repetitions cross split
6,1,0,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,1,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,2,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,3,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,4,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,5,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,1,6,1,200,0,True,0,condition-block-disjoint,1,1,1,1,1,0,True,True,True,E0xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,0,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
6,3,1,3,200,0,True,0,condition-block-disjoint,3,1,3,0,3,4,True,False,False,E0xS2;E1xS2;E2xS2,E0xS1;E1xS1;E2xS0;E2xS1,False,no same-condition repetitions cross split
