method,budget,strategy,source_seed,support_seed,class_index,predicted_query_blocks,predicted_query_rows
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,104729,4,0,13
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,104729,5,3,151
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,104729,6,3,142
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,0,17,798
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,1,21,1069
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,3,19,977
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,4,0,13
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,5,3,151
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,130363,6,3,142
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,0,17,798
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,1,21,1069
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,3,19,977
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,4,0,13
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,5,3,151
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,155921,6,3,142
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,0,17,798
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,1,21,1069
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,3,19,977
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,4,0,13
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,5,3,151
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,181081,6,3,142
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,0,17,798
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,1,21,1069
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,3,19,977
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,4,0,13
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,5,3,151
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,42,205439,6,3,142
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,0,6,289
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,1,2,98
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,2,3,149
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,3,20,1023
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,4,30,1492
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,6,2,99
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,0,6,289
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,1,2,98
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,2,3,149
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,3,20,1023
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,4,30,1492
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,6,2,99
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,0,6,289
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,1,2,98
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,2,3,149
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,3,20,1023
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,4,30,1492
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,6,2,99
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,0,6,289
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,1,2,98
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,2,3,149
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,3,20,1023
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,4,30,1492
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,6,2,99
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,0,6,289
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,1,2,98
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,2,3,149
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,3,20,1023
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,4,30,1492
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,6,2,99
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,0,11,553
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,1,2,118
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,3,23,1140
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,4,14,685
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,5,4,207
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,104729,6,9,447
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,0,11,553
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,1,2,118
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,3,23,1140
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,4,14,685
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,5,4,207
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,130363,6,9,447
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,0,11,553
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,1,2,118
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,3,23,1140
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,4,14,685
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,5,4,207
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,155921,6,9,447
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,0,11,553
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,1,2,118
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,3,23,1140
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,4,14,685
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,5,4,207
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,181081,6,9,447
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,0,11,553
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,1,2,118
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,3,23,1140
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,4,14,685
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,5,4,207
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,44,205439,6,9,447
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,0,37,1846
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,1,3,165
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,2,8,382
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,3,11,559
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,4,4,198
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,104729,6,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,0,37,1846
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,1,3,165
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,2,8,382
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,3,11,559
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,4,4,198
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,130363,6,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,0,37,1846
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,1,3,165
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,2,8,382
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,3,11,559
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,4,4,198
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,155921,6,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,0,37,1846
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,1,3,165
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,2,8,382
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,3,11,559
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,4,4,198
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,181081,6,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,0,37,1846
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,1,3,165
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,2,8,382
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,3,11,559
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,4,4,198
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,5,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,45,205439,6,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,0,16,782
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,1,2,107
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,3,43,2163
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,4,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,5,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,104729,6,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,0,16,782
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,1,2,107
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,3,43,2163
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,4,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,5,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,130363,6,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,0,16,782
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,1,2,107
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,3,43,2163
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,4,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,5,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,155921,6,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,0,16,782
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,1,2,107
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,3,43,2163
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,4,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,5,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,181081,6,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,0,16,782
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,1,2,107
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,2,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,3,43,2163
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,4,0,0
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,5,1,49
FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,46,205439,6,1,49
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,0,2,90
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,1,5,229
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,2,10,497
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,3,6,316
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,4,8,407
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,5,18,916
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,104729,6,14,695
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,0,10,496
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,1,4,205
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,2,5,267
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,3,13,654
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,4,1,52
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,5,16,788
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,130363,6,14,688
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,0,1,56
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,1,4,204
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,2,8,395
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,3,12,604
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,4,17,833
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,5,9,458
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,6,12,600
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,0,16,821
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,1,7,352
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,2,4,198
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,3,10,494
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,4,3,152
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,5,9,419
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,181081,6,14,714
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,0,22,1077
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,1,5,250
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,2,0,4
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,3,7,380
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,4,4,192
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,5,10,485
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,205439,6,15,762
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,0,4,205
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,1,3,147
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,2,14,681
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,3,7,369
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,4,7,382
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,5,21,1034
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,6,7,332
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,0,14,696
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,1,6,285
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,2,13,651
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,3,9,494
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,4,3,128
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,5,8,397
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,6,10,499
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,0,5,247
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,1,3,156
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,2,13,633
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,3,13,657
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,4,12,626
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,5,15,727
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,6,2,104
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,0,12,612
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,1,8,402
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,2,14,702
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,3,11,504
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,4,4,203
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,5,5,248
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,6,9,479
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,0,14,681
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,1,5,250
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,2,12,609
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,3,8,411
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,4,4,183
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,5,6,297
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,6,14,719
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,0,5,274
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,1,9,445
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,2,11,519
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,3,6,323
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,4,2,88
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,5,18,874
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,104729,6,12,627
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,0,12,600
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,1,6,300
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,2,7,350
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,3,9,470
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,4,1,30
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,5,15,763
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,130363,6,13,637
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,0,6,311
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,1,7,351
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,2,11,537
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,3,7,362
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,4,7,358
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,5,9,434
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,155921,6,16,797
TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,44,181081,0,14,726
