run_id,method,budget,strategy,source_seed,support_seed,outer_fold,labelled_support_rows,query_rows,query_condition_blocks,block_accuracy,block_macro_f1,row_accuracy,row_macro_f1,mean_within_block_agreement,minimum_within_block_agreement,support_coverage_score,unique_er_levels,unique_surfaces,unique_factor_cells,interpretation_valid,prediction_sha256
run_6d2d1d419d73cb92436e,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,42,130363,0,21,1050,21,0.2857142857142857,0.28276643990929706,0.27714285714285714,0.2739893691335013,0.984761904761905,0.92,0.8333333333333333,3,3,3,False,809d39cea340aaf913839044a4db739dc22ba3badad3ef029bbe01a24a845c65
run_c1522a4ae30720374895,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,42,130363,0,21,1050,21,0.14285714285714285,0.10760667903525047,0.14285714285714285,0.10812489874902094,0.9828571428571429,0.92,0.75,2,3,3,True,8a2ee56f1fa0e7339180063edf4f5ba11fe9842256f2deefc415d6f8f25dabdf
run_b307dff556947d098222,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,42,130363,0,21,1050,21,0.23809523809523808,0.2233560090702948,0.2361904761904762,0.22362499848144463,0.9847619047619047,0.92,0.75,2,3,3,False,0ef8e42affb857186bd80915d49ac7d9390a834c7a8349fc19c6acab1bdf644d
run_fcbe9d6eb1fadbe57e7b,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,42,130363,0,21,1050,21,0.19047619047619047,0.10714285714285714,0.1895238095238095,0.10631184291898578,0.9657142857142857,0.52,0.8333333333333333,3,3,3,True,99daf579f837d802e6393215c3c693fa0e82c1b6a1ce6d30b856a43d5b65fcc3
run_a1ba6db58d06af177b2f,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,42,130363,0,21,1050,21,0.19047619047619047,0.15589569160997732,0.19238095238095237,0.16405759830169564,0.9828571428571429,0.92,0.8333333333333333,3,3,3,False,44b277022068540b0666425734103a8f4fe71408e85bdf6c07688d83b08337c8
run_3e99a7e976088862a1af,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,42,130363,0,35,1050,21,0.09523809523809523,0.09523809523809523,0.09619047619047619,0.0963455149501661,0.9885714285714287,0.92,0.775,3,3,5,True,be0b826080f6a4a9304bbe211bc84211064a33de096ba09d1b92ea534f987f00
run_d663f21713bc9c827cb1,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,42,130363,0,35,1050,21,0.19047619047619047,0.18571428571428572,0.1895238095238095,0.1822589353975274,0.980952380952381,0.86,0.775,3,3,5,True,90b9755a2e685a85ee7418e63d6966460124de70bf5b5768be76f274cb221de6
run_0aca1c9149ff91337a9b,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,42,130363,0,35,1050,21,0.14285714285714285,0.13605442176870747,0.13904761904761906,0.13290043290043288,0.9838095238095238,0.86,0.775,3,3,5,True,255ebfd2bbfc4d25d32383aaf09044f337c4900150c53f072feb8cf2af73a546
run_f400f4bdd7ef1d85ba06,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,42,130363,0,35,1050,21,0.047619047619047616,0.04081632653061224,0.07333333333333333,0.06535815657797082,0.9685714285714285,0.5,0.775,3,3,5,True,ccedc28df832f5648774afa3b169e58d4c6d44292cb441711a1a27b7fae9f81f
run_0e3f598c335d949ee64c,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,42,155921,0,7,1050,21,0.23809523809523808,0.1812925170068027,0.23714285714285716,0.18059055405435123,0.9780952380952382,0.88,0.16666666666666666,1,1,1,True,8526efa8cacf532b1059087873930ad5b30679c2679caddb46840eff2bb3a3e2
run_295122d548ff94d2cf4a,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,42,155921,0,7,1050,21,0.19047619047619047,0.16541950113378684,0.19714285714285715,0.17382457842027157,0.9800000000000001,0.86,0.16666666666666666,1,1,1,True,367ecf23cbb6f204a27ec7f6130df3a1d567095942b8e20c4d04c3d25801b538
run_f61091c0e38d10c895b0,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,42,155921,0,21,1050,21,0.14285714285714285,0.13095238095238096,0.14,0.13024056626333158,0.9723809523809523,0.86,0.75,3,2,3,True,afdaaf2186422488be61444ad59ac28dd34a6e62864dfce45304a19d8df1c9ca
run_8edc83ec6f310f4dedfc,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,42,155921,0,21,1050,21,0.23809523809523808,0.21587301587301586,0.23714285714285716,0.21765387682832804,0.980952380952381,0.92,0.75,3,2,3,False,a600d0c22ac5a57f6ad7c39b7f0e9a034abcde9e8f45ddd23f3972ad0025a842
run_edf1a0cffbc28f133be5,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,42,155921,0,21,1050,21,0.14285714285714285,0.09795918367346938,0.14,0.09453061224489796,0.9885714285714284,0.92,0.6666666666666666,3,2,3,True,50e51c437ee74a6f4b7fd411db50908d418a9128b1a55e0eed721b63d5c8a0e6
