run_id,method,budget,strategy,source_seed,support_seed,outer_fold,labelled_support_rows,query_rows,query_condition_blocks,block_accuracy,block_macro_f1,row_accuracy,row_macro_f1,mean_within_block_agreement,minimum_within_block_agreement,support_coverage_score,unique_er_levels,unique_surfaces,unique_factor_cells,interpretation_valid,prediction_sha256
run_b504f6a688201972f716,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,104729,1,21,1050,21,0.09523809523809523,0.07619047619047618,0.1219047619047619,0.09666713605518784,0.9504761904761905,0.58,0.8333333333333333,3,3,3,True,d5996f62fe307864409dbe6ccd793eef09fc1747f1b0d17cd5b411c054be2214
run_5380fe85e6662968f48d,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,104729,1,21,1050,21,0.14285714285714285,0.1476190476190476,0.1219047619047619,0.12579162231129573,0.9609523809523809,0.58,0.8333333333333333,3,3,3,False,70f972d96aaf09639e5fc699cfe461ead6e9c91e663fd2ba260e4a183501362b
run_990f7eae3d7aa8425bd2,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,104729,1,35,1050,21,0.047619047619047616,0.047619047619047616,0.03333333333333333,0.03472112383895303,0.9542857142857144,0.58,0.75,3,3,5,True,ab23923c6cf17ff55c784fbcec39f69d288ca61a6bddc840ff3da985d64d0ebf
run_5fb5b21bb3c2b01cec14,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,104729,1,35,1050,21,0.19047619047619047,0.13528138528138528,0.19714285714285715,0.14686292437223786,0.983809523809524,0.8,0.75,3,3,5,True,9c6ee5df80ca9bd1913d73d0c07c732b9d632d71f4825436a32e824fb7dca45c
run_32601fb5a4324975ca6f,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,104729,1,35,1050,21,0.14285714285714285,0.11111111111111112,0.13047619047619047,0.10283822930881754,0.9457142857142858,0.58,0.8,3,3,5,True,8396fc8f3c86750d9b9cc571001151e3abbf2e1af4e2299d96bd14e74c86abf0
run_2d20afafa6c781002643,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,104729,1,35,1050,21,0.09523809523809523,0.0642857142857143,0.11142857142857143,0.07238728123748299,0.9457142857142858,0.5,0.8,3,3,5,True,d7c31ad2cd69951e3e5b9173a14a08a4e3485f04e1cc50e739d880b4ad4478dd
run_d7d5acd1cd706c826d05,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,1,7,1050,21,0.14285714285714285,0.11337868480725623,0.13714285714285715,0.11200696494814143,0.9752380952380955,0.8,0.16666666666666666,1,1,1,True,7309fe800fb4b4616944d213cc04c5d01af3b00dd6bf3ecfbdb342b3fb7bc4a5
run_a87de14cc46fc4766b92,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,130363,1,7,1050,21,0.047619047619047616,0.01680672268907563,0.0419047619047619,0.014983824280606165,0.9742857142857143,0.8,0.16666666666666666,1,1,1,True,56ae81657dcf888b7899a59189cf0cd1b5e08a0e4db113cb77337798aeb0588d
run_45c49eaac9d688bfd794,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,130363,1,21,1050,21,0.09523809523809523,0.06938775510204082,0.09428571428571429,0.06851661919569364,0.981904761904762,0.88,0.75,3,2,3,True,4086656ba54a7196e4aad1e39aab4794450900e23a9512e17da25d22154af7ef
run_709b8d05aae43ae91cd9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,130363,1,21,1050,21,0.09523809523809523,0.10714285714285714,0.07714285714285714,0.0889810164448602,0.9514285714285714,0.58,0.75,3,2,3,False,0b2ff694c14455b70eb7a6394db60fc00f0b3281a4f7f2fcd5abd0637da556c6
run_2baeba50e7e6e5ad6327,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,130363,1,21,1050,21,0.19047619047619047,0.1448051948051948,0.17333333333333334,0.12595111020629063,0.9419047619047619,0.52,0.6666666666666666,3,2,3,True,34ac300d629e3181735919ff6580d78b079cd7c89f7e0563057620a2527a39b7
run_7c51aa9ebeb24957d3db,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,130363,1,21,1050,21,0.14285714285714285,0.14285714285714285,0.09238095238095238,0.09156732006724663,0.9161904761904761,0.48,0.6666666666666666,3,2,3,False,3a7386d1cd255d99a8dd9a7f64b293270b3e378ad779fd156ffaaf55541e6760
run_5667202916c2e005b232,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,130363,1,21,1050,21,0.14285714285714285,0.15714285714285717,0.13142857142857142,0.14002142108114818,0.959047619047619,0.7,0.75,2,3,3,True,21882e32124f278444074d886d6cbdbb8fd54055da80cb28ad37857de60834b4
run_639e79bead4780ded5ab,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,130363,1,21,1050,21,0.19047619047619047,0.17155225726654297,0.17142857142857143,0.15349869701801083,0.9504761904761907,0.58,0.75,2,3,3,False,39a2df32e36731e1f40ff7c9d8841d580d5e67b064a4bd666c1c9a6e39a36dc8
run_122e9492013f5fc3836a,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,130363,1,21,1050,21,0.14285714285714285,0.10714285714285714,0.13714285714285715,0.10177420746792475,0.9609523809523811,0.62,0.8333333333333333,3,3,3,True,9cbe5af6728836b2fff78842a1143c9353fd9746ef00de6f8c7526fc587e1e2e
run_52c8f7765eb18cbe09e2,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,130363,1,21,1050,21,0.09523809523809523,0.06746031746031746,0.08952380952380952,0.06456654456654456,0.9657142857142857,0.8,0.8333333333333333,3,3,3,False,5802f98f70c497b2bf10baea90862f5955aefaf32f68c293fac52a1440076a9e
run_52b96d13f7836c7821f5,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,130363,1,35,1050,21,0.14285714285714285,0.12063492063492064,0.14,0.11637050410078396,0.9714285714285715,0.76,0.75,3,3,5,True,4819fbb69a9d11d5e89616ad50311d94495e37c685d3db35ac1087d09da85ad2
run_1d09888d77804aab3bdd,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,130363,1,35,1050,21,0.09523809523809523,0.07256235827664399,0.09428571428571429,0.07232062055591468,0.9800000000000001,0.8,0.75,3,3,5,True,46dc7dad41e7e853143b7df0a3a10bb3c5ec08ebdad8af36c710ab1c020732dc
run_584237ede2b8a2ef47b3,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,130363,1,35,1050,21,0.14285714285714285,0.11486291486291486,0.12285714285714286,0.0930681888691702,0.9485714285714286,0.46,0.8,3,3,5,True,2c74897831da72bde9afbe3d939bfa482898193e10eb9b96fefa56a3f8e2a4ec
run_95d354da05b20b4b22e9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,130363,1,35,1050,21,0.14285714285714285,0.08766233766233766,0.14476190476190476,0.08889503476903655,0.9800000000000001,0.8,0.8,3,3,5,True,11c39d90ad31dbe64524f1b89bcf80077df9318c0f19e8a192b9617482d278af
run_0285fecbe450d4e85733,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,1,7,1050,21,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.0937086591757791,0.9666666666666667,0.8,0.16666666666666666,1,1,1,True,4906effa7ac41ffd35bd887c507c9fe07a75e761a1a9e4b0912b52c409289d09
run_3e23f820e06c029994fb,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,155921,1,7,1050,21,0.14285714285714285,0.10760667903525047,0.1438095238095238,0.1072461831530039,0.9761904761904764,0.8,0.16666666666666666,1,1,1,True,dea4aa49200c4e9a54a19c83716e747cac7640618d6d7f42382c97d4e73cb70d
run_2a61a1fae3860b4bce9b,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,155921,1,21,1050,21,0.14285714285714285,0.09795918367346938,0.14,0.09494752588980877,0.9752380952380952,0.8,0.6666666666666666,3,2,3,True,765b6444f2f0381dab795a9b84addbe0d27de10f982c5355ff381911107f66e7
run_7997849fd7c5f898fa22,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,155921,1,21,1050,21,0.09523809523809523,0.07653061224489796,0.08952380952380952,0.07400517458891955,0.9733333333333334,0.8,0.6666666666666666,3,2,3,False,cc38eef10bc31a631167f2a143232d95952c7897469329a65b9a8889a53d5c47
run_9b514a0242c02406313b,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,155921,1,21,1050,21,0.14285714285714285,0.09795918367346938,0.14,0.09494752588980877,0.9752380952380952,0.8,0.6666666666666666,3,2,3,True,765b6444f2f0381dab795a9b84addbe0d27de10f982c5355ff381911107f66e7
run_1cf1f6b9491dcef738b0,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,155921,1,21,1050,21,0.09523809523809523,0.07653061224489796,0.08952380952380952,0.07400517458891955,0.9733333333333334,0.8,0.6666666666666666,3,2,3,False,cc38eef10bc31a631167f2a143232d95952c7897469329a65b9a8889a53d5c47
run_aff4f3d7c0af64673653,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,155921,1,21,1050,21,0.14285714285714285,0.10714285714285714,0.13714285714285715,0.10177420746792475,0.9666666666666667,0.62,0.8333333333333333,3,3,3,True,2a296450cf21308c5fac7aab365b5f98752484a61892267de442d523a8e4735b
run_3eef736017433869abd5,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,155921,1,21,1050,21,0.09523809523809523,0.06746031746031746,0.08952380952380952,0.06456654456654456,0.962857142857143,0.8,0.8333333333333333,3,3,3,False,73ed81bcf4538f5b14a2d5ca9362a984d8a152db41db951f2c1dc1df83ca411c
run_acffc692dbd05bb4d5a2,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,155921,1,21,1050,21,0.14285714285714285,0.10714285714285714,0.13714285714285715,0.10177420746792475,0.9666666666666667,0.62,0.8333333333333333,3,3,3,True,2a296450cf21308c5fac7aab365b5f98752484a61892267de442d523a8e4735b
run_bd05f459436b6f3f58c1,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,155921,1,21,1050,21,0.09523809523809523,0.06746031746031746,0.08952380952380952,0.06456654456654456,0.962857142857143,0.8,0.8333333333333333,3,3,3,False,73ed81bcf4538f5b14a2d5ca9362a984d8a152db41db951f2c1dc1df83ca411c
run_90682f851b2b388aaca6,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,155921,1,35,1050,21,0.09523809523809523,0.07936507936507937,0.07809523809523809,0.06682093191188929,0.9552380952380953,0.58,0.775,3,3,5,True,310932c4050ba1ddbd34b4443309b7ca62f7a067d02e696fc8dc871fcabf50e6
run_4cc5bb62545ea71bdfb4,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,155921,1,35,1050,21,0.19047619047619047,0.17063492063492064,0.19428571428571428,0.17702153526191391,0.9723809523809523,0.74,0.775,3,3,5,True,64601cf1b2838a5d9e68e84d7b822dc30dac6bb95814b537e0e5f17ceffc893a
run_4d32a6673118373f5abe,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,155921,1,35,1050,21,0.19047619047619047,0.15692640692640691,0.14857142857142858,0.12194236428021175,0.9323809523809524,0.52,0.8,3,3,5,True,06efebf6d1887e3ba0292f9c56ea68cb4810094ea2de6f6eabb474a1a16733ba
run_8267921913847af29324,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,155921,1,35,1050,21,0.19047619047619047,0.146031746031746,0.19238095238095237,0.14715749442908482,0.9590476190476193,0.52,0.8,3,3,5,True,21cf865f75169c53b78c8aedcef3a0613a7a700714a787c0f2a7197bb43a69a0
run_3b23eec8b82dd542527e,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,1,7,1050,21,0.09523809523809523,0.08843537414965986,0.09428571428571429,0.08832993315751936,0.9752380952380952,0.86,0.16666666666666666,1,1,1,True,b28006d9b30e0dc0cc5841e6ded2efcc7c42089aa7d40f19c1d3eedfd2e4e5e9
run_1d785543b7220bedee10,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,181081,1,7,1050,21,0.047619047619047616,0.025974025974025976,0.030476190476190476,0.017708829614352935,0.962857142857143,0.58,0.16666666666666666,1,1,1,True,00bc4bad3a92d7479fc37c9d50a418456a19c8ec2df29849a7c6b33d042f0f98
run_9b2e002ecc8935172788,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,181081,1,21,1050,21,0.09523809523809523,0.10317460317460317,0.09428571428571429,0.10226523909454692,0.9638095238095239,0.8,0.5,2,2,3,True,5edc5561753adb4b2b92178180cce465053fa0b4a0d47afd0baf6eb7fffb598a
run_3c41a554e94d3e7fe9de,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,181081,1,21,1050,21,0.047619047619047616,0.025974025974025976,0.04476190476190476,0.025501906350530203,0.9723809523809525,0.8,0.5,2,2,3,False,24e1dddd0518774b558e5c6595d470c561cbd0c2f6410c65ac8ae46fd1e15b17
run_43049dca66657eea6247,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,181081,1,21,1050,21,0.23809523809523808,0.16130298273155416,0.21523809523809523,0.14709461407577937,0.96,0.52,0.6666666666666666,3,2,3,True,bd6d375593237fb648b9c7469f910f1d1677825fb6835662948fd25273924540
run_640332dd917ee5e75e53,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,181081,1,21,1050,21,0.14285714285714285,0.10930735930735931,0.12476190476190477,0.09358933307367591,0.9542857142857144,0.58,0.6666666666666666,3,2,3,False,1e6f4c1830b29226f6ae56b0fcacebff4b53751803b15fcaba32f934dc229916
run_3f83cfc51b85eb3abd77,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,181081,1,21,1050,21,0.14285714285714285,0.15714285714285717,0.13142857142857142,0.14002142108114818,0.959047619047619,0.7,0.75,2,3,3,True,21882e32124f278444074d886d6cbdbb8fd54055da80cb28ad37857de60834b4
run_f57df341135a7e87e6d9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,181081,1,21,1050,21,0.19047619047619047,0.17732426303854876,0.17142857142857143,0.1592639597926194,0.9504761904761907,0.58,0.75,2,3,3,False,d85844ee5fb1ba04de32dba45b10272891c40e20f7ef41502d1922f6e5c4f19c
run_8e0c172037e27f4024a3,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,181081,1,21,1050,21,0.14285714285714285,0.10714285714285714,0.13714285714285715,0.10142093576387365,0.9723809523809525,0.8,0.8333333333333333,3,3,3,True,1bf3ea6324c99e2fb17ec3adcf028aebb193972dc248860ee156a405c48fde09
run_5326228a9822343be6e6,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,181081,1,21,1050,21,0.09523809523809523,0.06746031746031746,0.08952380952380952,0.06456654456654456,0.962857142857143,0.8,0.8333333333333333,3,3,3,False,73ed81bcf4538f5b14a2d5ca9362a984d8a152db41db951f2c1dc1df83ca411c
run_9565c00f3774add6d0a9,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,181081,1,35,1050,21,0.14285714285714285,0.09285714285714286,0.13142857142857142,0.08617626338634951,0.9742857142857143,0.82,0.75,3,3,5,True,02c1085d3718dd044aa5ea47700b167b962100fb7465f07d810beedd75d0dabf
run_3ea45484237d2c24ca2c,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,181081,1,35,1050,21,0.19047619047619047,0.16825396825396827,0.1895238095238095,0.16830601839737386,0.9876190476190475,0.92,0.75,3,3,5,True,bb8933648e9b646d44981267b860a1aaf3999b38164f3ae628321ce8efc236ec
run_b0ef13426a5ca21958a0,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,181081,1,35,1050,21,0.14285714285714285,0.11883116883116883,0.12857142857142856,0.10371568599024891,0.9514285714285714,0.52,0.8,3,3,5,True,b7a32d61c5e30478c1b1e956b00fa6b161a3994a259c3819b7cfafec0fc69a8a
run_f62195e04b8b7aa1f0c6,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,181081,1,35,1050,21,0.09523809523809523,0.055555555555555546,0.1,0.05891786545971568,0.9790476190476192,0.8,0.8,3,3,5,True,fefb36513ca81d48f71925ada6a9a39b55e47f0a3d8786acbcf70a9cb48e94bc
run_c4a9e13aba6b5ae5e80f,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,205439,1,7,1050,21,0.09523809523809523,0.08843537414965986,0.0980952380952381,0.08816981230774334,0.9800000000000001,0.8,0.16666666666666666,1,1,1,True,94a88c4d2d6b3bcfbc367d61510989697b66fd512e6e79371fb781985cefcacb
run_12b1f8fb4982abe5ea6d,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,205439,1,7,1050,21,0.14285714285714285,0.12142857142857144,0.1380952380952381,0.11289935450922851,0.9438095238095239,0.52,0.16666666666666666,1,1,1,True,645f8e7338ed624a28408bf697d8fa5411118976e5c53fcf895d86e44e0a4717
run_7c3613fde69030b375af,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,205439,1,21,1050,21,0.09523809523809523,0.09285714285714286,0.09047619047619047,0.08842824715009104,0.9476190476190477,0.6,0.6666666666666666,3,2,3,True,45e35c3c94f2e6e0a4d2f369c33412a120e6febf13b6f14e386eea35aa77c851
run_38b114c5169b5110cea0,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,205439,1,21,1050,21,0.09523809523809523,0.0642857142857143,0.08666666666666667,0.0611799125519333,0.9571428571428572,0.76,0.6666666666666666,3,2,3,False,8dd1caacd5e6b37156e1df684f588642c687f95a88b537f972da7f7fcfbe8936
run_a8c7dc2aaed3d2765a83,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,205439,1,21,1050,21,0.14285714285714285,0.09999999999999999,0.1361904761904762,0.09668834490317867,0.9695238095238097,0.8,0.75,3,2,3,True,6090845d5691604afa2878c967737ec515a8f8dcb893525f605bb0c8b89edcbb
run_01a0325fd599bc4634a4,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,205439,1,21,1050,21,0.14285714285714285,0.11224489795918367,0.13333333333333333,0.10648155131377,0.9685714285714287,0.8,0.75,3,2,3,False,c3a0f797492697a902c2cfcf74de124ee69ed82af5ed53cf8ff4d3ddc1c5a107
run_d8e0ff5aa2098f6dc2a0,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,205439,1,21,1050,21,0.047619047619047616,0.05714285714285715,0.049523809523809526,0.056108964108031276,0.9733333333333334,0.8,0.6666666666666666,2,3,3,True,ecf70287786cb4d8a45717122c35b258dbe231bdf1977ab07715454ca2fdf835
run_5645fe4932432821689b,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,205439,1,21,1050,21,0.09523809523809523,0.06746031746031746,0.07428571428571429,0.0541439371990101,0.9580952380952381,0.58,0.6666666666666666,2,3,3,False,37427df0dd717730cb6b9e6d71bf6edf76937fff67fdeea67a95c3d19624b2db
run_5f1a50295b027a0136e5,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,205439,1,21,1050,21,0.09523809523809523,0.09285714285714286,0.10476190476190476,0.09960958269124003,0.9676190476190476,0.86,0.8333333333333333,3,3,3,True,7d70f340c4b854b0a3fd07303122f9702264518f04dcc070192cd87e1f750128
run_60b07c8f2c08a507c788,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,205439,1,21,1050,21,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0678869528280121,0.9723809523809525,0.8,0.8333333333333333,3,3,3,False,22b63f489ebcecafd686b62e5c465f0dc14459818ca0773045abde78a78db674
run_3b0b9f6ad76bfbb467d8,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,205439,1,35,1050,21,0.09523809523809523,0.06168831168831169,0.09523809523809523,0.06270066555050113,0.9523809523809523,0.54,0.8,3,3,5,True,1f2808f547f38d0f91843775d8cced40302ee5fa48acc665e9f4b0e481f8481b
run_217b97ba66d831e7fbb2,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,205439,1,35,1050,21,0.09523809523809523,0.0642857142857143,0.09714285714285714,0.06486392658012731,0.9771428571428573,0.8,0.8,3,3,5,True,c4b59b3529ae3fb0c27ca918865571a24173d93801aa8cde9871a03805f44453
run_7d59cf59ee6c4665358f,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,205439,1,35,1050,21,0.09523809523809523,0.06168831168831169,0.09523809523809523,0.06270066555050113,0.9523809523809523,0.54,0.8,3,3,5,True,1f2808f547f38d0f91843775d8cced40302ee5fa48acc665e9f4b0e481f8481b
run_6dff99fb20a4b4fcc0b7,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,205439,1,35,1050,21,0.09523809523809523,0.0642857142857143,0.09714285714285714,0.06486392658012731,0.9771428571428573,0.8,0.8,3,3,5,True,c4b59b3529ae3fb0c27ca918865571a24173d93801aa8cde9871a03805f44453
run_509b19b63be05e142015,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,104729,2,0,1050,21,0.09523809523809523,0.08095238095238096,0.0761904761904762,0.061447139607481396,0.9561904761904763,0.54,,,,,True,e437a34fc80b44525012b326bcc82692c92a5762dd7eb53bb503f2ba6afd5588
run_e6c5131c5bbbbd39ef06,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,2,0,1050,21,0.09523809523809523,0.08095238095238096,0.0761904761904762,0.061447139607481396,0.9561904761904763,0.54,,,,,True,e437a34fc80b44525012b326bcc82692c92a5762dd7eb53bb503f2ba6afd5588
run_3e06d5e39dc2cb3a121c,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,2,0,1050,21,0.09523809523809523,0.08095238095238096,0.0761904761904762,0.061447139607481396,0.9561904761904763,0.54,,,,,True,e437a34fc80b44525012b326bcc82692c92a5762dd7eb53bb503f2ba6afd5588
run_aaa9b7f0f7fa8847f6c2,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,2,0,1050,21,0.09523809523809523,0.08095238095238096,0.0761904761904762,0.061447139607481396,0.9561904761904763,0.54,,,,,True,e437a34fc80b44525012b326bcc82692c92a5762dd7eb53bb503f2ba6afd5588
run_a9656be2e080ebbfa77c,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,2,0,1050,21,0.09523809523809523,0.08095238095238096,0.0761904761904762,0.061447139607481396,0.9561904761904763,0.54,,,,,True,e437a34fc80b44525012b326bcc82692c92a5762dd7eb53bb503f2ba6afd5588
run_3a38f8515c61f374b1c4,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,2,7,1050,21,0.19047619047619047,0.11355311355311357,0.16952380952380952,0.10539381629429023,0.961904761904762,0.62,0.16666666666666666,1,1,1,True,71f8d4037a70596c30cbd7b9731d8532d4d52e3f1d146ce48bcf0c2cd547101f
run_f132bbe850a6a33ac760,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,104729,2,7,1050,21,0.14285714285714285,0.10068027210884353,0.1676190476190476,0.11610751142610701,0.9533333333333334,0.66,0.16666666666666666,1,1,1,True,c131572153403e19ba770969aaa96aa4707bb3fe4a84b08874d245d4f875bfbd
run_9365c8f3a0a135ee41ab,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,104729,2,21,1050,21,0.09523809523809523,0.0642857142857143,0.1019047619047619,0.07246383513125908,0.9619047619047618,0.8,0.6666666666666666,2,3,3,True,1d72e2fd94874a0b98a87702b15e90d313fcae36699f7255fd80ff608f23c945
run_4f8f3a71de86c0cdc440,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,104729,2,21,1050,21,0.23809523809523808,0.20907029478458053,0.24666666666666667,0.21316132273064373,0.9485714285714285,0.7,0.6666666666666666,2,3,3,False,15500fc3f9091de47bcf71d960779d059aba71c0c1dda4fcff25347294c7be4b
run_0393cc8905649973aecb,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,104729,2,21,1050,21,0.14285714285714285,0.13333333333333333,0.1438095238095238,0.1356593219918028,0.9695238095238095,0.8,0.75,3,2,3,True,4d31ade866f21b1a569320c33e395c670d0ba1461815a75396121cbf95dc1830
run_6f79197453d86cd93c9a,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,104729,2,21,1050,21,0.19047619047619047,0.16938775510204082,0.1980952380952381,0.18019328431336154,0.96,0.7,0.75,3,2,3,False,3d5d61ce860ff9709712e927ffa48c697f0637512fa91084e6bcd5110e63768d
run_736b50eee01e0ca25ea4,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,104729,2,21,1050,21,0.14285714285714285,0.1598639455782313,0.14761904761904762,0.16446132144367387,0.9714285714285713,0.8,0.75,2,3,3,True,181efd63155044976e960f867f43c0741785474c55bb9e7ccfb049de61ad783a
run_678f92e0ebf71645e6ab,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,104729,2,21,1050,21,0.2857142857142857,0.25986394557823134,0.2980952380952381,0.27085010556434824,0.9580952380952381,0.7,0.75,2,3,3,False,cb958c07a1d5761a4bfb5f50e5fa7cf07c8a4d4b8c53fca28e4f27a2b62c44b6
run_92b60901f1a6532eb677,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,104729,2,21,1050,21,0.14285714285714285,0.13605442176870747,0.16095238095238096,0.14748646446414077,0.9533333333333334,0.8,0.8333333333333333,3,3,3,True,c65c56ac9c89b11890691f6a594109380bf5f0ccb893b5bd49405d11fe665a3e
run_042e61aa80cdd042e4db,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,104729,2,21,1050,21,0.19047619047619047,0.15964749536178108,0.20761904761904762,0.1763111148200329,0.9695238095238095,0.76,0.8333333333333333,3,3,3,False,823b0813df750069f725dd1dfde012482f5c4d648ef9aa832e6321e2ac1d0f6a
