budget,method,source_seed,support_seed,accuracy,macro_f1,balanced_accuracy,worst_class_f1,prediction_sha256
7,TARGET_ONLY_COSINE_PROTOTYPE,45,405019,0.14317460317460318,0.128045413303067,0.14317460317460315,0.0,b7820478fad09d93c69289fba84594ad9fa9433337655c1e188d578d0182df6a
7,TARGET_ONLY_COSINE_PROTOTYPE,45,430007,0.14126984126984127,0.13592204192354898,0.14126984126984127,0.0,aba7d03be7a5118c9f5b8b6b32545630d3f01738228451aa5c274f1f6ec6c695
7,TARGET_ONLY_COSINE_PROTOTYPE,45,455003,0.15777777777777777,0.14103194559519555,0.15777777777777777,0.0,f9c3548b3a1b4f172dddf219b6413bd4aab2eaea906cf1836b4bf252445c2599
7,TARGET_ONLY_COSINE_PROTOTYPE,45,480017,0.10126984126984127,0.07243719761279913,0.10126984126984127,0.0,d6f204f7e1c892ae31383d956717979f35b65eaac7822a2b39044a3cd7572aa3
7,TARGET_ONLY_COSINE_PROTOTYPE,45,505027,0.1415873015873016,0.11071119325850688,0.1415873015873016,0.0030959752321981426,044aba1bc38f34b407e356c4484aad58aaf58408e0e8cf7e7b0a6332004d2840
7,TARGET_ONLY_COSINE_PROTOTYPE,45,530017,0.15428571428571428,0.14072601317902309,0.1542857142857143,0.0,f0101f4970562a1aa75dff93e4252fb38bb30d23f2e260c81b7b20caa0b892dc
7,TARGET_ONLY_COSINE_PROTOTYPE,45,555029,0.09301587301587301,0.08321251604597715,0.093015873015873,0.0,8a930e2b74b3dd6a884e8dc92bae2d74cde14e99607d0a23a81b9eb854615424
7,TARGET_ONLY_COSINE_PROTOTYPE,45,580031,0.16158730158730158,0.14777572321982782,0.16158730158730158,0.0,3286cad42647d75f14c9826319d48e3dd743d5b55eba4870ec2fdb97f88e5d69
7,TARGET_ONLY_COSINE_PROTOTYPE,46,104729,0.1111111111111111,0.07304803276157316,0.11111111111111112,0.0,e5f3161ba98cd3decb704d889e29a532268bd4f824b366adeff32ec09aa683e0
7,TARGET_ONLY_COSINE_PROTOTYPE,46,130363,0.1295238095238095,0.08531454491965429,0.12952380952380954,0.0,408f09632b49654df54febea1f00225bb7314b144a262a5aa7ffe6823571a624
7,TARGET_ONLY_COSINE_PROTOTYPE,46,155921,0.11079365079365079,0.09639960365138005,0.11079365079365079,0.0,ce9d2453428b910c6bb80d57a116f2f7180b1ddd6ed53f57e0c0a9a4ec4b1b6e
7,TARGET_ONLY_COSINE_PROTOTYPE,46,181081,0.17777777777777778,0.17487033286510975,0.17777777777777778,0.014218009478672985,d00f1e3868fbbafad2d7452d644f22279247cacd0331b49d81e2dbd859ccdf24
7,TARGET_ONLY_COSINE_PROTOTYPE,46,205439,0.1365079365079365,0.1213510431002341,0.1365079365079365,0.0,5df1d3ec56d837d1210f7621bb38dec8dbeba8d8ff173f0fc01ded6c0c8a39f9
7,TARGET_ONLY_COSINE_PROTOTYPE,46,230003,0.15492063492063493,0.13621765233110722,0.15492063492063493,0.0,7c6455ae27e4b1a80a9bc6a766d7e9d4794dbcaa89ffbd740d99d5ffbe859f5f
7,TARGET_ONLY_COSINE_PROTOTYPE,46,254959,0.15714285714285714,0.1362436115267623,0.15714285714285717,0.0,8912499e473bd21e49b649794c71465c209aec736cb9766a78deee4847f12cd7
