budget,method,true_class,predicted_class,mean_count_per_unit,row_normalized,unit_count
100,TARGET_ONLY_COSINE_PROTOTYPE,4,0,68.37,0.15193333333333334,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,1,36.85,0.08188888888888889,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,2,42.5,0.09444444444444443,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,3,122.02,0.27115555555555554,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,4,5.61,0.012466666666666666,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,5,130.8,0.29066666666666663,100
100,TARGET_ONLY_COSINE_PROTOTYPE,4,6,43.85,0.09744444444444443,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,0,70.35,0.1563333333333333,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,1,62.23,0.13828888888888888,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,2,20.3,0.04511111111111111,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,3,55.42,0.12315555555555555,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,4,35.86,0.07968888888888888,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,5,158.77,0.3528222222222222,100
100,TARGET_ONLY_COSINE_PROTOTYPE,5,6,47.07,0.10459999999999998,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,0,104.47,0.23215555555555556,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,1,22.39,0.04975555555555556,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,2,53.09,0.11797777777777778,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,3,70.16,0.1559111111111111,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,4,14.81,0.03291111111111111,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,5,106.47,0.2366,100
100,TARGET_ONLY_COSINE_PROTOTYPE,6,6,78.61,0.1746888888888889,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,0,41.22,0.0916,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,1,54.36,0.1208,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,2,94.36,0.2096888888888889,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,3,39.3,0.08733333333333333,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,4,51.42,0.11426666666666667,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,5,55.02,0.12226666666666668,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,0,6,114.32,0.2540444444444444,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,0,44.86,0.09968888888888888,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,1,68.24,0.15164444444444444,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,2,123.55,0.27455555555555555,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,3,73.29,0.1628666666666667,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,4,14.18,0.03151111111111111,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,5,63.66,0.14146666666666666,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,1,6,62.22,0.13826666666666668,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,0,95.52,0.21226666666666666,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,1,35.27,0.07837777777777778,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,2,87.64,0.19475555555555557,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,3,16.8,0.037333333333333336,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,4,23.38,0.05195555555555555,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,5,123.06,0.2734666666666667,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,2,6,68.33,0.15184444444444445,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,0,84.12,0.18693333333333334,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,1,92.09,0.20464444444444446,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,2,77.47,0.17215555555555556,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,3,22.54,0.050088888888888884,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,4,31.3,0.06955555555555555,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,5,37.38,0.08306666666666668,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,3,6,105.1,0.23355555555555554,100
100,FROZEN_C1_SOURCE_ANCHORED_LINEAR_SOFTMAX,4,0,42.01,0.09335555555555555,100
