budget,source_seed,support_seed,fold,support_rows,class_count_min,class_count_max,regularization_lambda,initial_support_cross_entropy,support_cross_entropy,proximal_penalty,initial_objective,final_objective,objective_reduction,gradient_inf_norm,optimizer_iterations,optimizer_function_evaluations,closure_evaluations,support_accuracy,support_macro_f1,support_worst_class_f1,weight_displacement_frobenius,bias_displacement_l2,anchor_head_sha256,adapted_head_sha256,optimizer_completed_finite
21,46,580031,1,21,3,3,100.0,2.657870957995035,1.543544213166311,0.2437586107535235,2.657870957995035,1.7873028239198345,0.8705681340752003,5.128464896277801e-07,43,52,52,0.3333333333333333,0.3251700680272109,0.0,2.0929476872537514,0.06919093781025226,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,3f5e3002dfa4fd2e8a1ac022910acbccaddcffaaf33c88a1783c3b0a4a0d92bb,True
35,46,580031,1,35,5,5,100.0,2.4740624754495695,1.6542071439941417,0.15615831111428843,2.4740624754495695,1.81036545510843,0.6636970203411394,3.2973020037269096e-07,52,70,70,0.34285714285714286,0.33427128427128433,0.0,1.6748820504336117,0.06370348562950279,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,19875ac2252d2383f30cfaff5fc7cf3018258df37834dfbe58d7724494816a40,True
50,46,580031,1,50,7,8,100.0,2.4872254243611156,1.697128974967823,0.13670351743253,2.4872254243611156,1.8338324924003528,0.6533929319607628,2.151771741439783e-07,37,40,40,0.28,0.29311584773769644,0.14285714285714285,1.5671985377980535,0.056435996800429974,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,3304b0a13eea450fdbc7adff38ac950e82c15e87acda6eef269581ab61aba84b,True
100,46,580031,1,100,14,15,100.0,2.5942864155605587,1.7223236152730044,0.1405592236364381,2.5942864155605587,1.8628828389094425,0.7314035766511162,6.886978904321753e-07,58,69,69,0.3,0.3090567682557402,0.12121212121212122,1.589245594437129,0.05439553089819597,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,debd0e16f83fb3ac5247eac5018aaa648b20353e0f8c178f0c67b72d748f5ca4,True
200,46,580031,1,200,28,29,100.0,2.574040847380279,1.705189812805742,0.1345947595956954,2.574040847380279,1.8397845724014372,0.7342562749788417,1.7673211863975316e-07,41,47,47,0.33,0.33745329155538933,0.12698412698412698,1.5549123214353218,0.060061616488220525,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,6a59d75c175ce5a97b4fcee629e0661827a4903310a4b5052424334d37a502db,True
500,46,580031,1,500,71,72,100.0,2.5777948033138096,1.7068350911055437,0.1335574285257405,2.5777948033138096,1.8403925196312843,0.7374022836825254,3.39406942816492e-07,42,48,48,0.312,0.3152945924086477,0.15757575757575756,1.548913130215914,0.05971812306838014,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,7d9bfa46ee99e72abbb483ea6b0638924917a83ea87e4ca38a8a8f96882089cf,True
7,46,104729,2,7,1,1,100.0,2.4844861550480934,1.0378409395028234,0.41501731698148303,2.4844861550480934,1.4528582564843064,1.031627898563787,2.6611603239773407e-07,42,49,49,1.0,1.0,1.0,2.731655057731436,0.06497828919836543,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,8c39c0f5b1adef190e339a9265326f3e3690fec0e777e1748da9d9190eb87bd9,True
10,46,104729,2,10,1,2,100.0,2.625420962209265,1.154291419228615,0.40874975115479395,2.625420962209265,1.5630411703834088,1.062379791825856,2.098055921963965e-07,41,45,45,0.7,0.5857142857142856,0.0,2.710981760936898,0.06313410443031679,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,f7fea378ad59b29b1226983d8fd55c70d78ab19a5561b3e10ebff01a6e1bbdbf,True
20,46,104729,2,20,2,3,100.0,2.5957595795839454,1.586658446960055,0.26818396705459924,2.5957595795839454,1.8548424140146542,0.7409171655692912,5.666638134178836e-07,44,53,53,0.45,0.4034013605442177,0.0,2.195251822013066,0.07415527803570741,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,f8b1d24425d86b144a3901901eaf14470711b4f754cfa70271c8dee527183473,True
21,46,104729,2,21,3,3,100.0,2.6975509432205564,1.6271207015176252,0.26061266553664647,2.6975509432205564,1.8877333670542717,0.8098175761662847,2.52173342946832e-07,39,49,49,0.38095238095238093,0.38231292517006793,0.2857142857142857,2.1640364516738604,0.07326724255135153,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,f80587e468aa31ccc1712a8c99af53124cd38ea598bd11c6edd6c8af5ec37c06,True
35,46,104729,2,35,5,5,100.0,2.976530606947099,1.8281537050194117,0.215747752484022,2.976530606947099,2.0439014575034338,0.9326291494436654,3.732803604515611e-07,41,47,47,0.22857142857142856,0.2339105339105339,0.0,1.9692694404489801,0.05727074385160389,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,54b14e5098e20473aaea8d0530114bf917d0cb767fa75ff4c0c5cf1916d89d65,True
50,46,104729,2,50,7,8,100.0,2.8970855610400816,1.8633132739626006,0.20851946136520033,2.8970855610400816,2.071832735327801,0.8252528257122806,2.3564753468853505e-07,40,45,45,0.28,0.28321490539535654,0.16666666666666666,1.9362838119921948,0.04549845466528634,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,d58d35a9f617d2f33d58f4ad47a40c5fe6279c393b7b17e8c9ba6fe0c965ffc5,True
100,46,104729,2,100,14,15,100.0,2.987153114006903,1.8672647498489925,0.21876976915289356,2.987153114006903,2.086034519001886,0.9011185950050171,1.5211238822004924e-07,44,59,59,0.19,0.2044446228778026,0.05405405405405406,1.9832088238122179,0.05050651654902267,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,994ca9785567b7d5676c4dfbdb73007adfc3542df92b192b8fc58ac81e457047,True
200,46,104729,2,200,28,29,100.0,2.9717999754735844,1.869943291027852,0.20460939298632702,2.9717999754735844,2.074552684014179,0.8972472914594056,1.442427313043393e-07,44,50,50,0.225,0.23344783217092235,0.15625,1.9179721997440204,0.048016880709871874,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,627a39e33f561026bc8addaae9019fea582b4cd170274f353012bfb256534910,True
500,46,104729,2,500,71,72,100.0,3.0061671583397467,1.883475391497444,0.21089517384051865,3.0061671583397467,2.0943705653379627,0.911796593001784,2.591244755182297e-07,47,55,55,0.226,0.2329289056857177,0.15384615384615385,1.9472575465377575,0.04682120078217921,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,1ced36faacf9a999181ee1cde829950784e9db6afb9d88db3d9c4b4d56865ce8,True
7,46,130363,2,7,1,1,100.0,2.485257892351722,1.0402260803846282,0.41533137615860805,2.485257892351722,1.4555574565432363,1.0297004358084858,9.156994549603011e-07,35,40,40,1.0,1.0,1.0,2.732698270586671,0.06458807185524591,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,68ab27743993827a968ed1ec3e48447ccb838bd9c4766f099cd92bfff6cd8130,True
10,46,130363,2,10,1,2,100.0,2.9770205801437,1.3301232788558246,0.4009352710834553,2.9770205801437,1.7310585499392799,1.2459620302044203,4.1726977598882664e-07,48,65,65,0.6,0.44761904761904764,0.0,2.684583713331266,0.07639249248369216,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,ca75cbcdf15cbe4ae69fb1ee96c173f092534d8cadbb90c6404f231245f5cf33,True
20,46,130363,2,20,2,3,100.0,2.9085783142341963,1.6578429067381564,0.3129365671238436,2.9085783142341963,1.970779473862,0.9377988403721964,2.87604827387683e-07,43,49,49,0.5,0.5027210884353741,0.2857142857142857,2.372272213850481,0.04531430183602755,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,2a7eda55f2ef16d80f048fb48112d715f4f490eb55e62b1547915345b0e46038,True
21,46,130363,2,21,3,3,100.0,3.04717701002948,1.710737394816712,0.31762115527933776,3.04717701002948,2.0283585500960495,1.0188184599334305,1.6708782452079518e-07,44,51,51,0.42857142857142855,0.4149659863945578,0.0,2.3900254649243293,0.04222393265113941,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,ad4d990fff10f47597c1a924018f806aede114cf50b164812e8ccd20349944a1,True
35,46,130363,2,35,5,5,100.0,3.185766773530622,1.886266219919278,0.24448852519391245,3.185766773530622,2.1307547451131903,1.0550120284174316,3.232451017487828e-07,44,50,50,0.2,0.2061050061050061,0.15384615384615385,2.0966664663801367,0.048355940643497235,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,e2bf82a24512f0ec671a0d8237501b86250181f708fe31ae3ca52bf94e484a3a,True
50,46,130363,2,50,7,8,100.0,2.9256012451084303,1.8611180464468497,0.212432527232992,2.9256012451084303,2.073550573679842,0.8520506714285885,1.9779820929766156e-07,42,49,49,0.26,0.258541959293839,0.14285714285714285,1.9542686858143294,0.049950661327523536,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,7423fde1365cd2a0c2f8ce4e075e71497e5bbc7885cd0216eb42ec499506dcac,True
100,46,130363,2,100,14,15,100.0,3.0016423805796943,1.8793590345333984,0.22155785877730838,3.0016423805796943,2.100916893310707,0.9007254872689874,3.007358998375481e-07,44,49,49,0.21,0.21194071673334344,0.14285714285714285,1.995917797567924,0.046238779778315586,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,f5ebae4d095f0acbf5b31ab8fdaad0a5d1b8074eaf3d3f2f9e10d611aa3773dd,True
200,46,130363,2,200,28,29,100.0,3.0373067800253257,1.899967045261958,0.21651727585880104,3.0373067800253257,2.116484321120759,0.9208224589045666,1.9833422439672135e-07,45,51,51,0.245,0.24829763241518624,0.16,1.973062923791217,0.046567064114940326,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,9431f2891bade1d0168145081b22b9345f91e95a0d600f2f1511f6836626c6f1,True
500,46,130363,2,500,71,72,100.0,3.0270530621918814,1.8878239529699645,0.21361480305320124,3.0270530621918814,2.1014387560231658,0.9256143061687157,2.4680767729892694e-07,54,58,58,0.226,0.22921675940465214,0.15483870967741936,1.9598129182994677,0.04542721864273272,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,f3b57dcc8a60dd01ab131f0900fa5eff77cff63e85ac69f852db7b59ef67af39,True
7,46,155921,2,7,1,1,100.0,3.7617039732904556,1.166286842442823,0.6551134586200024,3.7617039732904556,1.8214003010628255,1.9403036722276301,3.8547447025940457e-07,41,46,46,1.0,1.0,1.0,3.4317461305693824,0.09278801590673412,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,3fbb791bfa81453a5dc9826484f7f60ced642a19cf7260a520d484c50ef3e585,True
10,46,155921,2,10,1,2,100.0,3.5127778800863267,1.3045315568131122,0.5372733905782278,3.5127778800863267,1.8418049473913398,1.670972932694987,3.355126777597993e-07,40,45,45,0.5,0.2959183673469387,0.0,3.107958396841452,0.07837665471951692,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,bb41d25d4ae684056bd3126208a9a88be85184c8ef3716a305d72115dd567094,True
20,46,155921,2,20,2,3,100.0,3.2241701289980824,1.7345901077210701,0.3555424791670628,3.2241701289980824,2.090132586888133,1.1340375421099496,2.1207113976885739e-07,42,50,50,0.35,0.3251700680272109,0.0,2.528078264564884,0.07091888641301333,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,54f3c22d0a83e2c5aedb53be3459f10743706d1c3ce0638e5858c98443e21088,True
21,46,155921,2,21,3,3,100.0,3.1654187279285346,1.7542068203509549,0.3289519330109149,3.1654187279285346,2.08315875336187,1.0822599745666648,2.3562899848601424e-07,85,90,90,0.38095238095238093,0.38231292517006804,0.0,2.4316880544314468,0.06883662398581873,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,b527ea3f69d6779d6eef4917c688e6f3abfd19011af8bd867910f3025774bd0f,True
35,46,155921,2,35,5,5,100.0,2.945666209518396,1.8407544389876649,0.21132154668505052,2.945666209518396,2.0520759856727153,0.8935902238456808,2.685112473338469e-07,54,60,60,0.2,0.1963924963924964,0.0,1.9488245372188069,0.061298841734277465,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,4a7aa423e52a5f2ca3a6db9f5d1b0c110361d05bbd596e6e2e4eab0e9b61d290,True
50,46,155921,2,50,7,8,100.0,3.0965474900473953,1.8985844528824076,0.23109099386643292,3.0965474900473953,2.1296754467488404,0.9668720432985549,1.6606882893759685e-07,53,70,70,0.16,0.14983429269143556,0.0,2.0383420148425446,0.049887976354675845,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,e58cc85694a9752b1ea1fadc7f30a2ddfe9d3ff29465d2086a609d0ad55827f1,True
100,46,155921,2,100,14,15,100.0,3.0890922166728148,1.8861906436908682,0.2349223491985864,3.0890922166728148,2.1211129928894548,0.96797922378336,1.8466928595334275e-07,43,50,50,0.19,0.18945178738903792,0.06451612903225806,2.0551552871410763,0.05089015443727738,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,9ce37de0bcd2c90b3f4353c9073a17649a90d0aa681e3e7d8dcc51d54827c3cd,True
200,46,155921,2,200,28,29,100.0,3.0062166658121536,1.8860991862220613,0.20992102275704344,3.0062166658121536,2.096020208979105,0.9101964568330487,2.38916973472475e-07,42,48,48,0.2,0.20149590830684255,0.08163265306122448,1.9426291472235218,0.05168361207213496,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,945739d94a063c576122e49173e0047d4a4ec6f77ab333d29e0b4530b1c16d7d,True
500,46,155921,2,500,71,72,100.0,3.0030282761639087,1.8913591726978816,0.20600420603503788,3.0030282761639087,2.0973633787329193,0.9056648974309893,1.3773646962388086e-07,51,57,57,0.214,0.22137128250459973,0.14492753623188406,1.9245078442249928,0.04780401747553922,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,5f49396ed0eecb4ad90cb2802bdf9e078b37b56f2f77e69ac7675916426bf0aa,True
7,46,181081,2,7,1,1,100.0,3.204210433901011,1.086901688943569,0.5295366438562356,3.204210433901011,1.6164383327998046,1.5877721011012063,2.0986958421901486e-07,50,57,57,1.0,1.0,1.0,3.0863564531198877,0.027714026392823412,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,bc8d7cb294cce6b8b4da73c39cf8fb59d94c5498f3174f414099bce9aba74a0f,True
10,46,181081,2,10,1,2,100.0,2.9035928431431186,1.2983656928186118,0.3903604286425145,2.9035928431431186,1.6887261214611264,1.2148667216819922,2.2457334320977185e-07,53,58,58,0.6,0.4238095238095238,0.0,2.649695259391947,0.04122066999308376,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,e46ae726569885929084efa0a3d33ee56d37423b508c63ff90e27aaf4b88c582,True
20,46,181081,2,20,2,3,100.0,2.928520508740678,1.5299509890434078,0.29282410047650176,2.928520508740678,1.8227750895199095,1.1057454192207683,2.561776522615189e-07,52,70,70,0.45,0.40578231292517003,0.0,2.294619537847327,0.05125177169216907,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,165244804cc2004ca4316557d2056ff8db163bcd7abf78ceceb26309c67c1d04,True
21,46,181081,2,21,3,3,100.0,2.802396671046,1.5756624456333168,0.25809924673710394,2.802396671046,1.8337616923704207,0.9686349786755792,2.276574950273863e-07,63,91,91,0.38095238095238093,0.3772108843537415,0.0,2.1543821476689797,0.04293029938975034,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,6252665a91c7cfd2818de726a27fc4a3d548a72d5b8e0c4f1909d3f95896ee62,True
35,46,181081,2,35,5,5,100.0,3.1197322548059074,1.8503142140277216,0.24455817186044237,3.1197322548059074,2.0948723858881637,1.0248598689177437,1.8527151631440864e-07,98,101,101,0.2571428571428571,0.2594516594516595,0.0,2.0970777075271307,0.043204170656452615,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,ef482f4229fa1443745ad06228fe065042a335282777b08c926204e66dd5eec5,True
50,46,181081,2,50,7,8,100.0,2.9983377854274402,1.8440794719492346,0.23137501027112106,2.9983377854274402,2.075454482220356,0.9228833032070844,6.874445461733936e-07,57,62,62,0.26,0.26129446994108646,0.125,2.039688643409081,0.04589850461064983,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,e8d18e3e879c762feead0057df9da4af78cee2a9a86dda5e6179bf4064c25dde,True
100,46,181081,2,100,14,15,100.0,2.9537345885144806,1.845760012124172,0.20518880682731094,2.9537345885144806,2.050948818951483,0.9027857695629975,3.131443572328141e-07,55,71,71,0.23,0.24365081646865328,0.11764705882352941,1.9206769918929023,0.048440970640096816,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,79fc850d9aceff1f5afec742bdabbb40dfd2d21e89648bb13d4e80c8842bfa20,True
200,46,181081,2,200,28,29,100.0,3.0259304117845236,1.8866845665365701,0.21081446733540454,3.0259304117845236,2.0974990338719746,0.928431377912549,4.885060446289296e-07,49,69,69,0.205,0.2083583121683808,0.11538461538461539,1.9468679976334602,0.04751070568418886,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,82c7e5005e1fb04a52697a110f03cd5c8bdc9a4f089dd321bee5bdaa40d69da9,True
500,46,181081,2,500,71,72,100.0,3.0142135306723516,1.8824735354117246,0.20920980377771378,3.0142135306723516,2.0916833391894385,0.9225301914829132,2.3589246963065524e-07,45,52,52,0.224,0.22932078916449147,0.16541353383458646,1.9394441697127116,0.047335848238314326,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,bae142bee0002135b660126c6a9863ff0301201f2d7266844cb37ccfba928292,True
7,46,205439,2,7,1,1,100.0,3.4403011565570827,1.089799465144783,0.5633290921124604,3.4403011565570827,1.6531285572572436,1.787172599299839,2.0634718259256168e-07,42,47,47,0.8571428571428571,0.8095238095238095,0.0,3.182594272896923,0.07337616252479298,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,d5266e21c9d242f6c9f8856dffb59c4e4a01c42cb4bd15be2bc2deecde978b45,True
10,46,205439,2,10,1,2,100.0,2.993369989219617,1.2521178993429205,0.45829391002283176,2.993369989219617,1.7104118093657523,1.2829581798538645,1.9288740727915754e-07,63,80,80,0.7,0.5999999999999999,0.0,2.870384522182715,0.07483405725101956,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,5aa4e55bba38830f90ee58294f8d4f653945f6d92b402d3b847e3d11152f7030,True
20,46,205439,2,20,2,3,100.0,2.9194108202609304,1.6190381751383185,0.2683484425272003,2.9194108202609304,1.8873866176655187,1.0320242025954116,4.1652802161649266e-07,48,65,65,0.55,0.5605442176870749,0.2857142857142857,2.196454825898533,0.05634428854266117,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,1aa90a0af7cd7570ce9088edd9415cd90cc4824fa086463657cdddbb22084a99,True
21,46,205439,2,21,3,3,100.0,2.9840517126583834,1.6261728749537094,0.26551812394087493,2.9840517126583834,1.8916909988945845,1.092360713763799,2.1663896716470066e-07,63,65,65,0.42857142857142855,0.41292517006802726,0.0,2.1846047012361196,0.0646014630900965,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,6d16bb5a8f0af70014075563a80b63ad148e9a83182dbeefc1ee1916c8b6f37c,True
35,46,205439,2,35,5,5,100.0,3.1830304272476506,1.8620132531493578,0.2528194211571398,3.1830304272476506,2.1148326743064976,1.068197752941153,5.415906370528911e-07,40,46,46,0.2571428571428571,0.25739022881880025,0.16666666666666666,2.1321229389043554,0.04767766788339762,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,41e1bbf2c8f7a54f79810bb1c124e2d02ee98c77ce8ba8195c08f9b7e5f39f3b,True
50,46,205439,2,50,7,8,100.0,3.0387760936299015,1.867083253709514,0.23541118097958547,3.0387760936299015,2.1024944346890995,0.9362816589408021,4.5343454931762173e-07,40,48,48,0.2,0.20591630591630591,0.1111111111111111,2.057445372372766,0.044336052199412924,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,2bcd45e820be9468ae87fa2102b7c41c1f5e8cdce019905eeb2eb31c48e2ce68,True
100,46,205439,2,100,14,15,100.0,2.991049443883357,1.8861789559584985,0.20680367038346992,2.991049443883357,2.0929826263419686,0.8980668175413884,2.0981795033001016e-07,45,55,55,0.24,0.24533794804471493,0.14814814814814814,1.9282807789836691,0.046165653908056506,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,06a29298f23a479db1773aaa32f81e1061bf50b6ef2c3f706ed694a0e70e0db7,True
200,46,205439,2,200,28,29,100.0,3.0178447439973066,1.8850197551060333,0.21172043793470163,3.0178447439973066,2.096740193040735,0.9211045509565716,1.8402078988746795e-07,38,46,46,0.205,0.20773451073234955,0.11764705882352941,1.9511632937354515,0.042573226618469615,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,6c664ff889155e82828172b3225e4c03dc50933c35e4c22014f8bd8935137a5b,True
500,46,205439,2,500,71,72,100.0,3.0230960588417783,1.8943249723689337,0.21268531555739903,3.0230960588417783,2.107010287926333,0.9160857709154455,5.408725555142158e-07,52,72,72,0.21,0.21589750863060236,0.1267605633802817,1.95557378204824,0.044045542829568046,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,8d6ad7609b6e51badfbf888e4f505db0801dd8ae2d98ee4c1c77c651b778ea67,True
7,46,230003,2,7,1,1,100.0,3.218782002660975,1.0841524094311015,0.5285356303124897,3.218782002660975,1.6126880397435912,1.6060939629173838,2.7481110096393147e-07,43,48,48,1.0,1.0,1.0,3.0834337628533914,0.02814639261907865,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,78592dcd58b1eccd2c5a38fc6c60f7c302e6796b7bb79966f6f0431759cdccab,True
10,46,230003,2,10,1,2,100.0,2.936647556453788,1.2206514747763841,0.4314181562309907,2.936647556453788,1.6520696310073748,1.2845779254464134,1.4552391062322423e-07,50,61,61,0.7,0.5142857142857143,0.0,2.785600074431265,0.04055682339699151,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,bc16540159dda8d0eefae683f1019ed16385b51b53b621e7c8c653d57d724e2d,True
20,46,230003,2,20,2,3,100.0,2.9609400300889144,1.5848089088419353,0.34732531144794737,2.9609400300889144,1.9321342202898826,1.0288058097990318,3.2114610519669295e-07,47,52,52,0.5,0.5260770975056689,0.0,2.49918087046913,0.049772780008089844,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,812fcb7735a3a0a3f2b7c4135ca3b275740c8c7cfdcc3bf0985f2e95a06bd96b,True
21,46,230003,2,21,3,3,100.0,2.9584208601791406,1.6112993418662123,0.32652388414776773,2.9584208601791406,1.93782322601398,1.0205976341651606,5.506226895598404e-07,42,48,48,0.38095238095238093,0.3935374149659864,0.0,2.4231463606099353,0.05026321598508138,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,2876f9664bdd5bc845e269d754b6bc005aaf8351dc3c2a5f2a3d075bc9e2b588,True
35,46,230003,2,35,5,5,100.0,2.8775798814878257,1.771963785460889,0.21204590671142917,2.8775798814878257,1.984009692172318,0.8935701893155077,2.2134823835992523e-07,44,60,60,0.22857142857142856,0.2451453308596166,0.0,1.952501848769912,0.049420565442796084,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,c4200de468e85c1794d544e6d049c580a862dafaf574f1b34792f674892bc16b,True
50,46,230003,2,50,7,8,100.0,3.002994625264981,1.875167980365719,0.21981223226225466,3.002994625264981,2.0949802126279735,0.9080144126370073,2.86508972424486e-07,39,48,48,0.24,0.2485958485958486,0.0,1.988154313824571,0.040798073713253565,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,4a510227097e55c4e470227d3e5344c599d5e81b083ce56d8e234f16346fb864,True
100,46,230003,2,100,14,15,100.0,2.9748539416774515,1.8826512349780418,0.21204183922566003,2.9748539416774515,2.0946930742037018,0.8801608674737498,1.4911199550798893e-07,45,52,52,0.21,0.22555806312167762,0.05714285714285714,1.9525953087735521,0.044768826488332844,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,91cfb93a3302ff89162f6d797eb397215c27f3c3ffd92731ca27caacc747d95a,True
200,46,230003,2,200,28,29,100.0,2.9755686933157843,1.8900617665132504,0.20529536011629612,2.9755686933157843,2.0953571266295468,0.8802115666862376,6.721362198801664e-08,41,48,48,0.235,0.24566257230059593,0.13333333333333333,1.921191144352269,0.04783424876158981,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,78aca98cc299182d1d0c08f2114779f63c20720cdf905ae1aec240621ade855b,True
500,46,230003,2,500,71,72,100.0,3.016565829578575,1.8923939992943684,0.21057500347639696,3.016565829578575,2.1029690027707653,0.9135968268078098,2.0535222060996672e-07,44,56,56,0.21,0.21086604589490573,0.06349206349206349,1.945797763248922,0.04599322858719977,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,e560fcf7ee98b9dc400451753f812335ea8bbfd9bf4c1a65512f6f688f082400,True
7,46,254959,2,7,1,1,100.0,3.0289171790592997,0.8850457842220576,0.37975329416288195,3.0289171790592997,1.2647990783849394,1.7641181006743603,1.7924903700922146e-07,39,45,45,1.0,1.0,1.0,2.6120714843884096,0.09404425785329086,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,033f4ed8af353daccb293c81f8c226774073addecf35d569dc85b9fc52170e27,True
10,46,254959,2,10,1,2,100.0,3.1898984801606645,1.2182200298803438,0.3887819034358967,3.1898984801606645,1.6070019333162406,1.5828965468444238,1.3443383106107737e-07,44,51,51,0.8,0.6571428571428571,0.0,2.643565895069181,0.07580106357339,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,139b344606a921c0f683d3fd7d53ca2890d585d1cda3baceac6195c22944e3b6,True
20,46,254959,2,20,2,3,100.0,3.0612549087006298,1.5989859160954918,0.2665102630032049,3.0612549087006298,1.8654961790986966,1.1957587296019332,2.4186200397102384e-07,51,57,57,0.45,0.4231292517006803,0.0,2.1884988818953306,0.07065603562714404,2456d61b8f8629f5054ce49c971e64c9e937bbd7010e8f2c9b4a6b5941b9466e,1ae5c9a2f435a57a5f638278b9a7e466b6b14f9bb7188c9bb6bbe02010ee870e,True
