budget,source_seed,support_seed,fold,support_rows,class_count_min,class_count_max,regularization_lambda,initial_support_cross_entropy,support_cross_entropy,proximal_penalty,initial_objective,final_objective,objective_reduction,gradient_inf_norm,optimizer_iterations,optimizer_function_evaluations,closure_evaluations,support_accuracy,support_macro_f1,support_worst_class_f1,weight_displacement_frobenius,bias_displacement_l2,anchor_head_sha256,adapted_head_sha256,optimizer_completed_finite
21,43,205439,0,21,3,3,100.0,3.308048623319262,1.7997209091928785,0.4567110886879463,3.308048623319262,2.2564319978808247,1.0516166254384371,1.5404332525238793e-07,48,55,55,0.19047619047619047,0.1812925170068027,0.0,2.8660094238175473,0.047143059777276265,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,aa96a88589295fb9b0c42fddc7ae39e7adac9b6a3013ca8c9f61a11a01bc0166,True
35,43,205439,0,35,5,5,100.0,2.857681689817289,1.8519004369406782,0.2975663527496818,2.857681689817289,2.14946678969036,0.7082149001269289,1.5317586568239228e-07,44,49,49,0.22857142857142856,0.22728937728937731,0.16666666666666666,2.313018529580461,0.05624915807562716,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,929fda0ff0f741df794ddc76fe95cb599b828c79e962f76c24ba99dfad129698,True
50,43,205439,0,50,7,8,100.0,3.0874219918791903,1.919001919017945,0.32705456293054586,3.0874219918791903,2.2460564819484907,0.8413655099306996,2.5765439407715585e-07,53,61,61,0.22,0.21044579775229932,0.0,2.425106096391636,0.05071497179967038,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,76c67b7bff57bf9778d4fc216f8c7e60e7e900fe226bdd42a145c105814580d3,True
100,43,205439,0,100,14,15,100.0,3.066992035542881,1.9357596431541322,0.32285449702798175,3.066992035542881,2.258614140182114,0.808377895360767,2.2030419894771003e-07,44,50,50,0.18,0.17549116403106219,0.06451612903225806,2.4094857336663016,0.050308058916585095,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,5d8468334e775c22994b5deb4def3640d875681012fb5626139a24d36a5ec30c,True
200,43,205439,0,200,28,29,100.0,2.99685206433808,1.9323757898845004,0.3045980991192721,2.99685206433808,2.2369738890037727,0.7598781753343071,1.6433829896737862e-07,47,54,54,0.18,0.17400154287589803,0.0,2.3403028848629903,0.05198278809057978,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,3f6cf0debf4033e441e61360395c2939c7744b9b257127128d9197508ed22cec,True
500,43,205439,0,500,71,72,100.0,2.9910368630269164,1.9329693459324626,0.3025457866462138,2.9910368630269164,2.2355151325786764,0.75552173044824,6.762541361667734e-07,52,57,57,0.204,0.20002419504664307,0.0,2.3324247370176687,0.050926887922251356,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,11fadd1a28121740393b7729bfa9ee9f4392b702200b9ef228250fdd41ab00d0,True
7,43,230003,0,7,1,1,100.0,3.11051537275291,1.0224176400692584,0.5829660760404927,3.11051537275291,1.605383716109751,1.5051316566431587,1.9900143697487715e-07,48,53,53,1.0,1.0,1.0,3.237973698026782,0.055552127369058873,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,7921705e43c2dd438040a8a6ecc1e2b5c7f612ffbb84bfbecf5a94b50c976d02,True
10,43,230003,0,10,1,2,100.0,2.7010461709939575,1.2615766320180875,0.42067673333574274,2.7010461709939575,1.68225336535383,1.0187928056401274,1.8896238121847778e-07,46,52,52,0.6,0.5428571428571428,0.0,2.750604897231626,0.04633715609973052,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,f68bb95cf293affae7736bc80a3baf5d41e951b94d4c4bc78b9c4e117221a406,True
20,43,230003,0,20,2,3,100.0,2.69136053623074,1.7495635526309432,0.31287621043279434,2.69136053623074,2.0624397630637374,0.6289207731670023,2.6352316222805097e-07,47,56,56,0.35,0.2816326530612245,0.0,2.372141471520138,0.03984802103296212,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,c77ed87ea3e6ed76995e0aca2ed2083e3986b527b6da9945bef9d61786016f95,True
21,43,230003,0,21,3,3,100.0,2.7918743135796036,1.7848256254754358,0.3125882849715432,2.7918743135796036,2.097413910446979,0.6944604031326245,3.326228629352973e-07,48,57,57,0.2857142857142857,0.24761904761904763,0.0,2.3710761199717187,0.038226691433093825,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,dbf56a663c7276dd3e1edcb1278e59dcc4fcf884d4483f45d5bb1892f539cb75,True
35,43,230003,0,35,5,5,100.0,3.0646547921771026,1.9345747177807755,0.32962943373135795,3.0646547921771026,2.2642041515121334,0.8004506406649692,5.38060497120782e-07,51,58,58,0.2571428571428571,0.24508983080411653,0.0,2.4348797967382785,0.03733481301529921,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,0560d0cea2c031b178e03ff69d241232dcd1c8010f85b90e2339d312bc649e8f,True
50,43,230003,0,50,7,8,100.0,2.930456685997232,1.8964541232702303,0.29375354745273113,2.930456685997232,2.1902076707229616,0.7402490152742702,1.8643105752398637e-07,47,52,52,0.22,0.2153203521624574,0.0,2.2983275379513266,0.048133636567643634,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,975953415e14e8571a746f010456bc19e1ea705671986d7629acaaef3c1eface,True
100,43,230003,0,100,14,15,100.0,2.9011133392849886,1.917609226401363,0.281554386670503,2.9011133392849886,2.199163613071866,0.7019497262131225,4.1220437480872507e-07,50,54,54,0.23,0.2171875400446829,0.0,2.250099887015451,0.04705225451984008,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,1bc945755441c017099b3432d1903dfb5802b7937e9866416789f4c1b2b3335d,True
200,43,230003,0,200,28,29,100.0,2.981985519827983,1.9351826007416264,0.300189587006411,2.981985519827983,2.2353721877480375,0.7466133320799457,1.4433828490062472e-07,50,56,56,0.19,0.18075715211833807,0.0,2.323401265146287,0.04708748625662624,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,4ec57d94bb67f8d202a91eaa03ac5d49626d728dc68368c5b586237b83665f74,True
500,43,230003,0,500,71,72,100.0,2.9690218577614447,1.9279542833244911,0.296028978019635,2.9690218577614447,2.2239832613441264,0.7450385964173183,3.1702932437767395e-07,59,84,84,0.22,0.2162490884396949,0.027972027972027972,2.307183904526005,0.049636128670286564,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,d4457763be9b74648cc74af15fe5b737c3c817937491ade5cec6d26d0a77de14,True
7,43,254959,0,7,1,1,100.0,3.124110198969741,1.0041264559643126,0.6020625588620554,3.124110198969741,1.606189014826368,1.517921184143373,1.958279801424906e-07,41,46,46,1.0,1.0,1.0,3.2906568661097086,0.05179597912396519,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,7d0d1c676fe8ec587c5d211efb34050894fc5a2e64fef842168ce5a6c8e55ab1,True
10,43,254959,0,10,1,2,100.0,3.8846047329578703,1.1570929418967189,0.6818683613316915,3.8846047329578703,1.8389613032284102,2.04564342972946,1.903082096910147e-07,50,55,55,0.8,0.7619047619047619,0.0,3.5019136055429594,0.05842019916297266,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,fb3dbf48e4c52e9892bd672b85578ae5ca18d61697eef63512bf72ae94bf3002,True
20,43,254959,0,20,2,3,100.0,3.210158405180743,1.4957511866040183,0.4946413258899152,3.210158405180743,1.9903925124939335,1.2197658926868096,5.516544079771368e-07,44,55,55,0.5,0.4527210884353741,0.0,2.982136104554323,0.07390336036432434,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,ebc585d96006ca9e9447a9c0d6dde517672990f5f59963c59e9aa381f82dc965,True
21,43,254959,0,21,3,3,100.0,3.1343356547803722,1.5200363525922516,0.47762439793379496,3.1343356547803722,1.9976607505260464,1.1366749042543258,1.978096099905513e-07,50,56,56,0.42857142857142855,0.4074829931972789,0.0,2.9303610333780044,0.07380469421903506,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,e0d2f8ea3c101a14c2b297747731e853a0a3fddacd24cc7bd5c302a3d57cd696,True
35,43,254959,0,35,5,5,100.0,2.935572915447585,1.88415011261845,0.3076607475557425,2.935572915447585,2.1918108601741926,0.7437620552733923,1.782687923564119e-07,46,51,51,0.2,0.18046398046398046,0.0,2.3520244283158633,0.052895530371119555,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,f2eedd0c00b1fcf444626d3f90ff7868e7927e48062b96e1606c147a7ee60e2f,True
50,43,254959,0,50,7,8,100.0,3.0428999718360177,1.921439771532265,0.3157024478610635,3.0428999718360177,2.237142219393329,0.8057577524426889,1.6906553839193816e-07,50,55,55,0.22,0.2173049173049173,0.15384615384615385,2.3826698469369485,0.048697407713251525,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,66abfcead1657dff949f29e2d913036de50844a0787835cc0fc6bcee14ef8dea,True
100,43,254959,0,100,14,15,100.0,3.0473675614172784,1.9204697772859456,0.3167158518546734,3.0473675614172784,2.237185629140619,0.8101819322766595,2.4279785877916876e-07,54,61,61,0.23,0.22314847895042242,0.16,2.3863800579457632,0.05392952720310751,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,16b4a276d8df05af12ffa94aa69a9e8a436a95fc80fc8fb6aa827bff7de120dc,True
200,43,254959,0,200,28,29,100.0,3.009857243208172,1.9329982791739853,0.30755724323183115,3.009857243208172,2.2405555224058165,0.7693017208023556,2.304730972796029e-07,63,82,82,0.185,0.17756983828412398,0.0,2.351657452401588,0.051594886420201304,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,eacb5524eb54dcbcaefd4e65313ee85d17d706639b3197e40e82691f44120fbf,True
500,43,254959,0,500,71,72,100.0,2.968694645861774,1.923695843368032,0.29747415946162903,2.968694645861774,2.221170002829661,0.7475246430321132,2.1723618316227614e-07,43,48,48,0.21,0.20720399364594422,0.013793103448275862,2.3128111139925376,0.04964755489756076,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,53dd3e27bea1a216be4c3304c852702de8143f100ea8f3012dfa760231a89f00,True
7,43,280001,0,7,1,1,100.0,3.7619314346388015,1.0360461886259722,0.7600898378619091,3.7619314346388015,1.7961360264878814,1.9657954081509201,2.293061284949771e-07,51,61,61,1.0,1.0,1.0,3.6973088498861686,0.0626374623461838,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,f3a4d5eb7ebffa9807ecac50bc717584375abc99529e7a12439ba66e3b27292e,True
10,43,280001,0,10,1,2,100.0,3.41344199703492,1.1555857128539502,0.6219780974297113,3.41344199703492,1.7775638102836615,1.6358781867512586,2.916254085109232e-07,52,60,60,0.7,0.5619047619047619,0.0,3.34448586010238,0.06164660846912895,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,613e52ed2dfa653527a1bcd21759f977c51d5b940dca234b46ae9bedc3db7269,True
20,43,280001,0,20,2,3,100.0,3.409245973715744,1.673085066914447,0.5492708109445262,3.409245973715744,2.2223558778589734,1.1868900958567705,3.457002747237446e-07,46,56,56,0.35,0.31564625850340133,0.0,3.143142196207139,0.045155545774530126,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,f8d1f94265f02318dbf60fb90069cc1a3df1c01d5ecb637fc8ae62c81c181417,True
21,43,280001,0,21,3,3,100.0,3.4125871805020336,1.7166618981561153,0.5180339052071745,3.4125871805020336,2.23469580336329,1.1778913771387436,1.7794867895014332e-07,62,88,88,0.3333333333333333,0.3299319727891156,0.0,3.0524470008148286,0.04469073610522546,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,9c4349afb82f34eb5afa22ad7be08324154bdf5974606c31682d272d1cfd0365,True
35,43,280001,0,35,5,5,100.0,2.9292416055799975,1.8576852417248508,0.31435302117327163,2.9292416055799975,2.1720382628981225,0.757203342681875,2.39084377866316e-07,46,53,53,0.22857142857142856,0.21098346098346096,0.0,2.377479066104789,0.052954141865017706,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,c49180a75849ab52def8c5f27b33b4ab18f727a1f3399c90a9a914a0a7bc68dc,True
50,43,280001,0,50,7,8,100.0,3.0600733056676552,1.9120145274167735,0.3191363098572403,3.0600733056676552,2.2311508372740136,0.8289224683936416,1.4601149314098782e-07,49,56,56,0.18,0.15042413726624254,0.0,2.395530264533205,0.05193232170068957,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,e20c027765cf229bf3dd2d7a5cbb52f5864d7e21508c092135f14344a5f5f6e2,True
100,43,280001,0,100,14,15,100.0,3.0515383722858216,1.9282432461419015,0.31760983565379186,3.0515383722858216,2.245853081795693,0.8056852904901284,5.041728854057737e-07,59,64,64,0.18,0.16746761004825522,0.0,2.389852515819158,0.04904993419529592,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,265fe1ed0f6c25cc72163f0b1f483e50b3e82c4132bf3568c427c2c61e0c49cc,True
200,43,280001,0,200,28,29,100.0,2.9681095615460515,1.908771851620267,0.3019660316118311,2.9681095615460515,2.210737883232098,0.7573716783139535,1.1219525048594692e-07,51,58,58,0.195,0.18591531605199832,0.0,2.3301847275198475,0.051069015362499,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,ada6826b15d8238953422d0e12ff09436d45ef9fb9cdd2690a95d84c869f9769,True
500,43,280001,0,500,71,72,100.0,2.9664571112589226,1.9197800143945716,0.2996740328996202,2.9664571112589226,2.219454047294192,0.7470030639647307,2.4745235484291417e-07,42,51,51,0.22,0.21656701470693385,0.013793103448275862,2.3213728121031036,0.04862220781387094,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,9cb098e0abe58a3aac770491aa3c83f75e9c7dccc6a13b4106bfe2ce4ea5fe83,True
7,43,305093,0,7,1,1,100.0,3.169457255839282,0.919397178459268,0.6263766476135946,3.169457255839282,1.5457738260728626,1.6236834297664196,2.0630674911308045e-07,54,66,66,1.0,1.0,1.0,3.356416376241939,0.054635152269405324,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,ff8d8c7a24f018c611ebcda2623fdd84cd9646b7d3e1c2b8dcba8a01a23ef8d5,True
10,43,305093,0,10,1,2,100.0,3.9193748931697323,1.1258004566041466,0.715003995146543,3.9193748931697323,1.8408044517506896,2.0785704414190427,3.596822406096156e-07,52,58,58,0.9,0.8095238095238094,0.0,3.585802050075426,0.0703244648837203,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,cf89a5e4cf5b5e2db2bd9969c4c455c81eb8502d97e0410a09d5042b8341ec7d,True
20,43,305093,0,20,2,3,100.0,3.04283549581715,1.657277392257415,0.41215731243975784,3.04283549581715,2.069434704697173,0.9734007911199773,2.242418628106528e-07,49,58,58,0.35,0.34149659863945575,0.0,2.72249798049406,0.052103713850423256,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,4666875a990fb989f8fc96d2f3b0d7da5441fb988f2d37100a10095b4411262e,True
21,43,305093,0,21,3,3,100.0,2.9186498458344055,1.6598062880653066,0.38831087379855705,2.9186498458344055,2.0481171618638636,0.8705326839705418,4.019762016339856e-07,51,56,56,0.38095238095238093,0.3343537414965986,0.0,2.642741301859932,0.040386025797460354,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,bcc4b6189e5cdce26cee8033e0f1aad15820f69551834426c4e2f324766807aa,True
35,43,305093,0,35,5,5,100.0,3.0893789303537704,1.9257820114669264,0.33952731889219634,3.0893789303537704,2.2653093303591225,0.8240695999946479,2.0660408008889297e-07,46,54,54,0.2571428571428571,0.24927849927849927,0.0,2.4712046948866626,0.03526787264252319,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,cda531ce82b4f54df035cb2d992d48751db945948444fc8e8370ca4ceb0b0a5e,True
50,43,305093,0,50,7,8,100.0,3.0690568862727137,1.8934323295940882,0.33506540150858516,3.0690568862727137,2.2284977311026735,0.8405591551700402,4.366397790624447e-07,54,67,67,0.2,0.2001847358990216,0.0,2.4546994003366884,0.04772239648374496,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,345fc58c8e523ba3a4b303d75bfcf2005560824bd11614a474d4efee0b9903db,True
100,43,305093,0,100,14,15,100.0,3.04218571410228,1.9126568938659798,0.32296076177590644,3.04218571410228,2.235617655641886,0.8065680584603938,2.5520301219147945e-07,52,60,60,0.21,0.2049419602414994,0.0,2.4099248418684622,0.04823236355211376,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,28b633706d568533e8eefa333d499029af3fa49a40aad87b93d460ad2c10bf47,True
200,43,305093,0,200,28,29,100.0,2.9815804531860484,1.9284448219368624,0.2997277962777551,2.9815804531860484,2.2281726182146175,0.7534078349714308,7.863510362634413e-07,46,51,51,0.23,0.2245305463314791,0.0,2.321614223080529,0.04701546795477428,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,6c7b012b2b45236252c0dd4df56e241b1310ff92260f1b878e1bd60134ef896e,True
500,43,305093,0,500,71,72,100.0,2.9627740295912535,1.9289660320735893,0.29457840236080274,2.9627740295912535,2.223544434434392,0.7392295951568615,7.314168269417949e-07,46,54,54,0.214,0.21135054779514736,0.027210884353741496,2.3015557383923526,0.04802750820178467,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,901552eecce31593b959a9a01c1bb6795b3da6ce0332a486d2a32d89ad0ceb48,True
7,43,330017,0,7,1,1,100.0,3.19462745634257,0.9419029871295057,0.6340860553996477,3.19462745634257,1.5759890425291534,1.6186384138134167,1.355526871305024e-07,45,56,56,1.0,1.0,1.0,3.377060339102208,0.05168754881538599,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,167bcba1900047f666ee7cc2c793e77dc17c2f3e0cc6ca10b7ab304f9be006b3,True
10,43,330017,0,10,1,2,100.0,3.428001656653032,1.1491722832296654,0.5819819410206534,3.428001656653032,1.7311542242503188,1.6968474324027132,2.4036539042482374e-07,55,71,71,0.7,0.5666666666666667,0.0,3.235279186334922,0.05313854937423413,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,a4a41391fcf45807084af96428db7957f3748b38e96750a2cbdf5e1054b3df3a,True
20,43,330017,0,20,2,3,100.0,2.898945678551315,1.428901467990681,0.4186654202431481,2.898945678551315,1.8475668882338292,1.0513787903174858,2.374504959878898e-07,71,78,78,0.5,0.4302721088435374,0.0,2.7434136391777604,0.07397644589781266,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,251a877c371e980ee28ec54d0823a48e66888a71f8f6a3bb93746c0f86cede2f,True
21,43,330017,0,21,3,3,100.0,2.8705584593135214,1.437711331234755,0.4288363564597128,2.8705584593135214,1.8665476876944678,1.0040107716190536,2.015933355421773e-07,60,65,65,0.5238095238095238,0.5017006802721088,0.0,2.7766560143767003,0.07033797364108986,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,615ce7233206fdbfee24104a44a80a7a020a892552c5f1c7b4cf1c03ee240e7d,True
35,43,330017,0,35,5,5,100.0,3.1596929185779357,1.8151705555059823,0.3962351951490984,3.1596929185779357,2.211405750655081,0.9482871679228548,1.9535236885602492e-07,57,71,71,0.22857142857142856,0.225974025974026,0.0,2.6693092232448716,0.055312127351471466,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,1f8e22c47c9042322a1cc9c1a790637ca723386bbc61b6d68eb410580cf17159,True
50,43,330017,0,50,7,8,100.0,2.9757856649345564,1.8425363778158503,0.3313607860388081,2.9757856649345564,2.1738971638546585,0.801888501079898,2.2232476993167688e-07,61,82,82,0.24,0.240219245592974,0.16666666666666666,2.4411076993778282,0.04662339408972639,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,a46e5911eaea7663ee2f0f6d60437e041e44f35b03a4d83e7937ff979627988e,True
100,43,330017,0,100,14,15,100.0,3.024878536567416,1.9176644033444665,0.31366655742745475,3.024878536567416,2.2313309607719214,0.7935475757954946,1.4784416834875969e-07,47,54,54,0.16,0.15522527597715569,0.0,2.3748313283867866,0.055113789858475516,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,66955dda8139b5c3f2ca6ddfcdde3f704f989a6694b839a5be26090e69bc0078,True
200,43,330017,0,200,28,29,100.0,3.0140781090001765,1.910283076146122,0.3163878152158606,3.0140781090001765,2.226670891361983,0.7874072176381937,1.9796955623950507e-07,47,54,54,0.21,0.20212767606777926,0.03508771929824561,2.385249752373377,0.0489940255140863,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,138fb1042941777432e210262d478089dc6856d29fdf5bae02e37b26428903c4,True
500,43,330017,0,500,71,72,100.0,2.9789730639619654,1.9264193520771726,0.2994188872698806,2.9789730639619654,2.2258382393470533,0.7531348246149121,3.69527149931409e-07,48,56,56,0.204,0.19971593781231597,0.02666666666666667,2.320363758566335,0.04957630398751971,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,77eccada7785b7c33b7ac20e5cca4b591fcd6d81a2cf044504f951f434d48f8c,True
7,43,355031,0,7,1,1,100.0,3.1796316345902995,0.9463372471272783,0.6300076716055818,3.1796316345902995,1.5763449187328602,1.6032867158574393,2.825316808893058e-07,45,55,55,1.0,1.0,1.0,3.3661745638625207,0.05202708707381511,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,402757dba44bea54d43841a33417f3e1706ceb37c1d0f30d7890549cbde07b93,True
10,43,355031,0,10,1,2,100.0,2.8289405550281375,0.9732918619217402,0.5208997456704387,2.8289405550281375,1.494191607592179,1.3347489474359584,1.69107599483527e-07,48,55,55,1.0,1.0,1.0,3.060852928534363,0.04653788235200004,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,e4a941c1dbe7607a85ed7e23ce2a04d912d5003db02a93430eaa90839e40c7e3,True
20,43,355031,0,20,2,3,100.0,2.567093415018637,1.4635413588281987,0.3463854619345136,2.567093415018637,1.8099268207627124,0.7571665942559247,2.7875659090216554e-07,49,57,57,0.55,0.4884353741496598,0.0,2.4953561488641833,0.06835313107391949,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,a6a301fd0f84768945407c95cc205d9f3252975ce27c0687610395a4e9585f13,True
21,43,355031,0,21,3,3,100.0,2.5123040751295362,1.4848672918380827,0.32184238366586154,2.5123040751295362,1.8067096755039442,0.705594399625592,2.86548704186854e-07,62,67,67,0.5238095238095238,0.5115646258503401,0.2857142857142857,2.40529660840415,0.06702766405256178,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,3d68f4c6b6daebaa796f051046dc1f75d1cd74cc316075b1547937a0ec4ff6a2,True
35,43,355031,0,35,5,5,100.0,2.884192205109274,1.8142780552852393,0.30685728012043856,2.884192205109274,2.121135335405678,0.763056869703596,1.7594148058776293e-07,50,55,55,0.22857142857142856,0.22631416202844773,0.18181818181818182,2.348852844851548,0.05703317104527171,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,c7bf31f380fddacb36a6ac95c0b2aa1a33691a919825e0e6f217a12b8483983f,True
50,43,355031,0,50,7,8,100.0,2.972289016585926,1.8860700070223635,0.311327441820487,2.972289016585926,2.1973974488428505,0.7748915677430754,5.078147197407415e-07,54,61,61,0.24,0.23663162234590804,0.16666666666666666,2.366109097995887,0.04804596478007741,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,f5c890f243e85a19e03e8bd790ea64465d592ceba3cbe12c9b2b00fb39289190,True
100,43,355031,0,100,14,15,100.0,2.911856079353785,1.8656048690574567,0.3020573403451305,2.911856079353785,2.1676622094025872,0.7441938699511979,2.5723751055813093e-07,61,87,87,0.21,0.19628709783508547,0.0,2.330449650644159,0.054917926230110055,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,b79422b774db28ae4339d586653fc96bf9b11e3344e74c64d0117efc6001cc05,True
200,43,355031,0,200,28,29,100.0,2.92899262510685,1.9305768487287134,0.28494654171363476,2.92899262510685,2.215523390442348,0.713469234664502,1.9391389344952659e-07,52,57,57,0.215,0.20862459658001847,0.0,2.2635261881481044,0.05135641144007298,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,34090aede411470b3d72053572ac5678c660b7aeed108144a2df5f6f5438bff4,True
500,43,355031,0,500,71,72,100.0,2.966403760499712,1.9316743026803438,0.2948832197827475,2.966403760499712,2.226557522463091,0.7398462380366211,2.370496509987441e-07,45,52,52,0.21,0.20636902768032012,0.027586206896551724,2.3026953044662126,0.05043271439140563,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,ece30c20be1fe30b729cce1768105988228d0b6b775e9265e75e191844798d4c,True
7,43,380041,0,7,1,1,100.0,3.4334666747919784,1.0361282852710827,0.7387620205514898,3.4334666747919784,1.7748903058225725,1.658576368969406,1.0855573529412049e-07,47,57,57,1.0,1.0,1.0,3.645304141043951,0.045677883150659564,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,55aee87e5c3a98617c83b292ff6daa82daf2bfb9288727e1908ba8c773a78e48,True
10,43,380041,0,10,1,2,100.0,3.1851392707710366,1.1584794345569538,0.6593934082512768,3.1851392707710366,1.8178728428082307,1.367266427962806,1.895641686781857e-07,48,53,53,0.8,0.7523809523809524,0.0,3.443947740794853,0.04136874562397673,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,4a80f937482bc0d9ca47aae23b256f532cbe3890edb90c2c638ac064d567679f,True
20,43,380041,0,20,2,3,100.0,3.113341899919371,1.6002973625414831,0.4813095140028393,3.113341899919371,2.0816068765443223,1.0317350233750489,1.7801918173864645e-07,46,53,53,0.45,0.4081632653061224,0.0,2.9418805733076225,0.06400663486150761,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,96b9b22137295e39ad68eeb3429e38adb04391d1650b742d05a5265902fe2424,True
21,43,380041,0,21,3,3,100.0,3.0085040271798555,1.613196254802504,0.444785741155925,3.0085040271798555,2.057981995958429,0.9505220312214266,3.311641691514794e-07,48,62,62,0.42857142857142855,0.4006802721088435,0.0,2.8280490306683306,0.06192062282474396,f64e3d4c227debfa5b5cd7c5059b4475d109c2aa6bf522ae622138a05d32a11c,c614f5c76ba4032d5c31dfb7c812070b30ef6fe57d2f5808f5767bb010e70012,True
