seed,epochs,accuracy,macro_f1,condition_accuracy,condition_macro_f1,unique_signal_weighted_accuracy,unique_signal_weighted_macro_f1,worst_class_recall,zero_recall_class_count,prediction_array_sha256,logits_array_sha256,authoritative_exact_match
42,13,0.1726984126984127,0.12305412236755582,0.1746031746031746,0.12413070800167574,0.17100371747211865,0.12123995741100195,0.0,2,5c8b9d71ecddaee3c943712c54c162bd5e15275c61b50b8af3ee1bb67c83edbc,0af5e1cb918ed1ba9fd65f0aa898c827e1c856ef512a40e8c9cd8ef5809c6bfc,True
43,13,0.11936507936507937,0.09655707116594889,0.1111111111111111,0.08165168165168166,0.1171003717472119,0.09420592454425493,0.0,2,4ee66da4ea924e9bc6bf8c631d22d55830b9981fde91cb42ddea8b74072e3527,4d176c5ac53611f1a9eeabd6504e9d8a5a63ae6464b324d7fe95d8230bef9f18,True
44,9,0.1292063492063492,0.10079515335097167,0.12698412698412698,0.09766218081435472,0.1301115241635688,0.10113367000918287,0.0,1,72f1cc37623fa2e0658a21a76f47b7b8eae03a97a4ae1a6c83f92c41d8606852,09a5a6ce7d94ca4c9dfc111e7747af36b0da71af26b0a84d6746a547bfd7c50e,True
45,10,0.20412698412698413,0.1445645243313212,0.19047619047619047,0.13604943238810516,0.20353159851301084,0.14396532585055197,0.0,2,1f30a5931ea5db132ae146d188c575bb440b7f876caffc289479de714a7a1c9b,b68bcffd8311c5d9689983862664801d542fa0396c0e37a3cafec79681c1ec8e,True
46,9,0.15777777777777777,0.096183546957079,0.15873015873015872,0.09450549450549452,0.1589219330855018,0.09620130371974568,0.0,3,91bfaf4f26529881ec0f19aa4f946b88c00ff01f91eb56ff79520673ebf88ba9,fa6598952da05b49ad440afa6d64b04b9e2cc60204713dd98ef8c4dc6a762438,True
