seed,selected_epoch,sample_count,accuracy,macro_f1,confusion_matrix_reference,confusion_matrix_sha256,prediction_reference,prediction_bundle_sha256,prediction_array_sha256,logits_array_sha256,checkpoint_sha256
42,13,3150,0.1726984126984127,0.12305412236755582,confusion_matrices/seed_42.json,fc6bff1af2b0d7b1d551b6fa588622dbe708cf7ef6826544f753931b6c9f17ad,predictions/seed_42.npz,696881259b268c073e79602eb2e175ef20cf4bf92f1ee1d549ae9cf376f1945f,5c8b9d71ecddaee3c943712c54c162bd5e15275c61b50b8af3ee1bb67c83edbc,0af5e1cb918ed1ba9fd65f0aa898c827e1c856ef512a40e8c9cd8ef5809c6bfc,69fe7cb33e9940857f4441ce0a946ccc230dcc76d2da793837fe94bc914a7427
43,13,3150,0.11936507936507937,0.09655707116594889,confusion_matrices/seed_43.json,61a35924580ede815cb9ecfb60047a036395d105eef7ecda5651d1da8cd89f7e,predictions/seed_43.npz,631428ac3224ee70275fde0d2bcc87e10a519ead2eb0050e757d9fdd16dee394,4ee66da4ea924e9bc6bf8c631d22d55830b9981fde91cb42ddea8b74072e3527,4d176c5ac53611f1a9eeabd6504e9d8a5a63ae6464b324d7fe95d8230bef9f18,ac433f1efcdf991c3e6f9f074d943b6e0d197ac0a8af8faf5bc2fe8def85443c
44,9,3150,0.1292063492063492,0.10079515335097167,confusion_matrices/seed_44.json,40e74e904b0d06ed0dea0a89a14f15c8d6e2d5ace4f4a64aa54cf84b0ccd05af,predictions/seed_44.npz,9ddd305df375a38a9691cd6b2a76b5c548c96d7a9a254e54acf72192494f716e,72f1cc37623fa2e0658a21a76f47b7b8eae03a97a4ae1a6c83f92c41d8606852,09a5a6ce7d94ca4c9dfc111e7747af36b0da71af26b0a84d6746a547bfd7c50e,89838474502a927423d3baea091d43c61baf14727e5077350b0c512a8a1a827f
45,10,3150,0.20412698412698413,0.1445645243313212,confusion_matrices/seed_45.json,238108a11c1dbce24700863d4662ddae191d52cf42e9e4eccd2cd44b0dae8071,predictions/seed_45.npz,8780b0bc1f7f339abf95b0107e579f75d38cc86e3326c1848a8f1828c9270a16,1f30a5931ea5db132ae146d188c575bb440b7f876caffc289479de714a7a1c9b,b68bcffd8311c5d9689983862664801d542fa0396c0e37a3cafec79681c1ec8e,67dcd68c6044be342f0e3694e64854cbc879ea4a163b5b8f5393cf9e87b75ef8
46,9,3150,0.15777777777777777,0.096183546957079,confusion_matrices/seed_46.json,9ee4292a3171c7ef9f030e587d8cf08bbf38feeaca613bd57efd100ce77ed33c,predictions/seed_46.npz,ca8b8fb70f019acb6bac6dc0ac1a6623b49155f6022957cce4b048442af10afc,91bfaf4f26529881ec0f19aa4f946b88c00ff01f91eb56ff79520673ebf88ba9,fa6598952da05b49ad440afa6d64b04b9e2cc60204713dd98ef8c4dc6a762438,5f0870bc5f31b9f92a19734ebc0a8cfa6179d6844519ba459c19a1561cc38cd3
