held_position,erm_mean_macro_f1,irm_mean_macro_f1,contrast,erm_population_variance,irm_population_variance
P1,0.12187606930531363,0.1673115310039886,0.045435461698674975,0.000471727602846405,0.0025261891450374264
P2,0.17438603858962382,0.1624180637933271,-0.011967974796296715,0.0003125540733607134,0.0010789341731876055
P3,0.1530435059646707,0.16128640903661182,0.008242903071941116,0.003254104150839711,0.0032425438076163376
