budget,true_class,predicted_class,mean_count_per_unit,row_normalized,unit_count
100,5,0,70.35,0.1563333333333333,100
100,5,1,62.23,0.13828888888888888,100
100,5,2,20.3,0.04511111111111111,100
100,5,3,55.42,0.12315555555555555,100
100,5,4,35.86,0.07968888888888888,100
100,5,5,158.77,0.3528222222222222,100
100,5,6,47.07,0.10459999999999998,100
100,6,0,104.47,0.23215555555555556,100
100,6,1,22.39,0.04975555555555556,100
100,6,2,53.09,0.11797777777777778,100
100,6,3,70.16,0.1559111111111111,100
100,6,4,14.81,0.03291111111111111,100
100,6,5,106.47,0.2366,100
100,6,6,78.61,0.1746888888888889,100
200,0,0,2.94,0.006533333333333333,100
200,0,1,87.74,0.19497777777777778,100
200,0,2,109.46,0.24324444444444443,100
200,0,3,20.72,0.04604444444444444,100
200,0,4,94.95,0.211,100
200,0,5,36.48,0.08106666666666666,100
200,0,6,97.71,0.21713333333333332,100
200,1,0,30.84,0.06853333333333333,100
200,1,1,38.32,0.08515555555555555,100
200,1,2,120.38,0.2675111111111111,100
200,1,3,33.14,0.07364444444444444,100
200,1,4,44.8,0.09955555555555555,100
200,1,5,149.65,0.33255555555555555,100
200,1,6,32.87,0.07304444444444444,100
200,2,0,63.36,0.14079999999999998,100
200,2,1,68.46,0.1521333333333333,100
200,2,2,43.16,0.09591111111111109,100
200,2,3,66.95,0.14877777777777776,100
200,2,4,55.85,0.1241111111111111,100
200,2,5,113.61,0.2524666666666666,100
200,2,6,38.61,0.08579999999999999,100
200,3,0,23.26,0.051688888888888895,100
200,3,1,19.63,0.04362222222222222,100
200,3,2,106.65,0.23700000000000002,100
200,3,3,46.58,0.10351111111111111,100
200,3,4,102.0,0.22666666666666666,100
200,3,5,105.43,0.2342888888888889,100
200,3,6,46.45,0.10322222222222223,100
200,4,0,71.8,0.15955555555555556,100
200,4,1,34.69,0.07708888888888889,100
200,4,2,43.69,0.09708888888888888,100
200,4,3,119.04,0.26453333333333334,100
200,4,4,4.09,0.00908888888888889,100
200,4,5,134.7,0.2993333333333333,100
200,4,6,41.99,0.09331111111111112,100
200,5,0,65.69,0.14597777777777776,100
200,5,1,61.09,0.13575555555555557,100
200,5,2,14.98,0.03328888888888889,100
200,5,3,58.49,0.12997777777777778,100
200,5,4,32.62,0.07248888888888888,100
