true_class,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6,row_total
0,0.9846327683615819,0.007457627118644068,0.00022598870056497175,0.0038418079096045198,0.0014689265536723163,0.0023728813559322033,0.0,1.0
1,0.0016910935738444193,0.9898534385569335,0.0012401352874859075,0.003720405862457723,0.0016910935738444193,0.0014656144306651635,0.0003382187147688839,1.0
2,0.000673778775968557,0.0003368893879842785,0.989219539584503,0.0007860752386299832,0.002695115103874228,0.004716451431779899,0.0015721504772599664,0.9999999999999999
3,0.013288288288288288,0.013738738738738739,0.006756756756756757,0.959009009009009,0.002815315315315315,0.003941441441441441,0.00045045045045045046,1.0
4,0.002810567734682406,0.0064080944350758855,0.00044969083754918494,0.005171444631815627,0.9826869027543563,0.0022484541877459247,0.00022484541877459247,0.9999999999999999
5,0.002927927927927928,0.002927927927927928,0.005855855855855856,0.002815315315315315,0.00033783783783783786,0.9829954954954955,0.0021396396396396395,0.9999999999999999
6,0.00011235955056179776,0.00022471910112359551,0.0012359550561797752,0.0016853932584269663,0.0006741573033707865,0.0,0.9960674157303371,1.0
