true_class,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6,row_total
0,0.3629378531073446,0.09830508474576272,0.12847457627118644,0.07638418079096045,0.0815819209039548,0.16892655367231638,0.08338983050847458,0.9999999999999999
1,0.008117249154453212,0.16403607666290868,0.38241262683201804,0.022886133032694475,0.051521984216459975,0.27846674182638104,0.09255918827508455,0.9999999999999999
2,0.05075800112296463,0.1279056709713644,0.4778214486243683,0.04907355418304323,0.002582818641212802,0.18225715889949468,0.10960134755755194,1.0
3,0.06362612612612613,0.05506756756756757,0.14752252252252251,0.4435810810810811,0.09605855855855856,0.15889639639639638,0.03524774774774775,1.0
4,0.09151208544125913,0.03653738055087127,0.11129848229342328,0.15368184373243396,0.33850477796514894,0.2183249016301293,0.05014052838673412,1.0
5,0.031193693693693694,0.04031531531531531,0.06114864864864865,0.04211711711711712,0.06891891891891892,0.7025900900900901,0.053716216216216216,1.0
6,0.062359550561797754,0.030674157303370787,0.13707865168539327,0.05404494382022472,0.00044943820224719103,0.28202247191011237,0.43337078651685396,1.0
