unit_id,source_seed,p4_split_seed,arm,method,class_index,precision,recall,f1,support
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,1,0.9591280653950953,0.9915492957746479,0.9750692520775622,355
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,2,0.9915730337078652,0.988795518207283,0.9901823281907434,357
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,3,0.9885714285714285,0.9719101123595506,0.9801699716713881,356
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,4,0.9888268156424581,0.9971830985915493,0.9929873772791025,355
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,5,0.997134670487106,0.9802816901408451,0.9886363636363636,355
source_seed_42_split_seed_37,42,37,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,6,0.9971910112359551,0.9971910112359551,0.9971910112359551,356
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,0,1.0,0.9943661971830986,0.9971751412429378,355
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,1,0.9591280653950953,0.9915492957746479,0.9750692520775622,355
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,2,0.9915730337078652,0.988795518207283,0.9901823281907434,357
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,3,0.9885714285714285,0.9719101123595506,0.9801699716713881,356
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,4,0.9888268156424581,0.9971830985915493,0.9929873772791025,355
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,5,0.997134670487106,0.9802816901408451,0.9886363636363636,355
source_seed_42_split_seed_37,42,37,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,6,0.9971910112359551,0.9971910112359551,0.9971910112359551,356
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,0,0.16323296354992076,0.2909604519774011,0.20913705583756348,354
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,1,0.27995255041518385,0.6647887323943662,0.3939899833055092,355
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,2,0.0,0.0,0.0,355
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,3,0.07464607464607464,0.16292134831460675,0.10238305383936451,356
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,4,0.0,0.0,0.0,357
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,5,0.0,0.0,0.0,354
source_seed_42_split_seed_53,42,53,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,6,0.3482142857142857,0.1092436974789916,0.16631130063965885,357
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,0,0.16323296354992076,0.2909604519774011,0.20913705583756348,354
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,1,0.27995255041518385,0.6647887323943662,0.3939899833055092,355
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,2,0.0,0.0,0.0,355
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,3,0.07464607464607464,0.16292134831460675,0.10238305383936451,356
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,4,0.0,0.0,0.0,357
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,5,0.0,0.0,0.0,354
source_seed_42_split_seed_53,42,53,A1_MATCHED_TARGET_INFORMED_SELECTION,LEARNED_SOURCE_HEAD,6,0.3482142857142857,0.1092436974789916,0.16631130063965885,357
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,0,0.7261146496815286,0.3220338983050847,0.44618395303326813,354
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,1,0.21100917431192662,0.1295774647887324,0.16055846422338568,355
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,2,0.39759036144578314,0.6507042253521127,0.49358974358974356,355
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,3,0.36363636363636365,0.06741573033707865,0.11374407582938388,356
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,4,0.4902597402597403,0.42296918767507,0.45413533834586467,357
