status,reason,development_runs_completed,final_runs_completed,selected_alpha,p4_artifacts_opened,p4_labels_opened,scientific_metrics_available
FAIL_DOMAIN_AWARE_PAIRING_COVERAGE,canonical_inner_training_partitions_have_50_percent_lawful_cross_position_partner_coverage,0,0,,False,False,False
