run_id,arm,lambda_max,fold,seed,accuracy,macro_f1,scope
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,43,0.2838095238095238,0.27637700175365343,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,44,0.2819047619047619,0.257800394080345,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,45,0.2780952380952381,0.26168345122401687,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,46,0.32857142857142857,0.33315311164825373,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,42,0.30952380952380953,0.25836498798046487,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,43,0.2885714285714286,0.265111127852615,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,44,0.24095238095238095,0.2240245350059235,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,45,0.32666666666666666,0.2903726653490301,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,46,0.26476190476190475,0.271731660098374,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,42,0.30714285714285716,0.2830920173041398,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,43,0.23523809523809525,0.22496553303636743,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,44,0.28714285714285714,0.2700220671138935,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,45,0.27095238095238094,0.24841701683050926,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,46,0.2661904761904762,0.25946984754109476,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,42,0.27904761904761904,0.26189178174050626,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,43,0.22666666666666666,0.23102812232265194,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,44,0.2895238095238095,0.27663793452337443,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,45,0.25476190476190474,0.2626685408864677,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,46,0.26571428571428574,0.2786154935851228,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,42,0.28523809523809524,0.27608897571592333,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,43,0.28,0.269523284198913,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,44,0.24047619047619048,0.248198151147416,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,45,0.30857142857142855,0.26730520322825757,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,46,0.3357142857142857,0.2549216362257206,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,42,0.2814285714285714,0.2655966787861975,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,43,0.24428571428571427,0.23289226499194277,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,44,0.28,0.2687605328904547,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,45,0.20857142857142857,0.22931298867887293,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,46,0.2519047619047619,0.23894114666946006,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,42,0.2861904761904762,0.26939341902104647,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,43,0.32904761904761903,0.3224822235086712,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,44,0.3028571428571429,0.30831526720503144,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,45,0.26476190476190475,0.251071336707641,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,46,0.33476190476190476,0.3200095838270997,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,42,0.31238095238095237,0.2849390238654348,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,43,0.2885714285714286,0.2860524996872094,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,44,0.2571428571428571,0.25097260670623966,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,45,0.31238095238095237,0.30201040343423985,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,46,0.3333333333333333,0.3226948920837095,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,42,0.28523809523809524,0.2612392325671761,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,43,0.21714285714285714,0.17351810269766926,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,44,0.259047619047619,0.1682889085012727,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,45,0.18761904761904763,0.16657191569555013,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,46,0.33714285714285713,0.27666339726913974,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,42,0.18047619047619048,0.1503436608639606,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,43,0.18142857142857144,0.13400144581299017,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,44,0.25857142857142856,0.19571726470945666,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,45,0.27476190476190476,0.24698726805865617,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,46,0.23809523809523808,0.14406689180878068,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,42,0.31238095238095237,0.25840765035298163,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,43,0.33476190476190476,0.3267413294310179,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,44,0.24095238095238095,0.2283473330840245,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,45,0.2623809523809524,0.21624792813159707,FAMILIAR_SOURCE_INNER_VALIDATION
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,46,0.2904761904761905,0.23660502583335002,FAMILIAR_SOURCE_INNER_VALIDATION
