run_id,arm,lambda_max,fold,seed,held_position,outer_held_lopo_accuracy,outer_held_lopo_macro_f1,seven_class_chance_reference,selection_use
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S1,45,P1,0.14126984126984127,0.0459060510041096,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S1,46,P1,0.17174603174603176,0.08219272580356175,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,42,P2,0.21904761904761905,0.18886806576516554,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,43,P2,0.15777777777777777,0.1329000620209139,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,44,P2,0.16063492063492063,0.14167028807213117,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,45,P2,0.20666666666666667,0.15956727467818357,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S2,46,P2,0.1746031746031746,0.14179577590019127,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,42,P3,0.18634920634920635,0.12532260065202414,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,43,P3,0.22095238095238096,0.13474003060950376,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,44,P3,0.1949206349206349,0.11724528243094408,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,45,P3,0.22920634920634922,0.12244614120977257,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.03-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.03,S3,46,P3,0.16476190476190475,0.15831153987015253,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,42,P1,0.14444444444444443,0.08072575435275671,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,43,P1,0.23714285714285716,0.19057082863938377,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,44,P1,0.1892063492063492,0.15941686988931855,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,45,P1,0.22158730158730158,0.16181185173217413,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S1,46,P1,0.17174603174603176,0.08325754544241938,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,42,P2,0.20253968253968255,0.20735888357801305,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,43,P2,0.1438095238095238,0.143926405481099,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,44,P2,0.17174603174603176,0.16537853546925602,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,45,P2,0.1746031746031746,0.16505821430393125,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S2,46,P2,0.16031746031746033,0.10343519906653732,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,42,P3,0.21746031746031746,0.16439045302267594,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,43,P3,0.15142857142857144,0.0814977670620226,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,44,P3,0.11777777777777777,0.06284102906087348,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,45,P3,0.22920634920634922,0.12203479881775528,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.10-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.1,S3,46,P3,0.21523809523809523,0.1556377636404618,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,42,P1,0.19111111111111112,0.1334362380785146,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,43,P1,0.2365079365079365,0.19623895072538197,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,44,P1,0.21873015873015872,0.1836501130113327,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,45,P1,0.21936507936507937,0.15702819777319763,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S1,46,P1,0.21904761904761905,0.1536503032167477,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,42,P2,0.19047619047619047,0.15788359736918675,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,43,P2,0.1568253968253968,0.14288690068182147,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,44,P2,0.14285714285714285,0.04138121292933008,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,45,P2,0.17523809523809525,0.1341134024511208,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S2,46,P2,0.2361904761904762,0.21404298084395162,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,42,P3,0.2923809523809524,0.20357788847587738,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,43,P3,0.19047619047619047,0.10699448356521464,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,44,P3,0.22634920634920636,0.14579534241633232,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,45,P3,0.19523809523809524,0.14397863199095864,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L0.30-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,0.3,S3,46,P3,0.15142857142857144,0.11812833397503832,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,42,P1,0.23555555555555555,0.1598762404051793,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,43,P1,0.23746031746031745,0.17238799616728157,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,44,P1,0.18793650793650793,0.10133451716488838,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,45,P1,0.28476190476190477,0.22259239765962796,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S1-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S1,46,P1,0.22317460317460316,0.13481251846282666,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,42,P2,0.17492063492063492,0.1006394399251542,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,43,P2,0.2038095238095238,0.14292901490322077,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,44,P2,0.20761904761904762,0.15435354013862954,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,45,P2,0.20666666666666667,0.17175157959358853,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S2-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S2,46,P2,0.2123809523809524,0.13938831120299194,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S42,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,42,P3,0.16952380952380952,0.08100063788796275,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S43,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,43,P3,0.20222222222222222,0.13046062783484852,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S44,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,44,P3,0.2222222222222222,0.13248566018617788,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S45,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,45,P3,0.1726984126984127,0.08352543290145016,0.14285714285714285,DIAGNOSTIC_ONLY
DANNV2-DEV-ARM_A2_DANN_NEGATIVE_MATCHED-L1.00-S3-S46,ARM_A2_DANN_NEGATIVE_MATCHED,1.0,S3,46,P3,0.15777777777777777,0.062151180473144704,0.14285714285714285,DIAGNOSTIC_ONLY
