run_id,arm,lambda_max,fold,seed,tagid_probe_macro_f1,chance_reference,probe_train,probe_test
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,43,0.218149469578041,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,44,0.24696682402564757,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,45,0.2964047996821106,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,46,0.2847657011522558,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,42,0.2748923298923299,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,43,0.20285904571618857,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,44,0.23398252541109682,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,45,0.19336948765520195,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,46,0.2313418327704042,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,42,0.18048935191792334,0.14285714285714285,inner_train_condition_centroids,inner_validation_condition_centroids
