position,fold,seed,stage,epoch,train_total_loss,train_cross_entropy,train_coral,inner_validation_accuracy,inner_validation_macro_f1,improved,epochs_without_improvement
P1,1,44,outer_refit,8,1.1735329680215745,1.1735329680215745,0.0,,,,
P1,1,44,outer_refit,9,1.0262545746848697,1.0262545746848697,0.0,,,,
P1,1,45,inner_selection,1,1.9981521701812743,1.9981521701812743,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,1,45,inner_selection,2,1.8871961627687728,1.8871961627687728,0.0,0.14285714285714285,0.03571428571428571,False,1
P1,1,45,inner_selection,3,1.8161954545974732,1.8161954545974732,0.0,0.28,0.15518545749022364,True,0
P1,1,45,inner_selection,4,1.7452955545697892,1.7452955545697892,0.0,0.21285714285714286,0.11286462753907123,False,1
P1,1,45,inner_selection,5,1.6339110367638725,1.6339110367638725,0.0,0.20857142857142857,0.12626580903124865,False,2
P1,1,45,inner_selection,6,1.5140101957321166,1.5140101957321166,0.0,0.14714285714285713,0.09083625084537685,False,3
P1,1,45,inner_selection,7,1.3747011368615287,1.3747011368615287,0.0,0.14285714285714285,0.08163265306122448,False,4
P1,1,45,inner_selection,8,1.2161300107410975,1.2161300107410975,0.0,0.14285714285714285,0.06251953735542357,False,5
P1,1,45,inner_selection,9,1.0784492308752878,1.0784492308752878,0.0,0.21428571428571427,0.11979949874686716,False,6
P1,1,45,inner_selection,10,0.9400441183362689,0.9400441183362689,0.0,0.14285714285714285,0.047858339315625754,False,7
P1,1,45,inner_selection,11,0.8418319290024894,0.8418319290024894,0.0,0.14285714285714285,0.08093889113719142,False,8
P1,1,45,outer_refit,1,1.9984055087679908,1.9984055087679908,0.0,,,,
P1,1,45,outer_refit,2,1.88920857497624,1.88920857497624,0.0,,,,
P1,1,45,outer_refit,3,1.8220430496760778,1.8220430496760778,0.0,,,,
P1,1,46,inner_selection,1,1.9927585772105625,1.9927585772105625,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,1,46,inner_selection,2,1.9119406713758196,1.9119406713758196,0.0,0.14285714285714285,0.03630422944273008,True,0
P1,1,46,inner_selection,3,1.81615818636758,1.81615818636758,0.0,0.21285714285714286,0.11402377283733214,True,0
P1,1,46,inner_selection,4,1.7341023056847709,1.7341023056847709,0.0,0.0,0.0,False,1
P1,1,46,inner_selection,5,1.6329730108806064,1.6329730108806064,0.0,0.06571428571428571,0.037985136251032205,False,2
P1,1,46,inner_selection,6,1.4962819807870047,1.4962819807870047,0.0,0.21428571428571427,0.15364958855598146,True,0
P1,1,46,inner_selection,7,1.3570595107759749,1.3570595107759749,0.0,0.14285714285714285,0.08163265306122448,False,1
P1,1,46,inner_selection,8,1.2383186558314732,1.2383186558314732,0.0,0.0,0.0,False,2
P1,1,46,inner_selection,9,1.1033014965057373,1.1033014965057373,0.0,0.13714285714285715,0.08067226890756303,False,3
P1,1,46,inner_selection,10,0.9878243405478341,0.9878243405478341,0.0,0.14285714285714285,0.08163265306122448,False,4
P1,1,46,inner_selection,11,0.8990900022642953,0.8990900022642953,0.0,0.14142857142857143,0.07455470737913486,False,5
P1,1,46,inner_selection,12,0.7933498304230826,0.7933498304230826,0.0,0.28,0.16241420512963015,True,0
P1,1,46,inner_selection,13,0.7110200817244393,0.7110200817244393,0.0,0.13714285714285715,0.09458128078817733,False,1
P1,1,46,inner_selection,14,0.6235809578214373,0.6235809578214373,0.0,0.13714285714285715,0.1142857142857143,False,2
P1,1,46,inner_selection,15,0.5291671660968236,0.5291671660968236,0.0,0.13714285714285715,0.13994169096209913,False,3
P1,1,46,inner_selection,16,0.45348797270229885,0.45348797270229885,0.0,0.13714285714285715,0.11149825783972125,False,4
P1,1,46,inner_selection,17,0.3992069380623954,0.3992069380623954,0.0,0.20857142857142857,0.19574526239067055,True,0
P1,1,46,inner_selection,18,0.3393831213882991,0.3393831213882991,0.0,0.13714285714285715,0.13994169096209913,False,1
P1,1,46,inner_selection,19,0.29248514771461487,0.29248514771461487,0.0,0.15428571428571428,0.15460377699466885,False,2
P1,1,46,inner_selection,20,0.2571525578839438,0.2571525578839438,0.0,0.07142857142857142,0.09523809523809523,False,3
P1,1,46,inner_selection,21,0.22243096496377673,0.22243096496377673,0.0,0.06571428571428571,0.09001956947162426,False,4
P1,1,46,inner_selection,22,0.18103060594626835,0.18103060594626835,0.0,0.20857142857142857,0.1970845481049563,True,0
P1,1,46,inner_selection,23,0.16453766550336565,0.16453766550336565,0.0,0.06571428571428571,0.09001956947162426,False,1
P1,1,46,inner_selection,24,0.14009403982332774,0.14009403982332774,0.0,0.08285714285714285,0.10488245931283906,False,2
P1,1,46,inner_selection,25,0.12083535398755754,0.12083535398755754,0.0,0.13714285714285715,0.13994169096209913,False,3
P1,1,46,inner_selection,26,0.1083094761627061,0.1083094761627061,0.0,0.13714285714285715,0.1142857142857143,False,4
P1,1,46,inner_selection,27,0.09654890030622482,0.09654890030622482,0.0,0.20857142857142857,0.14220032840722494,False,5
P1,1,46,inner_selection,28,0.08521286819662367,0.08521286819662367,0.0,0.13714285714285715,0.09458128078817733,False,6
P1,1,46,inner_selection,29,0.07666766992637089,0.07666766992637089,0.0,0.20857142857142857,0.18756073858114672,False,7
P1,1,46,inner_selection,30,0.06782140936170306,0.06782140936170306,0.0,0.20857142857142857,0.18756073858114672,False,8
P1,1,46,outer_refit,1,2.019997475487845,2.019997475487845,0.0,,,,
P1,1,46,outer_refit,2,1.9268624984650384,1.9268624984650384,0.0,,,,
P1,1,46,outer_refit,3,1.8690201566332862,1.8690201566332862,0.0,,,,
P1,1,46,outer_refit,4,1.800387155669076,1.800387155669076,0.0,,,,
P1,1,46,outer_refit,5,1.7305718401500156,1.7305718401500156,0.0,,,,
P1,1,46,outer_refit,6,1.6209622569311233,1.6209622569311233,0.0,,,,
P1,1,46,outer_refit,7,1.4871137993676322,1.4871137993676322,0.0,,,,
P1,1,46,outer_refit,8,1.3450295332499913,1.3450295332499913,0.0,,,,
P1,1,46,outer_refit,9,1.213838862918672,1.213838862918672,0.0,,,,
P1,1,46,outer_refit,10,1.0684429561524165,1.0684429561524165,0.0,,,,
P1,1,46,outer_refit,11,0.9406092255456107,0.9406092255456107,0.0,,,,
P1,1,46,outer_refit,12,0.8318718451545352,0.8318718451545352,0.0,,,,
P1,1,46,outer_refit,13,0.7354897803351993,0.7354897803351993,0.0,,,,
P1,1,46,outer_refit,14,0.628665003208887,0.628665003208887,0.0,,,,
P1,1,46,outer_refit,15,0.5370319911979493,0.5370319911979493,0.0,,,,
P1,1,46,outer_refit,16,0.48659298641341076,0.48659298641341076,0.0,,,,
P1,1,46,outer_refit,17,0.4194849453085945,0.4194849453085945,0.0,,,,
P1,1,46,outer_refit,18,0.3349495948496319,0.3349495948496319,0.0,,,,
P1,1,46,outer_refit,19,0.2925133702868507,0.2925133702868507,0.0,,,,
P1,1,46,outer_refit,20,0.2489901170560292,0.2489901170560292,0.0,,,,
P1,1,46,outer_refit,21,0.20212209925765082,0.20212209925765082,0.0,,,,
P1,1,46,outer_refit,22,0.17031415224075316,0.17031415224075316,0.0,,,,
P1,2,42,inner_selection,1,2.030509562492371,2.030509562492371,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,2,42,inner_selection,2,1.9055828700746809,1.9055828700746809,0.0,0.21285714285714286,0.11140711140711142,True,0
P1,2,42,inner_selection,3,1.8489140687670027,1.8489140687670027,0.0,0.21428571428571427,0.10476190476190476,False,1
P1,2,42,inner_selection,4,1.7755738980429514,1.7755738980429514,0.0,0.14142857142857143,0.09627864497493951,False,2
P1,2,42,inner_selection,5,1.7014017704554967,1.7014017704554967,0.0,0.1442857142857143,0.07534563061697067,False,3
P1,2,42,inner_selection,6,1.5929318639210293,1.5929318639210293,0.0,0.21428571428571427,0.10886324830547937,False,4
P1,2,42,inner_selection,7,1.46533504145486,1.46533504145486,0.0,0.21428571428571427,0.10078105316200554,False,5
P1,2,42,inner_selection,8,1.3244620370864868,1.3244620370864868,0.0,0.21428571428571427,0.16414756298829028,True,0
P1,2,42,inner_selection,9,1.1965927376065935,1.1965927376065935,0.0,0.21428571428571427,0.1640198577467122,False,1
P1,2,42,inner_selection,10,1.0351650537763324,1.0351650537763324,0.0,0.21428571428571427,0.1365079365079365,False,2
P1,2,42,inner_selection,11,0.939757422719683,0.939757422719683,0.0,0.14285714285714285,0.07244607244607246,False,3
P1,2,42,inner_selection,12,0.8375825565201895,0.8375825565201895,0.0,0.14285714285714285,0.15393144300048414,False,4
P1,2,42,inner_selection,13,0.7316935995646886,0.7316935995646886,0.0,0.1442857142857143,0.08440749714818607,False,5
P1,2,42,inner_selection,14,0.6247439541135515,0.6247439541135515,0.0,0.1442857142857143,0.09823884446073654,False,6
P1,2,42,inner_selection,15,0.5592042681149074,0.5592042681149074,0.0,0.14285714285714285,0.1046935050053013,False,7
P1,2,42,inner_selection,16,0.4688419841017042,0.4688419841017042,0.0,0.07285714285714286,0.057935604520692734,False,8
P1,2,42,outer_refit,1,2.0072611300150554,2.0072611300150554,0.0,,,,
P1,2,42,outer_refit,2,1.8970057900746664,1.8970057900746664,0.0,,,,
P1,2,42,outer_refit,3,1.8169029998779296,1.8169029998779296,0.0,,,,
P1,2,42,outer_refit,4,1.7354035997390747,1.7354035997390747,0.0,,,,
P1,2,42,outer_refit,5,1.619485364641462,1.619485364641462,0.0,,,,
P1,2,42,outer_refit,6,1.4686260007676624,1.4686260007676624,0.0,,,,
P1,2,42,outer_refit,7,1.3029387092590332,1.3029387092590332,0.0,,,,
P1,2,42,outer_refit,8,1.151350109236581,1.151350109236581,0.0,,,,
P1,2,43,inner_selection,1,2.0605475071498325,2.0605475071498325,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,2,43,inner_selection,2,1.9059071247918264,1.9059071247918264,0.0,0.13714285714285715,0.09378137364908758,True,0
P1,2,43,inner_selection,3,1.8533371428080967,1.8533371428080967,0.0,0.0,0.0,False,1
P1,2,43,inner_selection,4,1.7846778433663504,1.7846778433663504,0.0,0.07142857142857142,0.05737234652897304,False,2
P1,2,43,inner_selection,5,1.7075051982062204,1.7075051982062204,0.0,0.14285714285714285,0.11721611721611722,True,0
P1,2,43,inner_selection,6,1.6219976234436035,1.6219976234436035,0.0,0.07142857142857142,0.028514399771884802,False,1
P1,2,43,inner_selection,7,1.4823967565808978,1.4823967565808978,0.0,0.21428571428571427,0.10310421286031042,False,2
P1,2,43,inner_selection,8,1.3772327361788068,1.3772327361788068,0.0,0.2857142857142857,0.17573696145124718,True,0
P1,2,43,inner_selection,9,1.2405678388050625,1.2405678388050625,0.0,0.21428571428571427,0.14222642699463892,False,1
P1,2,43,inner_selection,10,1.1130902515138899,1.1130902515138899,0.0,0.13714285714285715,0.13322323148912743,False,2
P1,2,43,inner_selection,11,1.0087609560149056,1.0087609560149056,0.0,0.21428571428571427,0.1760322733744661,True,0
P1,2,43,inner_selection,12,0.873761317389352,0.873761317389352,0.0,0.21428571428571427,0.1752057558244575,False,1
P1,2,43,inner_selection,13,0.7357101556232998,0.7357101556232998,0.0,0.07142857142857142,0.07037297677691766,False,2
P1,2,43,inner_selection,14,0.6444168479101998,0.6444168479101998,0.0,0.14285714285714285,0.09285714285714286,False,3
P1,2,43,inner_selection,15,0.5347718293326241,0.5347718293326241,0.0,0.07142857142857142,0.04746084480303749,False,4
P1,2,43,inner_selection,16,0.4755610336576189,0.4755610336576189,0.0,0.21428571428571427,0.1142857142857143,False,5
P1,2,43,inner_selection,17,0.39504096133368355,0.39504096133368355,0.0,0.14285714285714285,0.1285714285714286,False,6
P1,2,43,inner_selection,18,0.3144683258874076,0.3144683258874076,0.0,0.07142857142857142,0.05737234652897304,False,7
P1,2,43,inner_selection,19,0.25479655069964274,0.25479655069964274,0.0,0.07142857142857142,0.05714285714285715,False,8
P1,2,43,outer_refit,1,2.018759267897833,2.018759267897833,0.0,,,,
P1,2,43,outer_refit,2,1.90097403776078,1.90097403776078,0.0,,,,
P1,2,43,outer_refit,3,1.8534182605289278,1.8534182605289278,0.0,,,,
P1,2,43,outer_refit,4,1.7690240875879923,1.7690240875879923,0.0,,,,
P1,2,43,outer_refit,5,1.6596149744306292,1.6596149744306292,0.0,,,,
P1,2,43,outer_refit,6,1.5305030566170101,1.5305030566170101,0.0,,,,
P1,2,43,outer_refit,7,1.3766237340654646,1.3766237340654646,0.0,,,,
P1,2,43,outer_refit,8,1.2286808883576166,1.2286808883576166,0.0,,,,
P1,2,43,outer_refit,9,1.120361947559175,1.120361947559175,0.0,,,,
P1,2,43,outer_refit,10,1.000193839073181,1.000193839073181,0.0,,,,
P1,2,43,outer_refit,11,0.8871122938110715,0.8871122938110715,0.0,,,,
P1,2,44,inner_selection,1,2.054114089693342,2.054114089693342,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,2,44,inner_selection,2,1.940652003969465,1.940652003969465,0.0,0.14285714285714285,0.03571428571428571,False,1
P1,2,44,inner_selection,3,1.867785199029105,1.867785199029105,0.0,0.008571428571428572,0.0037593984962406013,False,2
P1,2,44,inner_selection,4,1.79464042867933,1.79464042867933,0.0,0.21428571428571427,0.12997754933238806,True,0
P1,2,44,inner_selection,5,1.719945136478969,1.719945136478969,0.0,0.07142857142857142,0.03195909236177692,False,1
P1,2,44,inner_selection,6,1.5990376806259154,1.5990376806259154,0.0,0.2857142857142857,0.1692499343202599,True,0
P1,2,44,inner_selection,7,1.4878435816083635,1.4878435816083635,0.0,0.21428571428571427,0.13831280760608514,False,1
P1,2,44,inner_selection,8,1.3242316947664534,1.3242316947664534,0.0,0.07142857142857142,0.032247662044501774,False,2
P1,2,44,inner_selection,9,1.1876648371560232,1.1876648371560232,0.0,0.14285714285714285,0.0896358543417367,False,3
P1,2,44,inner_selection,10,1.0496152680260795,1.0496152680260795,0.0,0.025714285714285714,0.021367723989695445,False,4
P1,2,44,inner_selection,11,0.9299478452546256,0.9299478452546256,0.0,0.15142857142857144,0.10487660487660488,False,5
P1,2,44,inner_selection,12,0.8340356956209455,0.8340356956209455,0.0,0.22285714285714286,0.15116967341791696,False,6
P1,2,44,inner_selection,13,0.770410086768014,0.770410086768014,0.0,0.15142857142857144,0.09035409035409035,False,7
P1,2,44,inner_selection,14,0.6292919829913548,0.6292919829913548,0.0,0.018571428571428572,0.014122759369907659,False,8
P1,2,44,outer_refit,1,2.0026872033164613,2.0026872033164613,0.0,,,,
P1,2,44,outer_refit,2,1.914141863187154,1.914141863187154,0.0,,,,
P1,2,44,outer_refit,3,1.8367628301892962,1.8367628301892962,0.0,,,,
P1,2,44,outer_refit,4,1.7339513585681008,1.7339513585681008,0.0,,,,
P1,2,44,outer_refit,5,1.5961306517464775,1.5961306517464775,0.0,,,,
P1,2,44,outer_refit,6,1.476694575037275,1.476694575037275,0.0,,,,
P1,2,45,inner_selection,1,2.0122486291612898,2.0122486291612898,0.0,0.15714285714285714,0.07736412824032948,True,0
P1,2,45,inner_selection,2,1.884795207296099,1.884795207296099,0.0,0.07142857142857142,0.026406126221283337,False,1
P1,2,45,inner_selection,3,1.8064687252044678,1.8064687252044678,0.0,0.14285714285714285,0.08095238095238096,True,0
P1,2,45,inner_selection,4,1.719602563721793,1.719602563721793,0.0,0.07142857142857142,0.05714285714285715,False,1
P1,2,45,inner_selection,5,1.5847822196143013,1.5847822196143013,0.0,0.13857142857142857,0.08718440396292745,True,0
P1,2,45,inner_selection,6,1.452332810674395,1.452332810674395,0.0,0.07142857142857142,0.05714285714285715,False,1
P1,2,45,inner_selection,7,1.3170436709267752,1.3170436709267752,0.0,0.14285714285714285,0.15238095238095237,True,0
P1,2,45,inner_selection,8,1.1976868663515363,1.1976868663515363,0.0,0.14285714285714285,0.14990723562152133,False,1
P1,2,45,inner_selection,9,1.0595030692645482,1.0595030692645482,0.0,0.14285714285714285,0.08330716902145474,False,2
P1,2,45,inner_selection,10,0.9601857481684004,0.9601857481684004,0.0,0.14857142857142858,0.1090909090909091,False,3
P1,2,45,inner_selection,11,0.8488718237195696,0.8488718237195696,0.0,0.14857142857142858,0.09183571666112404,False,4
P1,2,45,inner_selection,12,0.7395600765092032,0.7395600765092032,0.0,0.14285714285714285,0.10476190476190476,False,5
P1,2,45,inner_selection,13,0.6494160223007203,0.6494160223007203,0.0,0.14285714285714285,0.1142857142857143,False,6
P1,2,45,inner_selection,14,0.5495440983772277,0.5495440983772277,0.0,0.14285714285714285,0.14990723562152133,False,7
P1,2,45,inner_selection,15,0.47957219856125965,0.47957219856125965,0.0,0.14285714285714285,0.1285714285714286,False,8
P1,2,45,outer_refit,1,2.0019822742825464,2.0019822742825464,0.0,,,,
P1,2,45,outer_refit,2,1.901506089028858,1.901506089028858,0.0,,,,
P1,2,45,outer_refit,3,1.8389311116082327,1.8389311116082327,0.0,,,,
P1,2,45,outer_refit,4,1.7342230671928043,1.7342230671928043,0.0,,,,
P1,2,45,outer_refit,5,1.6158376121520996,1.6158376121520996,0.0,,,,
P1,2,45,outer_refit,6,1.5083214993703933,1.5083214993703933,0.0,,,,
P1,2,45,outer_refit,7,1.4101116114570982,1.4101116114570982,0.0,,,,
P1,2,46,inner_selection,1,1.993347761290414,1.993347761290414,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,2,46,inner_selection,2,1.9036806317738124,1.9036806317738124,0.0,0.14285714285714285,0.03571428571428571,False,1
P1,2,46,inner_selection,3,1.8237247392109461,1.8237247392109461,0.0,0.07142857142857142,0.028571428571428574,False,2
P1,2,46,inner_selection,4,1.7488231236594063,1.7488231236594063,0.0,0.14714285714285713,0.05534941249226964,True,0
P1,2,46,inner_selection,5,1.6530203866958617,1.6530203866958617,0.0,0.21428571428571427,0.14732093896392645,True,0
P1,2,46,inner_selection,6,1.5346779339654104,1.5346779339654104,0.0,0.1457142857142857,0.06565057347066079,False,1
P1,2,46,inner_selection,7,1.4235283354350499,1.4235283354350499,0.0,0.21428571428571427,0.16666666666666666,True,0
P1,2,46,inner_selection,8,1.290376285144261,1.290376285144261,0.0,0.14714285714285713,0.11029574590165983,False,1
P1,2,46,inner_selection,9,1.118903146471296,1.118903146471296,0.0,0.13428571428571429,0.08475517547750681,False,2
P1,2,46,inner_selection,10,1.0001102328300475,1.0001102328300475,0.0,0.21428571428571427,0.11354065307862042,False,3
P1,2,46,inner_selection,11,0.9162113959448678,0.9162113959448678,0.0,0.14857142857142858,0.17302492106363712,True,0
P1,2,46,inner_selection,12,0.78705372435706,0.78705372435706,0.0,0.1442857142857143,0.10712825836939999,False,1
P1,2,46,inner_selection,13,0.6897136790411813,0.6897136790411813,0.0,0.21428571428571427,0.15261044176706826,False,2
P1,2,46,inner_selection,14,0.5794594945226397,0.5794594945226397,0.0,0.14285714285714285,0.10476190476190476,False,3
P1,2,46,inner_selection,15,0.4750314722742353,0.4750314722742353,0.0,0.17,0.18617465831006416,True,0
P1,2,46,inner_selection,16,0.4132551341397422,0.4132551341397422,0.0,0.35714285714285715,0.28928904895291446,True,0
P1,2,46,inner_selection,17,0.3414654357092721,0.3414654357092721,0.0,0.21428571428571427,0.1602228831230985,False,1
P1,2,46,inner_selection,18,0.29267857772963385,0.29267857772963385,0.0,0.21428571428571427,0.17639121091933327,False,2
P1,2,46,inner_selection,19,0.23659496120044163,0.23659496120044163,0.0,0.22,0.19064123500745198,False,3
P1,2,46,inner_selection,20,0.2000173487833568,0.2000173487833568,0.0,0.22,0.19119064996975235,False,4
P1,2,46,inner_selection,21,0.16862884402275086,0.16862884402275086,0.0,0.19,0.16048149348721347,False,5
P1,2,46,inner_selection,22,0.14865091179098402,0.14865091179098402,0.0,0.2857142857142857,0.18639455782312925,False,6
P1,2,46,inner_selection,23,0.13024562878268106,0.13024562878268106,0.0,0.22,0.1819934518156918,False,7
P1,2,46,inner_selection,24,0.11079640916415623,0.11079640916415623,0.0,0.21571428571428572,0.1861484067311135,False,8
P1,2,46,outer_refit,1,2.0252709740684147,2.0252709740684147,0.0,,,,
P1,2,46,outer_refit,2,1.9305672940753755,1.9305672940753755,0.0,,,,
P1,2,46,outer_refit,3,1.8744502190181187,1.8744502190181187,0.0,,,,
P1,2,46,outer_refit,4,1.8107387556348529,1.8107387556348529,0.0,,,,
P1,2,46,outer_refit,5,1.740209658940633,1.740209658940633,0.0,,,,
P1,2,46,outer_refit,6,1.6258872186569941,1.6258872186569941,0.0,,,,
P1,2,46,outer_refit,7,1.5049976809819539,1.5049976809819539,0.0,,,,
P1,2,46,outer_refit,8,1.376259865533738,1.376259865533738,0.0,,,,
P1,2,46,outer_refit,9,1.2695057473863873,1.2695057473863873,0.0,,,,
P1,2,46,outer_refit,10,1.1376668035416375,1.1376668035416375,0.0,,,,
P1,2,46,outer_refit,11,1.0195313820384797,1.0195313820384797,0.0,,,,
P1,2,46,outer_refit,12,0.9381376194953919,0.9381376194953919,0.0,,,,
P1,2,46,outer_refit,13,0.7908577019827706,0.7908577019827706,0.0,,,,
P1,2,46,outer_refit,14,0.7208812166395642,0.7208812166395642,0.0,,,,
P1,2,46,outer_refit,15,0.6386414806048075,0.6386414806048075,0.0,,,,
P1,2,46,outer_refit,16,0.5209231351670764,0.5209231351670764,0.0,,,,
P1,3,42,inner_selection,1,2.0388633489608763,2.0388633489608763,0.0,0.14285714285714285,0.03571428571428571,True,0
P1,3,42,inner_selection,2,1.9296663808822632,1.9296663808822632,0.0,0.14285714285714285,0.03809523809523809,True,0
